"from","to","weight"
"Harsh Nilesh Pathak","Tae Yano",1
"Harsh Vardhan Jain","Sayan Ranu",1
"Harsha Nori","Samuel Jenkins",1
"Harshal A. Chaudhari","Evimaria Terzi",1
"Harshal A. Chaudhari","John W. Byers",1
"Haruki Imai","Kiyokuni Kawachiya",1
"Haruki Imai","Tung D. Le",1
"Haruki Imai","Yasushi Negishi",1
"Hasan Jackson","Hasan Jackson",2
"Hasan Jackson",NA,1
"Hasara Maithree","Damitha Lenadora",1
"Hasara Maithree","Geoffrey C. Fox",1
"Hashim Abu-gellban","Yuanlin Zhang 0002",1
"Hassan Nazeer Chaudhry","Vladimir Vlassov",1
"Haw-Shiuan Chang","Andrew McCallum",1
"Haw-Shiuan Chang","Christos Faloutsos",1
"Haw-Shiuan Chang","Giannis Karamanolakis",1
"Haw-Shiuan Chang","Jiawei Han 0001",1
"Haw-Shiuan Chang","Yaqing Wang",1
"Haw-Shiuan Chang","Yuning Mao",1
"Haytham Elghazel","Giyyarpuram Madhusudan",1
"He Li","Duo Jin",1
"He Li","Hongjie Huang",1
"He Li","Liangcai Su",1
"He Li","Shiyu Zhang",1
"He Li","Xuejiao Li",1
"Heath Vinicombe","Anant Subramanian",1
"Heath Vinicombe","Arun Prasad",1
"Heath Vinicombe","Atillia Dobi",1
"Heath Vinicombe","Eileen Li",1
"Heath Vinicombe","Yunsong Guo",1
"Heather Berry","Ryan Berry",1
"Hechan Tian","Fenlin Liu",1
"Hechan Tian","Meng Zhang",1
"Hechan Tian","Xiangyang Luo",1
"Hechan Tian","Yaqiong Qiao",1
"Heer Ambavi","Abhisht Tiwari",1
"Heer Ambavi","Kavita Vaishnaw",1
"Heer Ambavi","Mayank Singh 0001",1
"Heer Ambavi","Udit Vyas",1
"Heesoo Park","Amulya Yadav",1
"Heesoo Park","Anamika Barman-Adhikari",1
"Heesoo Park","Dongwon Lee 0001",1
"Heesoo Park","Stephanie Winkler",1
"Hehong Chen","Feng Ji",1
"Hehong Chen","Guohai Xu",1
"Hehong Chen","Haiqing Chen",1
"Hehong Chen","Ji Zhang",1
"Hehong Chen","Tian Qiu",1
"Heidy Sierra","Emmanuel Arzuaga",1
"Heiko Paulheim","Harald Sack",1
"Heiko Paulheim","Volker Tresp",1
"Heiko Schuldt","Martin Rumo",1
"Heiko Schuldt","Philipp Seidenschwarz",1
"Heitor Murilo Gomes","Albert Bifet",1
"Heitor Murilo Gomes","Bernhard Pfahringer",1
"Heitor Murilo Gomes","Emanuele Della Valle",1
"Heitor Murilo Gomes","Jacob Montiel",1
"Helen Zhou","David A. Sontag",1
"Helen Zhou","Sanjat Kanjilal",1
"Hemank Lamba","Dheeraj Reddy Pailla",2
"Hemank Lamba","Karandeep Singh Juneja",2
"Hemank Lamba","Ponnurangam Kumaraguru",2
"Hemank Lamba","Shashank Srikanth",2
"Hemank Lamba","Shwetanshu Singh",2
"Hemeng Tao","Latifur Khan",1
"Hen-Hsen Huang","Hsin-Hsi Chen",1
"Hendrik Molter","Maciej Rymar",1
"Hendrik Molter","Rolf Niedermeier",1
"Heng-Tze Cheng","Alex Soares",1
"Heng-Tze Cheng","Ankit Kumar",1
"Heng-Tze Cheng","Dima Kuzmin",1
"Heng-Tze Cheng","Ed Chi",1
"Heng-Tze Cheng","Ed H. Chi",1
"Heng-Tze Cheng","Harish Ganapathy",1
"Heng-Tze Cheng","John R. Anderson",1
"Heng-Tze Cheng","Li Zhang",1
"Heng-Tze Cheng","Nitin Jindal",2
"Heng-Tze Cheng","Pei Cao",2
"Heng-Tze Cheng","Ritesh Agarwal",1
"Heng-Tze Cheng","Sarvjeet Singh",1
"Heng-Tze Cheng","Steffen Rendle",1
"Heng-Tze Cheng","Tushar Chandra",1
"Heng-Tze Cheng","Wei Wang 0010",1
"Heng-Tze Cheng","Wen Li",1
"Heng-Tze Cheng","Xiang Ma",1
"Heng-Tze Cheng","Xinyang Yi",1
"Heng-Tze Cheng","Yu Du",1
"Heng Zou","Yanlong Du",1
"Heng Zou","Zhaojie Liu",1
"Hengbin Cui","Jiaxing Zhang",1
"Hengbin Cui","Niantao Xie",1
"Hengbin Cui","Sujian Li",1
"Hengbin Cui","Xiaolong Li",1
"Henggang Cui","Mohana Moorthy",1
"Henggang Cui","Nemanja Djuric",1
"Henggang Cui","Sai Yalamanchi",1
"Hengshu Zhu","Chen Zhu",1
"Hengshu Zhu","Chuan Qin 0002",1
"Hengshu Zhu","Enhong Chen",2
"Hengshu Zhu","Hui Xiong 0001",2
"Hengshu Zhu","Qingxin Meng",1
"Hengshu Zhu","Xi Zhang",1
"Hengtong Zhang","Bolin Ding",1
"Hengtong Zhang","Jing Gao 0004",1
"Hengtong Zhang","Yaliang Li",1
"Henning S. Mortveit","Anil Vullikanti",1
"Henning S. Mortveit","Arun G. Phadke",1
"Henning S. Mortveit","Samarth Swarup",2
"Henning S. Mortveit","Virgilio Centeno",1
"Henning Wachsmuth","Axel-Cyrille Ngonga Ngomo",1
"Henning Wachsmuth","Martin Potthast",1
"Henry C. Lin","Dimitris Kalimeris",1
"Henry C. Lin","Jane Jing",1
"Henry C. Lin","Neil Chandra",1
"Henry C. Lin","Steve Metz",1
"Henry Roberts","Aviv Segev",1
"Heriberto Acosta Maestre","Heriberto Acosta Maestre",2
"Heriberto Acosta Maestre",NA,1
"Herodotos Herodotou","Despoina Chatzakou",1
"Herodotos Herodotou","Nicolas Kourtellis",1
"Hideaki Nakashika","Akihiro Fujita",1
"Hideaki Nakashika","Daiju Nakano",1
"Hideaki Nakashika","Hiroki Toda",1
"Hideaki Nakashika","Katsuhiko Hino",1
"Hideaki Nakashika","Kentaro Yano",1
"Hideaki Nakashika","Shuichi Hirose",1
"Hideaki Nakashika","Yasumitsu Orii",1
"Hideaki Nakashika","Yuta Tsuchiya",1
"Hidehiro Matsumoto","Akira Ishii",1
"Hieu Tri Huynh","Wenmiao Lu",1
"Hieu Tri Huynh","Yi Lu 0001",1
"Hieu Tri Huynh","Ziao Chen",1
"Hikaru Uchida","Atsuyuki Morishima",1
"Hikaru Uchida","Kei Wakabayashi",1
"Hikaru Uchida","Masaki Matsubara",1
"Hilda B. Klasky","Addi Thakur Malviya",1
"Hilda B. Klasky","Angela Laurio",1
"Hilda B. Klasky","Brian C. Sauer",1
"Hilda B. Klasky","Frank Drews",1
"Hilda B. Klasky","Jeanie M. Scott",1
"Hilda B. Klasky","Jonathan R. Nebeker",1
"Hilda B. Klasky","Laura Pullum",1
"Hilda B. Klasky","Merry Ward",1
"Hilda B. Klasky","P. Teja Kuruganti",1
"Hima Patel","Lokesh Nagalapatti",1
"Hima Patel","Nitin Gupta",1
"Hima Patel","Ruhi Sharma Mittal",1
"Hima Patel","Sameep Mehta",1
"Hima Patel","Shanmukha C. Guttula",1
"Hima Patel","Shashank Mujumdar",1
"Hima Patel","Shazia Afzal",1
"Hima Patel","Vitobha Munigala",1
"Himan Abdollahpouri","Bamshad Mobasher",1
"Himan Abdollahpouri","Mykola Pechenizkiy",1
"Himan Abdollahpouri","Robin Burke",1
"Himanshu Gupta","C. Rajmohan",1
"Himanshu Gupta","Kiran Pulapa",1
"Himanshu Gupta","Sameep Mehta",1
"Himanshu Makkar","Durga Toshniwal",1
"Himanshu Makkar","Shalini Jangra",1
"Himanshu Rai","Ashish Gupta",1
"Himanshu Rai","Chandrakant Bharti",1
"Himanshu Rai","Diksha Manchanda",1
"Himanshu Rai","Gursirat Singh Sodhi",1
"Himanshu Rai","Nitinbalaji Singh",1
"Hind Almerekhi","Bernard J. Jansen",1
"Hind Almerekhi","Haewoon Kwak",1
"Hind Almerekhi","Joni Salminen",1
"Hiram Ponce","Lourdes Martínez-Villaseñor",1
"Hiroki Kanezashi","Dario Garcia-Gasulla",1
"Hiroki Kanezashi","Euma Ishii",1
"Hiroki Kanezashi","Mishal Dholakia",1
"Hiroki Kanezashi","Raquel Pérez-Arnal",1
"Hiroki Kanezashi","Sergio Álvarez-Napagao",1
"Hiroki Sakaji","Kiyoshi Izumi",1
"Hiroki Sakaji","Teruaki Hayashi",1
"Hiroki Sakaji","Yukio Ohsawa",1
"Hiroki Toda","Daiju Nakano",1
"Hiroki Toda","Yasumitsu Orii",1
"Hiroko Nagashima","Yuka Kato",1
"Hirokuni Kitahara","Fumiko Satoh",1
"Hirokuni Kitahara","Kugamoorthy Gajananan",1
"Hirokuni Kitahara","Yuji Watanabe",2
"Hiroshi Omata","Takehiro Kashiyama",1
"Hiroshi Omata","Yoshihide Sekimoto",1
"Hirotaka Ogawa","Takahiro Hamanishi",1
"Hiroya Maeda","Durga Toshniwal",1
"Hiroya Maeda","Hiroshi Omata",1
"Hiroya Maeda","Sanjay Kumar Ghosh",1
"Hiroya Maeda","Takehiro Kashiyama",1
"Hiroya Maeda","Yoshihide Sekimoto",1
"Hiroyuki Kitagawa","Kyoung-Sook Kim",1
"Hiroyuki Manabe","Yutaka Matsuo",1
"Hiroyuki Takizawa","Tomoya Soma",1
"Hisanori Fujisawa","Hayato Yamana",1
"Hisanori Fujisawa","Masafumi Ohtsuka",1
"Hisatoshi Toriya","Ashraf M. Dewan",1
"Hisatoshi Toriya","Itaru Kitahara",1
"Hisham M. Haddad","Alfredo Cuzzocrea",1
"Hisham M. Haddad","Md. Shafiul Alam",1
"Hisham M. Haddad","Mohammad Ashiqur Rahman",1
"Hisham M. Haddad","Sheikh Iqbal Ahamed",1
"Hisham M. Haddad","Sweta Sneha",1
"Hoa Nguyen","Ian Davidson",1
"Hoang H. Nguyen","Sergej Zerr",1
"Hoang H. Nguyen","Tuan-Anh Hoang",1
"Hoang Long Nguyen 0002","Hashim Abu-gellban",1
"Hoang Long Nguyen 0002","Yuanlin Zhang 0002",1
"Hojung Nam","Albert No",1
"Hojung Nam","Mark Stevenson",1
"Holger Arndt","Stefan Burkard",1
"Hong-Han Shuai","De-Nian Yang",1
"Hong-Han Shuai","Jiun-Long Huang",1
"Hong-Han Shuai","Wang-Chien Lee",1
"Hong Cheng","Lingfei Wu",1
"Hong Cheng","Tengfei Ma",1
"Hong Cheng","Tyler Derr",1
"Hong Cheng","Yao Ma 0001",1
"Hong Cheng","Yiqi Wang",1
"Hong Cheng 0001","Junzhou Huang",1
"Hong Sun","Jing Bai",1
"Hong Sun","Rong Zhou",1
"Hong Sun","Ruofei Zhang",1
"Hong Sun","Wei Shen",1
"Hong Sun","Yu Xu",1
"Hong Sun","Yujing Wang",1
"Hong Sun","Yunhai Tong",1
"Hong Wen","Ramin Ramezani",1
"Hong Xie 0004","Hang Li",1
"Hong Xie 0004","John C. S. Lui",1
"Hong Zhang","Cong Tang",1
"Hong Zhang","Lan Xu",1
"Hong Zhang","Lan Zhang",1
"Hong Zhang","Wei Xu",1
"Hong Zhang","Xiaoyang Ma",1
"Hong Zhang","Yiguo Yang",1
"Hong Zhang","Zhengtao Wu",1
"Hongbo Deng","Jiajun Chen",1
"Hongbo Deng","Shujian Huang",1
"Hongbo Deng","Zhenzhong Chen",2
"Hongfang Zhang","Ping Li 0001",1
"Honggang Wang","Hongbo Deng",1
"Honggang Wang","Zhenzhong Chen",1
"Honghui Chen","Maarten de Rijke",2
"Hongjie Huang","Duo Jin",1
"Hongjie Huang","Xuejiao Li",1
"Hongkun Yu","Jiaqi Zhai",1
"Hongkun Yu","Nicholas Zukoski",1
"Honglei Zhang","Hong Cheng 0001",1
"Honglei Zhang","Junzhou Huang",1
"Honglei Zhang","Yu Rong",1
"Honglei Zhang","Zhichao Han",1
"Honglei Zhuang","Nirav Shah",1
"Honglei Zhuang","Rema Padman",1
"Hongliang Fei","Hongfang Zhang",1
"Hongliang Fei","Pengju Guo",1
"Hongliang Fei","Ping Li 0001",1
"Hongliang Fei","Shulong Tan",1
"Hongliang Fei","Wenbo Zhang",1
"Hongling Liu","Lei Han",1
"Hongling Liu","Pengfei Li",1
"Hongming Zhang","Cane Wing-Ki Leung",1
"Hongming Zhang","Haojie Pan",1
"Hongming Zhang","Xin Liu 0039",1
"Hongming Zhang","Yangqiu Song",1
"Hongsheng Li","Guangming Zhu 0001",1
"Hongsheng Li","Mohammed Bennamoun",1
"Hongsheng Li","Peiyi Shen",1
"Hongsheng Li","Ping Li",1
"Hongsheng Li","Syed Afaq Ali Shah",1
"Hongsheng Li","Xiaoyuan Lu",1
"Hongtao Lin","Bill Yuchen Lin",1
"Hongtao Lin","Junyi Du",1
"Hongtao Lin","Leonardo Neves",1
"Hongtao Lin","Xiang Ren 0001",1
"Hongtao Lin","Ziqi Wang",1
"Hongwei Li 0002","Jiaquan Yao",1
"Hongwei Li 0002","Ping Luo 0001",1
"Hongwei Li 0002","Qingping Yang",1
"Hongwei Li 0002","Yixuan Cao",1
"Hongxia Yang","Fei Wu 0001",1
"Hongxia Yang","Feng Xu 0007",1
"Hongxia Yang","Jian Lu",1
"Hongxia Yang","Jie Tang 0001",3
"Hongxia Yang","Jingren Zhou",2
"Hongxia Yang","Kuansan Wang",1
"Hongxia Yang","Ming Ding",1
"Hongxia Yang","Peng Cui 0001",1
"Hongxia Yang","Philip S. Yu",1
"Hongxia Yang","Wenwu Zhu 0001",1
"Hongxia Yang","Xia Hu",1
"Hongxia Yang","Xiaozhong Liu",1
"Hongxia Yang","Xin Wang 0019",1
"Hongxia Yang","Yao Lu 0007",1
"Hongxu Chen","Bogdan Gabrys",1
"Hongxu Chen","Hongzhi Yin",1
"Hongxu Chen","Katarzyna Musial",1
"Hongxu Chen","Tong Chen 0005",1
"Hongxu Chen","Xiangguo Sun",1
"Hongyan Bao","Fenglong Ma",1
"Hongyan Bao","Jin Li",1
"Hongyan Bao","Xiangliang Zhang 0001",1
"Hongyan Bao","Yun Shen",1
"Hongyan Liu","Xiaoyong Du 0001",1
"Hongyang Gao","Shuiwang Ji",2
"Hongyang Gao","Zhengyang Wang",1
"Hongyi Liu 0003","Zhenzhong Chen",1
"Hongyin Tang","Beihong Jin",1
"Hongyin Tang","Fuzheng Zhang",1
"Hongyin Tang","Yanling Cui",1
"Hongyin Tang","Zhongyuan Wang",1
"Hongyu Guo","Jinpeng Huai",1
"Hongyu Guo","Masoumeh Soflaei",1
"Hongyu Liu","Bo Wang",1
"Hongyu Liu","Haocheng Wang",1
"Hongyu Liu","Ruifang He",1
"Hongzhi Wang 0001","Haoqi Zhang",1
"Hongzhi Wang 0001","Junfei Ouyang",1
"Hongzhi Wang 0001","Lei Zheng",1
"Hongzhi Wang 0001","Shirong Liu",1
"Hongzhi Wang 0001","Xiangxi Zhang",1
"Hongzhi Wang 0001","Yun Feng",1
"Hongzhi Wang 0001","Zhixin Qi",1
"Hongzhi Wang 0001","Ziming Shen",1
"Hongzhi Yin","Bogdan Gabrys",1
"Hongzhi Yin","Hao Wang 0005",1
"Hongzhi Yin","Katarzyna Musial",1
"Hongzhi Yin","Nguyen Quoc Viet Hung",1
"Hongzhi Yin","Tong Chen 0005",2
"Hongzhi Yin","Xiangguo Sun",1
"Hongzhi Yin","Yanchang Zhao",1
"Hongzhi Yin","Zi Huang",1
"Hossain Shahriar","Alfredo Cuzzocrea",1
"Hossain Shahriar","Hisham M. Haddad",2
"Hossain Shahriar","Md. Shafiul Alam",1
"Hossain Shahriar","Mohammad Ashiqur Rahman",1
"Hossain Shahriar","Sheikh Iqbal Ahamed",1
"Hossain Shahriar","Sweta Sneha",1
"Hossein Fani","Ebrahim Bagheri",2
"Hossein Fani","Fattane Zarrinkalam",1
"Hossein Fani","Jamil Samouh",1
"Hossein Fani","Jaroslaw Szlichta",1
"Hossein Fani","Mehdi Kargar",1
"Hossein Fani","Samad Paydar",1
"Howard Leung","Qianhui Men",1
"Howard Leung","Xianjin Chao",1
"Howard S. Cohl","Akiko Aizawa",1
"Howard S. Cohl","Bela Gipp",1
"Hsiang-Fu Yu","Inderjit S. Dhillon",1
"Hsiang-Fu Yu","Kai Zhong",1
"Hsiang-Fu Yu","Yiming Yang",1
"Hsiang-Han Hsu","Akihiro Fujita",1
"Hsiang-Han Hsu","Daiju Nakano",1
"Hsiang-Han Hsu","Daniel P. Sanders",1
"Hsiang-Han Hsu","Dmitry Zubarev",1
"Hsiang-Han Hsu","Hideaki Nakashika",1
"Hsiang-Han Hsu","Hiroki Toda",1
"Hsiang-Han Hsu","Jed W. Pitera",1
"Hsiang-Han Hsu","Katsuhiko Hino",1
"Hsiang-Han Hsu","Kentaro Yano",1
"Hsiang-Han Hsu","Makoto Kogoh",1
"Hsiang-Han Hsu","Shuichi Hirose",1
"Hsiang-Han Hsu","Takumi Hongo",1
"Hsiang-Han Hsu","Victoria A. Piunova",1
"Hsiang-Han Hsu","Wolf Bocanett",1
"Hsiang-Han Hsu","Yasumitsu Orii",1
"Hsiang-Han Hsu","Yenwei Cheng",1
"Hsiang-Han Hsu","Yuta Tsuchiya",1
"Hsien-Te Kao","Emilio Ferrara",1
"Hsin-Tai Wu","Yi Fang",1
"Hsing-bung Chen","Sihai Tang",1
"Hsing-bung Chen","Song Fu",1
"Hsiu-Khuern Tang","Joaquín Álvarez Rodríguez",1
"Hsiu-Khuern Tang","Richard H. Goldstein",1
"Hsu-Chao Lai","De-Nian Yang",1
"Hsu-Chao Lai","Hong-Han Shuai",1
"Hsu-Chao Lai","Jiun-Long Huang",1
"Hsu-Chao Lai","Jui-Yi Tsai",1
"Hsu-Chao Lai","Wang-Chien Lee",1
"Hu Liu","Hao Peng",1
"Hu Liu","Hao Yang",1
"Hu Liu","Jing Lu",1
"Hu Liu","Sulong Xu",1
"Hu Liu","Weipeng Yan",1
"Hu Liu","Wenjie Niu",1
"Hu Liu","Xiaokun Zhu",1
"Hu Liu","Xiwei Zhao",1
"Hu Liu","Yongjun Bao",1
"Hu Liu","Zehua Zhang",1
"Huafeng Liu","Jian Yu",1
"Huafeng Liu","Jiaqi Wang",1
"Huafeng Liu","Jingxuan Wen",1
"Huafeng Liu","Lin Xiao",1
"Huafeng Liu","Liping Jing",1
"Huafeng Liu","Xiaoyi Sun",1
"Huafeng Liu","Zhicheng Wu",1
"Huaibo Mei","Hui Xiong 0001",1
"Huaibo Mei","Jingbo Zhou",1
"Huaibo Mei","Xu Ma",1
"Huaisheng Zhu","Qiqi Duan",1
"Huaisheng Zhu","Yuhui Shi",1
"Huajie Shao","Aston Zhang",1
"Huajie Shao","Chao Zhang 0014",1
"Huajie Shao","Dachun Sun",1
"Huajie Shao","Jiahao Wu",1
"Huajie Shao","Shengzhong Liu",1
"Huajie Shao","Shuochao Yao",1
"Huajie Shao","Tarek F. Abdelzaher",1
"Huajie Shao","Tianshi Wang",1
"Huajie Shao","Zecheng Zhang",1
"Huaming Chen","Fang Wang",1
"Huaming Chen","Geng Sun",1
"Huaming Chen","Jiaqi Li",1
"Huaming Chen","Jun Shen 0001",1
"Huaming Chen","Yunzhou Xie",1
"Huan He","Joyce C. Ho",1
"Huan He","Yuanzhe Xi",1
"Huan Liu 0001","Fattane Zarrinkalam",1
"Huan Liu 0001","Kai Shu",1
"Huan Wei","Huamin Qu",1
"Huan Wei","Yangqiu Song",1
"Huan Wei","Yong Wang 0021",1
"Huan Xu","Nan Li",1
"Huang Hu","Yan Zhang",1
"Huanrui Yang","Jianlei Yang 0001",1
"Huanrui Yang","Yiran Chen",1
"Huaxiong Yao","Jiabei Hu",2
"Huaxiong Yao","Wei Xie",1
"Huaxiong Yao","Wenqi Xie",2
"Huaxiong Yao","Yang Huang",2
"Huaxiu Yao","Charu C. Aggarwal",1
"Huaxiu Yao","Jiliang Tang",1
"Huaxiu Yao","Prasenjit Mitra",1
"Huaxiu Yao","Suhang Wang",1
"Huaxiu Yao","Vipin Kumar",1
"Huaxiu Yao","Xiaowei Jia",1
"Huaxiu Yao","Yiqi Wang",1
"Huaxiu Yao","Yiwei Sun",1
"Huaxiu Yao","Zhenhui Li",1
"Huazheng Wang","Hongning Wang",1
"Huda Nassar","Austin R. Benson",1
"Huda Nassar","Caitlin Kennedy",1
"Huda Nassar","David F. Gleich",1
"Huda Nassar","Shweta Jain 0003",1
"Hugo Carvalho","Eftim Zdravevski",1
"Hugo Carvalho","Ivan Miguel Pires",1
"Hugo Carvalho","José Morgado",1
"Hugo Carvalho","Nuno M. Garcia",1
"Hugo Galvão","Mounia Lalmas",1
"Hugo Marques","Eftim Zdravevski",1
"Hugo Marques","Hugo Carvalho",1
"Hugo Marques","Ivan Miguel Pires",1
"Hugo Marques","José Morgado",1
"Hugo Marques","Nuno M. Garcia",1
"Hugo Paredes","Benjamim Fonseca",1
"Hui-Ju Hung","Chih-Ya Shen",1
"Hui-Ju Hung","De-Nian Yang",1
"Hui-Ju Hung","Sy-Miin Chow",1
"Hui-Ju Hung","Wang-Chien Lee",1
"Hui-Ju Hung","Zhen Lei",1
"Hui Bill Li","Rami Safadi",1
"Hui Bill Li","Yang Ryan Wang",1
"Hui He","Yu Zheng 0004",1
"Hui Li 0057","Lianyun Li",1
"Hui Li 0057","Qian Yang",1
"Hui Li 0057","Yanghua Xiao",1
"Hui Liu","Dawei Yin",1
"Hui Liu","Jiliang Tang",1
"Hui Lu","Jun Luo 0007",1
"Hui Lu","Zhihong Tian",1
"Hui Wang","Fuzheng Zhang",2
"Hui Wang","Ji-Rong Wen",2
"Hui Wang","Sirui Wang",2
"Hui Wang","Wayne Xin Zhao",1
"Hui Wang","Yutao Zhu",1
"Hui Wang","Zhongyuan Wang",2
"Hui Xiong 0001","Enhong Chen",1
"Hui Xiong 0001","Weifeng Lv",1
"Hui Zhang 0006","Eric A. Wernert",1
"Hui Zhang 0006","Esen Tuna",1
"Huichao Xue","Huichao Xue",2
"Huichao Xue",NA,1
"Huichu Zhang","Chang Liu 0021",1
"Huichu Zhang","Guanjie Zheng",1
"Huichu Zhang","Weinan Zhang 0001",1
"Huichu Zhang","Yong Yu 0001",1
"Huida Jiao","Hayato Yamana",1
"Huida Jiao","Hisanori Fujisawa",1
"Huida Jiao","Koichi Kimura",1
"Huida Jiao","Makoto Nakamura",1
"Huida Jiao","Masafumi Ohtsuka",1
"Huida Jiao","Shun Morisawa",1
"Huifeng Guo","Han Yuan",1
"Huifeng Guo","Mark Coates",2
"Huifeng Guo","Ruiming Tang",2
"Huifeng Guo","Xiuqiang He",1
"Huiji Gao","Ananth Sankar",1
"Huiji Gao","Bee-Chung Chen",1
"Huiji Gao","Bo Long",4
"Huiji Gao","Deepak Agarwal",1
"Huiji Gao","Jun Jia",1
"Huiji Gao","Jun Shi",1
"Huiji Gao","Liang Zhang 0021",1
"Huiji Gao","Mingzhou Zhou",1
"Huiji Gao","Qi Guo",1
"Huiji Gao","Sandeep Kumar Jha",1
"Huiji Gao","Sida Wang",1
"Huiji Gao","Weiwei Guo",1
"Huiji Gao","Xiaowei Liu",1
"Huiji Gao","Zimeng Yang",1
"Huijun Li","Ali Arshad",1
"Huijun Li","Jing Li",1
"Huimin Ren","Jun Luo 0007",1
"Huimin Ren","Menghai Pan",1
"Huimin Ren","Xun Zhou",1
"Huimin Ren","Yanhua Li",1
"Huimin Xu","Man Lan",1
"Huimin Xu","Yuanbin Wu",1
"Huiqiang Mao","Chenliang Li",1
"Huiqiang Mao","Di Chen",1
"Huiqiang Mao","Xiaoqing Wang",1
"Huiqiang Mao","Yanzhi Li",1
"Huiqiang Mao","Yuming Deng",1
"Huiting Hong","Jieping Ye",1
"Huiting Hong","Kung Fu",1
"Huiting Hong","Xiaohu Qie",1
"Huiting Hong","Xiaoqing Yang",1
"Huiting Hong","Yucheng Lin",1
"Huiting Hong","Zang Li",1
"Huiting Hong","Zheng Wang",1
"Huiyu Song","Gail E. Kaiser",1
"Huiyu Song","Shirish Singh",1
"Huizi Yu","Anne J. Gilliland",1
"Huzefa Rangwala","Lijing Wang 0001",1
"Huzefa Rangwala","Yue Ning",2
"Hwanjo Yu","Jiawei Han 0001",1
"Hwanjun Song","Dongmin Park",1
"Hwanjun Song","Hyangsuk Min",1
"Hwanjun Song","Jae-Gil Lee 0001",3
"Hwanjun Song","Minseok Kim",2
"Hwanjun Song","Sundong Kim",1
"Hwanjun Song","Youngeun Nam",1
"Hyangsuk Min","Dongmin Park",1
"Hyangsuk Min","Jae-Gil Lee 0001",1
"Hyangsuk Min","Youngeun Nam",1
"Hyekyoung Park","Kyungsik Han",1
"Hyekyoung Park","Sang-Wook Kim",1
"Hyemi Kim","Il-Chul Moon",1
"Hyemi Kim","Kyungwoo Song",1
"Hyemi Kim","Weonyoung Joo",1
"Hyemi Kim","Yoon-Yeong Kim",1
"Hyeon-Jun Jang","Hyun-Wook Jin",1
"Hyeon-Jun Jang","Yin-Goo Yim",1
"Hyeonsoo Jo","Jihoon Ko",1
"Hyeonsoo Jo","Kijung Shin",1
"Hyeonsoo Jo","Sungsu Lim",1
"Hyojin Bahng","Jaegul Choo",1
"Hyojin Bahng","Kihwan Kim",1
"Hyojin Bahng","Seungmin Jin",1
"Hyojin Bahng","Sungahn Ko",1
"Hyojin Bahng","Yunwon Tae",1
"Hyojung Paik","Albert No",1
"Hyojung Paik","Hojung Nam",1
"Hyojung Paik","Mark Stevenson",1
"Hyojung Paik","Sunyong Yoo",1
"Hyokmin Kwon","Jaeho Han",1
"Hyokmin Kwon","Kyungsik Han",1
"Hyun Woo Kim","Hyunju Chang",1
"HyungSeok Song","Kijung Shin",1
"HyungSeok Song","Yung Yi",1
"Hyunjoo Yang","Meeyoung Cha",1
"Hyunjoo Yang","Sangyoon Park",1
"Hyunwoo Sohn","Kyungjin Park",1
"Hyunwoo Sohn","Min Chi",1
"Iadh Ounis","Craig MacDonald",1
"Ian Anderson 0003","Mounia Lalmas",1
"Ian Anderson 0003","Rishabh Mehrotra",1
"Ian Beaver","Cynthia Freeman",1
"Ian Horrocks","Erik B. Myklebust",1
"Ian Horrocks","Ernesto Jiménez-Ruiz",1
"Ian Oliver","Ian Oliver",2
"Ian Oliver",NA,1
"Ian Stewart","Diyi Yang",1
"Ian Stewart","Jacob Eisenstein",1
"Icaro Alzuru","Andréa M. Matsunaga",1
"Icaro Alzuru","José A. B. Fortes",1
"Icaro Alzuru","Maurício O. Tsugawa",1
"ICWSM","ICWSM",2
"ICWSM",NA,1
"Idan Hasson","Pavel Petrov",1
"Idan Szpektor","Asaf Revach",1
"Idan Szpektor","Avinatan Hassidim",1
"Idan Szpektor","Deborah Cohen",1
"Idan Szpektor","Eran Ofek",1
"Idan Szpektor","Gal Elidan",1
"Idan Szpektor","Michael Fink",1
"Idan Szpektor","Orgad Keller",1
"Idan Szpektor","Sagie Pudinsky",1
"Idan Szpektor","Sayali Kulkarni",1
"Idan Szpektor","Shimi Salant",1
"Idan Szpektor","Yossi Matias",1
"Idir Benouaret","Sihem Amer-Yahia",1
"Ido Guy","Dafna Shahaf",1
"Ido Guy","Kira Radinsky",1
"Ignacio Castro","Guoai Xu",1
"Ignacio Castro","Lei Wu 0012",1
"Ignacio Castro","Yao Guo 0001",1
"Igor Zakhlebin","Emoke-Ágnes Horvát",1
"Ikhlas A. Khan","Sreenivas R. Sukumar",1
"Ilana Golbin","Ali Hadjarian",1
"Ilana Golbin","Anand S. Rao",1
"Ilana Golbin","Daniel Krittman",1
"Ilana Segall","Fredrik Wollsén",1
"Ilana Segall","Martin Lopatka",1
"Ildar Baimuratov","Ahmet Soylu",1
"Ildar Baimuratov","Evgeny Kharlamov",1
"Iliada Eleftheriou","Julien-Etienne Mascolo",1
"Ilias Leontiadis","Gianluca Stringhini",1
"Ilias Leontiadis","Michael Sirivianos",1
"Ilija Kocev","Barbara Korousic-Seljak",1
"Ilija Kocev","Gorjan Popovski",1
"Ilija Kocev","Sasho Gramatikov",1
"Ilija Kocev","Tome Eftimov",1
"Ilja Behnke","Lauritz Thamsen",1
"Ilya Amburg","Austin R. Benson",1
"Ilya Amburg","Nate Veldt",1
