"from","to","weight"
"Abdulaziz Alajaji","Kavin Chandrasekaran",1
"Abdullah Alfarrarjeh","Aditi Deepak",1
"Abdullah Alfarrarjeh","Cyrus Shahabi",1
"Abdullah Alfarrarjeh","Seon Ho Kim",1
"Abdullah Almoqbil","Brenda Alejandre",1
"Abdullah Almoqbil","Brian O'Connor",1
"Abdullah Almoqbil","Jibril Shittu",1
"Abdullah Almoqbil","Patrick McLeod",1
"Abdullah Almoqbil","Rich Anderson",1
"Abdullah Almoqbil","Shailesh Kulkarni",1
"Abdullateef Ibrahim Almudaifer","Sibo Yan",1
"Abdullateef Ibrahim Almudaifer","Yang Zhou",1
"Abdullateef Ibrahim Almudaifer","Zhe Jiang 0001",1
"Abe Ittycheriah","Cong Yu 0001",1
"Abeer El-Bahrawy","Joss Wright",1
"Abeer El-Bahrawy","Mark Graham",1
"Abeer El-Bahrawy","Martin Dittus",1
"Abhijnan Chakraborty","Kripabandhu Ghosh",1
"Abhijnan Chakraborty","Saptarshi Ghosh 0001",1
"Abhilash Dorle","Fangyu Li",1
"Abhilash Dorle","Sheng Li 0001",1
"Abhilash Dorle","Wenzhan Song",1
"Abhinav Jain","Hima Patel",1
"Abhinav Jain","Lokesh Nagalapatti",1
"Abhinav Jain","Nitin Gupta",1
"Abhinav Jain","Ruhi Sharma Mittal",1
"Abhinav Jain","Sameep Mehta",1
"Abhinav Jain","Shanmukha C. Guttula",1
"Abhinav Jain","Shashank Mujumdar",1
"Abhinav Jain","Shazia Afzal",1
"Abhinav Jain","Vitobha Munigala",1
"Abhinav Mathur","Kannan Achan",1
"Abhinav Rai","Ashish Gupta",1
"Abhinav Rai","Chandrakant Bharti",1
"Abhinav Rai","Gursirat Singh Sodhi",1
"Abhinav Rai","Himanshu Rai",1
"Abhinav Rai","Nitinbalaji Singh",1
"Abhisek Dash","Abhijnan Chakraborty",1
"Abhisek Dash","Kripabandhu Ghosh",1
"Abhisek Dash","Saptarshi Ghosh 0001",1
"Abhishek Nadgeri","Jens Lehmann 0001",1
"Abhishek Nadgeri","Johannes Hoffart",1
"Abhisht Tiwari","Mayank Singh 0001",1
"Abigail Paradise","Rami Puzis",1
"Abir Farouzi","Carlos Ordonez 0001",1
"Abir Farouzi","Gopal Pandurangan",1
"Abir Farouzi","Ladjel Bellatreche",1
"Abir Farouzi","Mimoun Malki",1
"Abraham Miller","Arthur Liu",1
"Abraham Miller","Kyle Coburn",1
"Abraham Miller","Luis J. Salazar",1
"Abrar Rahman","Fuad Rahman",1
"Abrar Rahman","John Kriak",1
"Abrar Rahman","Rick Meyer",1
"Abrar Rahman","Sidney Goldblatt",1
"Achim Basermann","Achim Streit",1
"Achir Kalra","Cristian Borcea",1
"Achir Kalra","Yi Chen 0001",1
"Adam Barker","Sheriffo Ceesay",1
"Adam Breuer","Roee Eilat",1
"Adam Breuer","Udi Weinsberg",1
"Adam Fourney","Eric Horvitz",1
"Adam Henderson","Huan Liu 0001",1
"Adam Henderson","Liangjie Hong",1
"Adam Jatowt","Sora Lim",1
"Adamma Morrison","Kelsey A. Shaffer",1
"Adamma Morrison","Lila Zapata",1
"Adarsh Kumar 0001","Vibhor Goel",1
"Adarsh Kumar 0001","Yingyu Liang",1
"Addi Thakur Malviya","Angela Laurio",1
"Addi Thakur Malviya","Brian C. Sauer",1
"Addi Thakur Malviya","Frank Drews",1
"Addi Thakur Malviya","Jeanie M. Scott",1
"Addi Thakur Malviya","Jonathan R. Nebeker",1
"Addi Thakur Malviya","Merry Ward",1
"Addi Thakur Malviya","P. Teja Kuruganti",1
"Adiel Statman","Dan Feldman",1
"Adina Crainiceanu","Don Needham",1
"Adir Solomon","Amit Magen",1
"Adir Solomon","Bracha Shapira",1
"Adir Solomon","Lior Rokach",1
"Adir Solomon","Mor Kertis",1
"Adir Solomon","Simo Hanouna",1
"Adit Krishnan","Hari Sundaram",1
"Adithya Kumar","Anand Sivasubramaniam",1
"Adithya Kumar","Iyswarya Narayanan",1
"Adithya Kumar","Timothy Zhu",1
"Aditi Deepak","Cyrus Shahabi",1
"Aditi Deepak","Seon Ho Kim",1
"Aditi Roy","Arnav V. Malawade",1
"Aditi Roy","Mohammad Abdullah Al Faruque",1
"Aditi Roy","Shih-Yuan Yu",1
"Aditya Joshi","Cécile Paris",1
"Aditya Joshi","Guandong Xu",1
"Aditya Joshi","Shaowu Liu",1
"Aditya Mantha","Anirudha Sundaresan",1
"Aditya Mantha","Gaoyang Wang",1
"Aditya Mantha","Kannan Achan",1
"Aditya Mantha","Praveenkumar Kanumala",1
"Aditya Mantha","Shashank Kedia",1
"Aditya Mantha","Shubham Gupta",1
"Aditya Mantha","Stephen Guo",1
"Aditya Mantha","Yokila Arora",1
"Aditya Pal","Andrew Zhai",1
"Aditya Pal","Bo Zhao",1
"Aditya Pal","Chantat Eksombatchai",1
"Aditya Pal","Charles Rosenberg",2
"Aditya Pal","Jiawei Han 0001",1
"Aditya Pal","Jure Leskovec",2
"Aditya Pal","Nikil Pancha",1
"Aditya Pal","Yitong Zhou",1
"Adrian Albert","Rose Yu",1
"Adriano Fazzone","Chris Schwiegelshohn",1
"Adriano Fazzone","Cristina Menghini",1
"Adriano Lange","Eduardo Cunha de Almeida",1
"Adriano Lange","Marcos Sfair Sunye",1
"Adriano Lange","Tiago Rodrigo Kepe",1
"Adrien Bibal","Benoît Frénay",1
"Adrien Bibal","José Oramas",1
"Adrien Bibal","Luis Galárraga",1
"Adrien Bibal","Tassadit Bouadi",1
"Advithi Nair","Alka Simon",1
"Advithi Nair","Dinkar Sitaram",1
"Advithi Nair","Subramaniam Kalambur",1
"Aekyeung Moon","Jialing Zhang",1
"Aekyeung Moon","Jiuk Jung",1
"Aekyeung Moon","Seung Woo Son 0001",2
"Aekyeung Moon","Xiaoyan Zhuo",1
"Aekyeung Moon","Yun Jeong Song",2
"Ahmad Muaz Qamar","Akhlaq Ahmad",1
"Ahmad Muaz Qamar","Mohd. Adib Omar",1
"Ahmad Muaz Qamar","Muhammad Rashid",1
"Ahmad Sakor","Anery Patel",1
"Ahmad Sakor","Kuldeep Singh",1
"Ahmad Sakor","Maria-Esther Vidal",1
"Ahmed Alhussen","Engin Arslan",1
"Ahmed Hassan Awadallah","Bogdan Popp",1
"Ahmed Hassan Awadallah","Farheen Omar",1
"Ahmed Hassan Awadallah","Farnaz Jahanbakhsh",1
"Ahmed Hassan Awadallah","Nachiappan Nagappan",1
"Ahmed Hassan Awadallah","Robert Rounthwaite",1
"Ahmed Hassan Awadallah","Susan T. Dumais",1
"Ahmed Lasisi","Jonathan Regehr",1
"Ahmet Soylu","Evgeny Kharlamov",1
"Ahmet Uyar","Damitha Lenadora",1
"Ahmet Uyar","Geoffrey C. Fox",1
"Ahmet Uyar","Hasara Maithree",1
"Ahnaf Farhan","Mahmud Shahriar Hossain",1
"Aida Omani","Allan Hanbury",1
"Aida Omani","Farid Karimipour",1
"Aidan Hogan","Jorge Pérez 0001",1
"Aidan Murphy","Elke A. Rundensteiner",1
"Aidan Murphy","Emmanuel Agu",1
"Aikaterini Karampasi","George K. Matsopoulos",1
"Aikaterini Karampasi","Georgios N. Dimitrakopoulos",1
"Aikaterini Karampasi","Ioannis Kakkos",1
"Aikaterini Karampasi","Ioannis Zorzos",1
"Aikaterini Karampasi","Kostakis Gkiatis",1
"Aikaterini Karampasi","Panteleimon Asvestas",1
"Aikaterini Karampasi","Stavros Theofanis Miloulis",1
"Ailing Yang","Fang Wang",1
"Ailing Yang","Geng Sun",1
"Ailing Yang","Huaming Chen",1
"Ailing Yang","Jiaqi Li",1
"Ailing Yang","Jun Shen 0001",1
"Ailing Yang","Yunzhou Xie",1
"Aisha Naseer","Beatriz San Miguel González",1
"Aisha Naseer","Daniele Regoli",1
"Aiswarya Sriram","Advithi Nair",1
"Aiswarya Sriram","Alka Simon",1
"Aiswarya Sriram","Dinkar Sitaram",1
"Aiswarya Sriram","Subramaniam Kalambur",1
"Ajay Kr. Gupta","Ajay Kr. Gupta",2
"Ajay Kr. Gupta",NA,1
"Ajinkya Kale","Vipin Kumar",1
"Akansha Bhardwaj","Carolin Reischauer",1
"Akansha Bhardwaj","Harriet Thöny",1
"Akansha Bhardwaj","Philippe Cudré-Mauroux",1
"Akash Kumar Gautam","Debanjan Mahata",1
"Akash Kumar Gautam","Puneet Mathur",1
"Akash Kumar Gautam","Rajiv Ratn Shah",1
"Akash Kumar Gautam","Rakesh Gosangi",1
"Akash Kumar Gautam","Ramit Sawhney",1
"Akash Rupela","Balaji Krishnamurthy",1
"Akash Rupela","Piyush Gupta",1
"Akbar Siami Namin","David R. W. Sears",1
"Akbar Siami Namin","Keith S. Jones",3
"Akhil Sai Peddireddy","Brian Klahn",1
"Akhil Sai Peddireddy","Dawen Xie",1
"Akhil Sai Peddireddy","Dustin Machi",1
"Akhil Sai Peddireddy","Erin Raymond",1
"Akhil Sai Peddireddy","Madhav Marathe",1
"Akhil Sai Peddireddy","Mandy L. Wilson",1
"Akhil Sai Peddireddy","Parantapa Bhattacharya",1
"Akhil Sai Peddireddy","Pramod Patil",1
"Akhil Sai Peddireddy","Przemyslaw Porebski",1
"Akhil Sai Peddireddy","Shirish Dumbre",1
"Akhil Sai Peddireddy","Srinivasan Venkatramanan",1
"Akihiro Fujita","Daiju Nakano",1
"Akihiro Fujita","Hiroki Toda",1
"Akihiro Fujita","Katsuhiko Hino",1
"Akihiro Fujita","Kentaro Yano",1
"Akihiro Fujita","Shuichi Hirose",1
"Akihiro Fujita","Yasumitsu Orii",1
"Akihiro Fujita","Yuta Tsuchiya",1
"Akiko Aizawa","Bela Gipp",1
"Akiomi Nishida","Sumio Fujita",1
"Akiomi Nishida","Takehiro Yamamoto",1
"Akiomi Nishida","Tomohiro Manabe",1
"Akira Naruse","Rio Yokota",1
"Ala Eddine Ayadi","Estelle Afshar",1
"Ala Eddine Ayadi","Matthew S. Hagen",1
"Alaa Aljiffry","Alexey Tumanov",1
"Alaa Aljiffry","Jimeng Sun",1
"Alaa Maalouf","Adiel Statman",1
"Alaa Maalouf","Dan Feldman",1
"Alan B. Cannaday","A. J. Maltenfort",1
"Alan B. Cannaday","Curt H. Davis",1
"Alan Li","Juan Torres-Perez",1
"Alan Li","Soroosh Sorooshian",1
"Alan Li","Ved Chirayath",1
"Alan Sabirsh","Andreas Hellander",1
"Alan Sabirsh","Ola Spjuth",1
"Alan Sabirsh","Salman Toor",1
"Alan Sun","Harry Xiao",1
"Alane M. de Lima","André Luís Vignatti",1
"Alane M. de Lima","Murilo V. G. da Silva",1
"Albert Bifet","Emanuele Della Valle",1
"Albert Bifet","Giyyarpuram Madhusudan",1
"Albert Bifet","Haytham Elghazel",1
"Albert Bifet","João Gama 0001",1
"Aldo G. Carranza","Anup Rao 0002",1
"Aldo G. Carranza","Eunyee Koh",1
"Aldo G. Carranza","Ryan A. Rossi",1
"Aldo Lipani","Allan Hanbury",1
"Aldo Lipani","Markus Zlabinger",1
"Alec Austin","Ryan Benton",1
"Alec C. Gerry","Eamonn J. Keogh",1
"Alec C. Gerry","Leslie Hickle",1
"Alejandro E. González","Emmanuel Arzuaga",1
"Aleksandar Bojchevski","Amol Kapoor",1
"Aleksandar Bojchevski","Benedek Rózemberczki",1
"Aleksandar Bojchevski","Bryan Perozzi",1
"Aleksandar Bojchevski","Johannes Klicpera",1
"Aleksandar Bojchevski","Martin Blais",1
"Aleksandar Bojchevski","Michal Lukasik",1
"Aleksandar Bojchevski","Stephan Günnemann",1
"Aleksandar Jevremovic","Marko Krstic",1
"Aleksandr Artemenkov","Maxim Panov",1
"Alessandro Castelnovo","Aisha Naseer",1
"Alessandro Castelnovo","Beatriz San Miguel González",1
"Alessandro Castelnovo","Daniele Regoli",1
"Alessandro Castelnovo","Giulia Del Gamba",1
"Alessandro Castelnovo","Greta Greco",1
"Alessandro Castelnovo","Riccardo Crupi",1
"Alessandro Checco","Djellel Eddine Difallah",1
"Alessandro Checco","Gianluca Demartini",1
"Alessandro Checco","Shazia Wasim Sadiq",1
"Alessandro Cossard","Daniela Paolotti",1
"Alessandro Cossard","Gianmarco De Francisci Morales",1
"Alessandro Cossard","Kyriaki Kalimeri",1
"Alessandro Cossard","Michele Starnini",1
"Alessandro Cossard","Yelena Mejova",1
"Alessandro de Masi","Alessandro de Masi",2
"Alessandro de Masi",NA,1
"Alessandro Flammini","Filippo Menczer",1
"Alessandro Vespignani","Alessandro Vespignani",2
"Alessandro Vespignani",NA,1
"Alessio Bernardo","Albert Bifet",1
"Alessio Bernardo","Bernhard Pfahringer",1
"Alessio Bernardo","Emanuele Della Valle",1
"Alessio Bernardo","Heitor Murilo Gomes",1
"Alessio Bernardo","Jacob Montiel",1
"Aleszu Bajak","David A. Smith",1
"Alex Fabrikant","Andrew Tomkins",1
"Alex Fabrikant","Fangzhou Xu",1
"Alex Issa","Ayush Srivastava",1
"Alex Issa","Isabelle Rogers",1
"Alex Issa","Jake Nimergood",1
"Alex Issa","K. Suzanne Barber",1
"Alex Issa","Vinay Shah",1
"Alex Kaplunovich","Yelena Yesha",1
"Alex Salamun","Praveen Madiraju",1
"Alex Salamun","Stephanie Duque",1
"Alex Sim","Kesheng Wu",1
"Alex Soares","Nitin Jindal",1
"Alex Soares","Pei Cao",1
"Alexa Spence","Gavin Smith",1
"Alexander Acker","Odej Kao",1
"Alexander Artikis","Georgios Paliouras",1
"Alexander Artikis","Manolis Pitsikalis",1
"Alexander Braylan","Matthew Lease",1
"Alexander C. Nwala","C. Lee Giles",1
"Alexander C. Nwala","Gavindya Jayawardena",1
"Alexander C. Nwala","Jian Wu 0006",1
"Alexander C. Nwala","Michael L. Nelson",1
"Alexander C. Nwala","Sampath Jayarathna",1
"Alexander Egiazarov","Fabio Massimo Zennaro",1
"Alexander Egiazarov","Vasileios Mavroeidis",1
"Alexander Ermakov","Elizabeth M. Belding",1
"Alexander Ermakov","Michael Nekrasov",1
"Alexander Ermakov","Vivek Adarsh",1
"Alexander Geiger","Alfredo Cuesta-Infante",1
"Alexander Geiger","Dongyu Liu",1
"Alexander Geiger","Kalyan Veeramachaneni",1
"Alexander Geiger","Sarah Alnegheimish",1
"Alexander Herzog","Ilya Safro",1
"Alexander Herzog","Justin Sybrandt",1
"Alexander Immer","Matthias Grossglauser",1
"Alexander Immer","Patrick Thiran",1
"Alexander Immer","Victor Kristof",1
"Alexander J. M. Kell","A. Stephen McGough",1
"Alexander J. M. Kell","Matthew Forshaw",1
"Alexander Nus","Arnon Dagan",1
"Alexander Nus","Dafna Shahaf",1
"Alexander Nus","Ido Guy",1
"Alexander Pinard","Allison H. Baker",1
"Alexander Pinard","Dorit M. Hammerling",1
"Alexander Pons","Kang K. Yen",1
"Alexander Rodriguez","Andrés D. González",1
"Alexander Rodriguez","Anil Vullikanti",1
"Alexander Rodriguez","B. Aditya Prakash",1
"Alexander Rodriguez","Bijaya Adhikari",1
"Alexander Rodriguez","Charles D. Nicholson",1
"Alexander Sjösten","Antonio Pastor",1
"Alexander Sjösten","Benjamin Livshits",1
"Alexander Sjösten","Panagiotis Papadopoulos",1
"Alexander Sjösten","Peter Snyder",1
"Alexander Spangher","Adam Fourney",1
"Alexander Spangher","Besmira Nushi",1
"Alexander Spangher","Eric Horvitz",1
"Alexander Spangher","Gireeja Ranade",1
"Alexander Suleykin","Peter Panfilov",1
"Alexander Tong 0001","Guy Wolf",1
"Alexander Tong 0001","Smita Krishnaswamy",1
"Alexander Warnecke","Burkhardt Funk",1
"Alexander Warnecke","Jens Heger",1
"Alexander Warnecke","Nicolas Meier",1
"Alexander Warnecke","Paul Drews",1
"Alexandra Olteanu","Emre Kiciman",1
"Alexandre Maros","Fabrício Benevenuto",1
"Alexandre Maros","Jussara M. Almeida",1
"Alexandre Maros","Marisa Vasconcelos",1
"Alexandre Michetti Manduca","Andrew McCallum",1
"Alexandre Michetti Manduca","Christos Faloutsos",1
"Alexandre Michetti Manduca","Fan Xiao",1
"Alexandre Michetti Manduca","Giannis Karamanolakis",1
"Alexandre Michetti Manduca","Haw-Shiuan Chang",1
"Alexandre Michetti Manduca","Jay Ren",1
"Alexandre Michetti Manduca","Jiawei Han 0001",1
"Alexandre Michetti Manduca","Surender Pal Singh",1
"Alexandre Michetti Manduca","Yaqing Wang",1
"Alexandre Michetti Manduca","Yuning Mao",1
"Alexandros Mittos","Emiliano De Cristofaro",1
"Alexandros Mittos","Jeremy Blackburn",1
"Alexandros Mittos","Savvas Zannettou",1
"Alexandru Mara","Jefrey Lijffijt",1
"Alexandru Mara","Tijl De Bie",1
"Alexandru Mara","Yoosof Mashayekhi",1
"Alexandru Mosoi","Bryan Perozzi",1
"Alexandru Mosoi","Sam Ruth",1
"Alexei Kopylov","Boxin Du",1
"Alexei Kopylov","Dawei Zhou",1
"Alexei Kopylov","Hanghang Tong",1
"Alexei Kopylov","Jiejun Xu",2
"Alexei Kopylov","Jingrui He",1
"Alexei Kopylov","Jun Wu",1
"Alexei Kopylov","Kang-Yu Ni",1
"Alexei Kopylov","Lihui Liu",1
"Alexei Kopylov","Shane Roach",1
"Alexei Kopylov","Si Zhang",1
"Alexei Kopylov","Tsai-Ching Lu",2
"Alexei Kopylov","Yuchen Yan",1
"Alexey Drutsa","Anastasia A. Bezzubtseva",1
"Alexey Drutsa","Vladimir Kukushkin",1
"Alexis Hill","Richard Marciano",1
"Alfredo Cuesta-Infante","Kalyan Veeramachaneni",1
"Alfredo Cuzzocrea","Jianwu Wang",1
"Alfredo Montelongo","João Luiz Becker",1
"Ali Arab","Martin Ester",1
"Ali Arab","Zahra Zohrevand",1
"Ali Assi 0002","Mohamed Elati",1
"Ali Assi 0002","Wajdi Dhifli",1
"Ali Ghrayeb","Haitham Abu-Rub",1
"Ali Ghrayeb","Mahdi Houchati",1
"Ali Ghrayeb","Shady S. Refaat",1
"Ali Hadjarian","Daniel Krittman",1
"Ali K. Abed","Rami Qahwaji",1
"Ali Mert Ertugrul","Meiqi Guo",1
"Ali Mert Ertugrul","Wen-Ting Chung",1
"Ali Vardasbi","Harrie Oosterhuis",1
"Ali Vardasbi","Maarten de Rijke",1
"Alice Wang","Benjamin A. Carterette",1
"Alice Wang","Praveen Chandar",1
"Alice Wang","Zahra Nazari",1
"Alicia L. Nobles","Eric C. Leas",1
"Alicia L. Nobles","John W. Ayers",1
"Alicia L. Nobles","Mark Dredze",1
"Alicia M. Sheill","Catherine Foley",1
"Alicia M. Sheill","Dean Rehberger",1
"Alicia M. Sheill","Duncan Tarr",1
"Alicia M. Sheill","Seila Gonzalez Estrecha",1
"Alina Campan","Alyssa Appelman",1
"Alina Campan","Celine Wardrop",1
"Alina Campan","Shawn Huesman",1
"Alina Campan","Traian Marius Truta",1
"Alind Khare","Alaa Aljiffry",1
"Alind Khare","Alexey Tumanov",1
"Alind Khare","Jimeng Sun",1
"Alind Khare","Kevin O. Maher",1
"Alind Khare","Satria Priambada",1
"Aline Paes","Elton H. Matsushima",1
"Alireza Abdoli","Alec C. Gerry",1
"Alireza Abdoli","Amy C. Murillo",1
"Alireza Abdoli","Eamonn J. Keogh",1
"Alireza Abdoli","Leslie Hickle",1
"Alireza Abdoli","Sara Alaee",1
"Alireza Abdoli","Shima Imani",1
"Alissa Ostapenko","Bryer C. Sousa",1
"Alissa Ostapenko","Christopher J. Massar",1
"Alissa Ostapenko","Danielle L. Cote",1
"Alissa Ostapenko","Jack Grubbs",1
"Alissa Ostapenko","Rodica Neamtu",1
"Alka Simon","Dinkar Sitaram",1
"Alka Simon","Subramaniam Kalambur",1
"Alkis Simitsis","Arnau Montagud",1
"Alkis Simitsis","Edwin Yaqub",1
"Alkis Simitsis","Fabian Temme",1
"Alkis Simitsis","George Stamatakis 0002",1
"Alkis Simitsis","Holger Arndt",1
"Alkis Simitsis","Mate Torok",1
"Alkis Simitsis","Miguel Ponce de Leon",1
"Alkis Simitsis","Stefan Burkard",1
"Allan Hanbury","Farid Karimipour",1
"Allan Heydon","Chun-Ta Lu",1
"Allan Heydon","George Yu",1
"Allan Heydon","Philip Pham",1
"Allison R. Warren","Jacob Eleazer",1
"Allison R. Warren","Kirsha Gordon",1
"Allison R. Warren","Qing Zeng-Treitler",1
"Allison Rozet","Chuan Lei",1
"Allison Rozet","Elke A. Rundensteiner",1
"Allison Rozet","Olga Poppe",1
"Alok Dand","Saideep Nannapaneni",1
"Alok N. Choudhary","Wei-keng Liao",1
"Alok Tripathy","Oded Green",1
"Alon Y. Halevy","Alon Y. Halevy",2
"Alon Y. Halevy","Lyle Ungar",1
"Alon Y. Halevy",NA,1
"Altigran Soares da Silva","André Carvalho",1
"Altigran Soares da Silva","André Martin",1
"Altigran Soares da Silva","Christof Fetzer",1
"Altigran Soares da Silva","Ignacio Blanquer",1
"Aluna Wang","Christos Faloutsos",1
"Aluna Wang","Leman Akoglu",1
"Aluna Wang","Pierre Jinghong Liang",1
"Aluna Wang","Vincent S. Tseng",1
"Alvin Alaphat","Meng Jiang",1
"Alvin Oliver Glova","Tao Yang 0009",1
"Alvin Oliver Glova","Tim Sherwood",1
"Alvin Oliver Glova","Yifan Qiao",1
"Alvis Logins","Panagiotis Karras",2
"Alvis Logins","Yuchen Li 0001",1
"Alycia N. Carey","Justin Zhan",1
"Amal Tawakuli","Daniel Kaiser 0001",1
"Amal Tawakuli","Thomas Engel 0001",1
"Aman Dalmia","Ankit Chaurasia",1
"Aman Dalmia","Balasaheb Dhame",1
"Aman Dalmia","Dhruvin Vora",1
"Aman Dalmia","Jerome White",1
"Aman Dalmia","Raghu Dharmaraju",1
"Aman Dalmia","Rahul Panicker",1
"Aman Dalmia","Rajesh Jain",1
"Aman Dalmia","Vishal Agarwal",1
"Aman Gupta","Ananth Sankar",1
"Aman Gupta","Bharat Jain",1
"Aman Gupta","Di Wen",1
"Aman Gupta","Dylan Wang",1
"Aman Gupta","Liang Zhang 0021",1
"Aman Gupta","Nikita Gupta",1
"Aman Gupta","Sirjan Kafle",1
"Aman Gupta","Suhit Sinha",1
"Aman Gupta","Sumit Srivastava",1
"Amanpreet Singh","Vedanuj Goswami",1
"Amanuel Alambo","Brandy Foster",1
"Amanuel Alambo","Cori Lohstroh",1
"Amanuel Alambo","Erik Madaus",1
"Amanuel Alambo","Krishnaprasad Thirunarayan",1
"Amanuel Alambo","Michael L. Raymer",1
"Amanuel Alambo","Swati Padhee",1
"Amanuel Alambo","Tanvi Banerjee",1
"Amar G. Chittiboyina","Charles R. Yates",1
"Amar G. Chittiboyina","Ikhlas A. Khan",1
"Amar G. Chittiboyina","Pankaj Pandey",1
"Amar G. Chittiboyina","Sreenivas R. Sukumar",1
"Amar Viswanathan Kannan","Aditi Roy",1
"Amar Viswanathan Kannan","Arnav V. Malawade",1
"Amar Viswanathan Kannan","Arquimedes Canedo",1
"Amar Viswanathan Kannan","Dmitriy Fradkin",1
"Amar Viswanathan Kannan","Ioannis Akrotirianakis",1
"Amar Viswanathan Kannan","Mohammad Abdullah Al Faruque",1
"Amar Viswanathan Kannan","Shih-Yuan Yu",1
"Amar Viswanathan Kannan","Tugba Kulahcioglu",1
"Amarda Shehu","Yanfang Ye",1
"Ameema Zainab","Ali Ghrayeb",1
"Ameema Zainab","Haitham Abu-Rub",1
"Ameema Zainab","Mahdi Houchati",1
"Ameema Zainab","Shady S. Refaat",1
"Amel Awadelkarim","Johan Ugander",1
"Amelia White","Chris Jenness",1
"Amelia White","Jason Kaufman",1
"Amelia White","Justin Moynihan",1
"Amelia White","Melinda Han Williams",1
"Amelia White","Patrick McCarthy",1
"Amelia White","Roger Cost",1
"Amelia White","Wickus Martin",1
"Amey Pandit","Rekha Singhal",1
"Ameya Vaidya","Feng Mai",1
"Ameya Vaidya","Yue Ning",1
"Amila Silva","Christopher Leckie",1
"Amila Silva","Ling Luo",1
"Amila Silva","Shanika Karunasekera",1
"Amin Javari","Jeetu Raj",1
"Amin Javari","Jiliang Tang",1
"Amin Javari","Kevin Chen-Chuan Chang",2
"Amin Javari","Pouya Esmailian",1
"Amin Javari","Tyler Derr",1
"Amin Javari","Zhankui He",1
"Amin Javari","Zijie Huang",1
"Amir Abolfazli","Eirini Ntoutsi",1
"Amir Atapour Abarghouei","A. Stephen McGough",1
"Amir Atapour Abarghouei","Andrew Stephen McGough",1
"Amir Atapour Abarghouei","Boguslaw Obara",1
"Amir Atapour Abarghouei","David S. Wall",1
"Amir Atapour Abarghouei","Philip T. G. Jackson",1
"Amir Gholami","Kurt Keutzer",1
"Amir Gholami","Michael W. Mahoney",1
"Amir Gilad","Yuval Moskovitch",1
"Amir Krause","Sara Cohen",1
"Amir R. Kashani","Hassan Zargarzadeh",1
"Amir Rahmati","Adam Bates 0001",1
"Amir Rahmati","Samir Ranjan Das",1
"Amit Dhurandhar","Daby Sow",1
"Amit Dhurandhar","Daniel Gruen",1
"Amit Dhurandhar","Kenney Ng",1
"Amit Dhurandhar","Kush R. Varshney",1
"Amit Garg","Bin Yu",1
"Amit Garg","Femi G. Olumofin",1
"Amit Garg","Junlan Lu",1
"Amit Garg","Magdalini Eirinaki",1
"Amit Garg","Nachiket Trivedi",1
"Amit Magen","Bracha Shapira",1
"Amit Magen","Lior Rokach",1
"Amit Magen","Mor Kertis",1
"Amit Magen","Simo Hanouna",1
"Ammar Tahir","Ihsan Ayyub Qazi",1
"Ammar Tahir","Muhammad Tahir Munir",1
"Ammar Tahir","Shaiq Munir Malik",1
"Ammar Tahir","Zafar Ayyub Qazi",1
"Amogh Margoor","Mayur Bhosale",1
"Amol Kapoor","Benedek Rózemberczki",1
