"from","to","weight"
"Christopher J. Prom","Kevin Hamilton",1
"Christopher J. Prom","Mark Sammons",1
"Christopher Lucas 0001","Rik Sarkar",1
"Christopher Polack","Eric Gilbert",1
"Christopher Polack","Irfan A. Essa",1
"Christopher S. Gates","Kevin A. Roundy",1
"Christopher S. Gates","Nicolas Christin",1
"Christos Anagnostopoulos","Nikos Ntarmos",1
"Christos Faloutsos","Jean Bolot",1
"Christos Faloutsos","Wenwu Zhu 0001",1
"Chu-Cheng Hsieh","Kun-Ta Chuang",1
"Chu-Cheng Hsieh","Yu-Chen Shu",1
"Chu-hua Kuei","Christian N. Madu",1
"Chu-hua Kuei","Picheng Lee",1
"Chuan-Ju Wang","Ming-Feng Tsai",1
"Chuan Yu Foo","Akshay Naresh Modi",1
"Chuan Yu Foo","Chiu Yuen Koo",1
"Chuan Yu Foo","Clemens Mewald",1
"Chuan Yu Foo","Jarek Wilkiewicz",1
"Chuan Yu Foo","Levent Koc 0001",1
"Chuan Yu Foo","Lukasz Lew",1
"Chuan Yu Foo","Martin Wicke",1
"Chuan Yu Foo","Martin Zinkevich",1
"Chuan Yu Foo","Mustafa Ispir",1
"Chuan Yu Foo","Neoklis Polyzotis",1
"Chuan Yu Foo","Salem Haykal",1
"Chuan Yu Foo","Steven Euijong Whang",1
"Chuan Yu Foo","Sudip Roy 0002",1
"Chuan Yu Foo","Sukriti Ramesh",1
"Chuan Yu Foo","Vihan Jain",1
"Chuan Yu Foo","Xin Zhang",1
"Chuan Yu Foo","Zakaria Haque",1
"Chuanren Liu","Bin Guo 0001",1
"Chuanren Liu","Eric P. Xing",1
"Chuanren Liu","Hengshu Zhu",1
"Chuanren Liu","Hui Xiong 0001",3
"Chuanren Liu","Jie Zhang 0012",1
"Chuanren Liu","Jieping Ye",1
"Chuanren Liu","Mingfei Teng",1
"Chuanren Liu","Xinjiang Lu",1
"Chuanren Liu","Yanchi Liu",1
"Chuishi Meng","Aidong Zhang",1
"Chuishi Meng","Houping Xiao",1
"Chuishi Meng","Jing Gao",1
"Chuishi Meng","Jing Gao 0004",1
"Chuishi Meng","Lu Su",2
"Chuishi Meng","Qi Li 0012",1
"Chuishi Meng","Qing He",1
"Chuishi Meng","Yu Cui",1
"Chumeng Xu","Hongyu Duan",1
"Chumeng Xu","Sucheta Soundarajan",1
"Chun-Jie Chen","Ai-Jou Chou",1
"Chun-Jie Chen","Chih-Wei Yi",1
"Chun-Jie Chen","Sheng-Yun Huang",1
"Chun-Jie Chen","Wen-Chih Peng",1
"Chun-Jie Chen","Xiaochuan Gou",1
"Chun-Ta Lu","Alex D. Leow",1
"Chun-Ta Lu","Ann B. Ragin",2
"Chun-Ta Lu","Bokai Cao",1
"Chun-Ta Lu","Philip S. Yu",4
"Chun-Ta Lu","Weixiang Shao",1
"Chun-Ta Lu","Yi Chang 0001",1
"Chun-Wei Lin","Bay Vo",1
"Chun Wang","Guodong Long",1
"Chun Wang","Jing Jiang 0002",1
"Chun Wang","Shirui Pan",1
"Chun Wang","Xingquan Zhu",1
"Chung-Yen Lin","D. T. Lee",1
"Chung Hwan Kim","Dongyan Xu",1
"Chung Hwan Kim","Xiangyu Zhang 0001",1
"Chung Hwan Kim","Yonghwi Kwon",1
"Chung Hwan Kim","Yunhui Zheng",1
"Chung Ming Cheung","Arash Saber Tehrani",1
"Chung Ming Cheung","Palash Goyal",1
"Chung Ming Cheung","Viktor K. Prasanna",1
"Chunpai Wang","Jin-Hee Cho",1
"Chunqiu Zeng","Bin Xia 0003",1
"Chunqiu Zeng","Dewei Bao",1
"Chunqiu Zeng","Genady Ya. Grabarnik",1
"Chunqiu Zeng","Jian Xu 0009",1
"Chunqiu Zeng","Jun Wu",1
"Chunqiu Zeng","Larisa Shwartz",1
"Chunqiu Zeng","Li Xue",1
"Chunqiu Zeng","Liang Zhang",1
"Chunqiu Zeng","Tao Li 0001",1
"Chunqiu Zeng","Wentao Wang 0006",1
"Chunqiu Zeng","Wubai Zhou",1
"Chunqiu Zeng","Xiaolong Zhu",1
"Chunqiu Zeng","Zheng Liu 0001",2
"Chuxu Zhang","Lu Yu 0006",1
"Chuxu Zhang","Nitesh V. Chawla",1
"Chuxu Zhang","Xiangliang Zhang 0001",1
"Cinar Kilcioglu","Aadharsh Kannan",1
"Cinar Kilcioglu","Justin M. Rao",1
"Cinar Kilcioglu","R. Preston McAfee",1
"Cinzia Pizzi","Enoch Peserico",1
"Clare Llewellyn","Laura Cram",1
"Clare R. Voss","Heng Ji",1
"Clare R. Voss","Jiawei Han 0001",1
"Clare R. Voss","Tarek F. Abdelzaher",1
"Claudia Plant","Christian Böhm",2
"Claudia Wagner","Fariba Karimi 0001",1
"Claudia Wagner","Jürgen Pfeffer",1
"Claudia Wagner","Markus Strohmaier",1
"Claudia Wagner","Philipp Singer",1
"Claudio Casetti","Federico Angaramo",1
"Claudio Rossi 0003","Claudio Casetti",1
"Claudio Rossi 0003","Federico Angaramo",1
"Claudio Rossi 0003","Francesco Scullino",1
"Claudio Rossi 0003","Harald Skinnemoen",1
"Clayton A. Davis","Alessandro Flammini",1
"Clayton A. Davis","Filippo Menczer",1
"Clayton Mellina","Neil O'Hare",1
"Clayton Mellina","Yi Chang 0001",1
"Clemens Mewald","Akshay Naresh Modi",1
"Clemens Mewald","Cassandra Xia",1
"Clemens Mewald","D. Sculley",1
"Clemens Mewald","David Soergel",1
"Clemens Mewald","Georgios Roumpos",1
"Clemens Mewald","Illia Polosukhin",1
"Clemens Mewald","Jamie Smith",1
"Clemens Mewald","Jarek Wilkiewicz",1
"Clemens Mewald","Jianwei Xie",1
"Clemens Mewald","Martin Wicke",2
"Clemens Mewald","Martin Zinkevich",1
"Clemens Mewald","Neoklis Polyzotis",1
"Clemens Mewald","Philipp Tucker",1
"Clemens Mewald","Steven Euijong Whang",1
"Clemens Mewald","Sudip Roy 0002",1
"Clemens Mewald","Sukriti Ramesh",1
"Clemens Mewald","Xin Zhang",1
"Clemens Mewald","Yuan Tang",1
"Cliff A. Joslyn","Sumit Purohit",1
"Colin Wilkie","Leif Azzopardi",1
"Colleen Heinemann","Daniela Ushizima",1
"Colleen Heinemann","E. Wes Bethel",1
"Colleen Heinemann","Talita Perciano",1
"Cong Yan","Alvin Cheung",1
"Cong Yan","Junwen Yang",1
"Cong Yan","Shan Lu 0001",1
"Conglei Shi","Nan Cao",1
"Conglei Shi","Norbou Buchler",1
"Connor McMahon","Brent J. Hecht",1
"Connor McMahon","Isaac L. Johnson",1
"Connor Song","Apoorva Chauhan",1
"Connor Song","Justin Zhan",1
"Connor Song","Michael Ferra",1
"Connor Song","Shahram Latifi",1
"Connor Song","Theresa Sager",1
"Conrad Bielski","Andrea Gobbi",1
"Conrad Bielski","Azra Alikadic",1
"Conrad Bielski","C. Whitmore",1
"Conrad Bielski","Cesare Furlanello",1
"Conrad Bielski","Claudio Rossi 0003",1
"Conrad Bielski","Gunter Zeug",1
"Conrad Bielski","I. Juga",1
"Conrad Bielski","I. Porras",1
"Conrad Bielski","J. M. Sole",1
"Conrad Bielski","J. Martinez",1
"Conrad Bielski","Juha Pekka Kilpinen",1
"Conrad Bielski","Kaisa Riikka Ylinen",1
"Conrad Bielski","M. Navarro",1
"Conrad Bielski","M. Weirathe",1
"Conrad Bielski","P. Gamez",1
"Conrad Bielski","P. Nurmi",1
"Conrad Bielski","R. Yuste",1
"Conrad Bielski","S. Castro",1
"Conrad Bielski","T. Velin",1
"Conrad Bielski","V. Moreno",1
"Conrad Bielski","V. O'Brien",1
"Conrad M. Albrecht","Hendrik F. Hamann",1
"Conrad M. Albrecht","Marcus Freitag",1
"Conrad M. Albrecht","Siyuan Lu",1
"Conrad M. Albrecht","Theodore G. van Kessel",1
"Corbin Robeck","Christina Viau Haden",1
"Corbin Robeck","Maria Castro",1
"Corbin Robeck","Michael Pires",1
"Corbin Robeck","Trevor Verdonik",1
"Corbin Robeck","Wojciech Z. Misiolek",1
"Corey A. Harper","Darin McBeath",1
"Corey A. Harper","Ron Daniel Jr.",1
"Courtney Napoles","Aasish Pappu",1
"Courtney Napoles","Joel R. Tetreault",1
"Craig A. Stewart","Emily McCallum",1
"Craig A. Stewart","Jon Omer",1
"Craig A. Stewart","Judy Qiu",1
"Craig A. Stewart","Lisa Smith",1
"Craig A. Stewart","Shaojuan Zhu",1
"Craig A. Stewart","Tom Zahniser",1
"Craig Macdonald","Iadh Ounis",2
"Craig S. Wright","Antoaneta Serguieva",1
"Cristian Danescu-Niculescu-Mizil","Dan Jurafsky",2
"Cristian Danescu-Niculescu-Mizil","Jon M. Kleinberg",2
"Cristian Danescu-Niculescu-Mizil","Jure Leskovec",2
"Cristina Civili","Alvaro A. A. Fernandes",1
"Cristina Civili","Edward Abel",1
"Cristina Civili","John A. Keane",1
"Cristina Civili","Leonid Libkin",1
"Cristina Civili","Nikolaos Konstantinou 0001",1
"Cristina Civili","Norman W. Paton",1
"Cui Lin","Bo Song",1
"Cui Lin","Erjia Yan",1
"Cui Lin","Jianliang Gao",1
"Cui Lin","Wei-Shih Yang",1
"Cui Lin","Xiaohua Hu 0001",1
"Cuong Nguyen","Charles Lovering",1
"Cuong Nguyen","Rodica Neamtu",1
"Cuong Xuan Chu","Gerhard Weikum",1
"Cuong Xuan Chu","Niket Tandon",1
"Cynthia Dwork","Cynthia Dwork",2
"Cynthia Dwork",NA,1
"Cyrus Shahabi","Matthias Schubert",1
"D. Paul","Allan N. Zhang",1
"D. Paul","Mark Goh",1
"D. Paul","W. J. Yan",1
"D. Sculley","Cassandra Xia",1
"D. Sculley","David Soergel",1
"D. Sculley","Jamie Smith",1
"D. Sculley","Jianwei Xie",1
"D. Sculley","Martin Wicke",1
"D. Sculley","Philipp Tucker",1
"D. Sculley","Yuan Tang",1
"Dabiah Ahmed Alboaneen","Huaglory Tianfield",1
"Dabiah Ahmed Alboaneen","Yan Zhang 0047",1
"Daejin Choi","Chen-Nee Chuah",1
"Daejin Choi","Jungseock Joo",1
"Daisaku Yokoyama","Junpei Komiyama",1
"Daisaku Yokoyama","Masahiko Itoh",1
"Daisaku Yokoyama","Masaru Kitsuregawa",1
"Daisaku Yokoyama","Masashi Toyoda",2
"Daizong Ding","Jie Tang 0001",1
"Daizong Ding","Mi Zhang 0001",1
"Daizong Ding","Shao-Yuan Li",1
"Daizong Ding","Xiaotie Chen",1
"Daizong Ding","Zhi-Hua Zhou",1
"Damon McCoy","Kirill Levchenko",1
"Damon McCoy","Vern Paxson",1
"Dan Goldwasser","Saurabh Bagchi",1
"Dan Jurafsky","Jure Leskovec",2
"Dan Li 0015","Evangelos Kanoulas",1
"Dan Tasse","Alex Sciuto",1
"Dan Tasse","Jason I. Hong",1
"Dan Tasse","Zichen Liu",1
"Dan Ye","Zhirou Ma",1
"Dana Warmsley","Ingmar Weber",1
"Dana Warmsley","Michael W. Macy",1
"Danai Koutra","Abhilash Dighe",1
"Danai Koutra","Christos Faloutsos",1
"Danai Koutra","Jean Bolot",1
"Danai Koutra","Smriti Bhagat",1
"Danai Koutra","Stratis Ioannidis",1
"Danai Koutra","Udi Weinsberg",1
"Danaja Maldeniya","Arun Varghese",1
"Danaja Maldeniya","Daniel M. Romero",1
"Danaja Maldeniya","Toby E. Stuart",1
"Danhao Ding","Hui Li 0057",1
"Danhao Ding","Nikos Mamoulis",1
"Danhao Ding","Zhipeng Huang 0001",1
"Daniel A. McFarland","Jure Leskovec",1
"Daniel Alabi","Cynthia Rudin",1
"Daniel Alabi","Margo I. Seltzer",1
"Daniel Armstrong","Dylan Soderman",1
"Daniel Armstrong","Michael N. Gubanov",1
"Daniel Cory","Jock D. Mackinlay",1
"Daniel Cory","Michael J. Cafarella",1
"Daniel Crawl","Dylan Uys",1
"Daniel Crawl","Ilkay Altintas",1
"Daniel Crawl","Jiaxin Li",1
"Daniel Golovin","Benjamin Solnik",1
"Daniel Golovin","D. Sculley",1
"Daniel Golovin","Greg Kochanski",1
"Daniel Golovin","John Karro",1
"Daniel Golovin","Subhodeep Moitra",1
"Daniel Keren","Assaf Schuster",1
"Daniel Kluver","Brent J. Hecht",1
"Daniel Kluver","Jacob Thebault-Spieker",1
"Daniel Kluver","Loren G. Terveen",1
"Daniel Miranda","David Goldberg 0001",1
"Daniel Muller","Pratiksha Jain",2
"Daniel Muller","Yiea-Funk Te",3
"Daniel Müller 0004","Stefanie Scherzinger",1
"Daniel N. Hill","Anand Iyer",1
"Daniel N. Hill","Houssam Nassif",1
"Daniel N. Hill","S. V. N. Vishwanathan",1
"Daniel N. Hill","Yi Liu 0033",1
"Daniel Newburger","D. Sculley",1
"Daniel Newburger","Ryan Poplin",1
"Daniel Newburger","Tiantian Zha",1
"Daniel R. Catchpoole","Paul J. Kennedy",1
"Daniel Rajchwald","Edoardo M. Airoldi",1
"Daniel Rajchwald","Natasha Markuzon",1
"Daniel Silva","Yuan Wang",1
"Daniel T. Zhang","Eric M. Schwartz",1
"Daniel T. Zhang","Jacob D. Abernethy",1
"Daniel Xie","Jiejun Xu",1
"Daniel Xie","Tsai-Ching Lu",1
"Daniel Yue Zhang","Dong Wang 0002",2
"Daniel Yue Zhang","Hao Zheng",1
"Daniel Yue Zhang","Qi Li 0016",1
"Daniel Yue Zhang","Xin Mu",1
"Daniel Yue Zhang","Yang Zhang 0031",2
"Daniela Paolotti","Alessandro Vespignani",1
"Daniela Perrotta","Alessandro Vespignani",1
"Daniela Perrotta","Daniela Paolotti",2
"Daniela Perrotta","Michele Tizzoni",2
"Daniela Ushizima","E. Wes Bethel",1
"Danielle Livneh","Ceren Budak",1
"Danielle Livneh","Daniel M. Romero",1
"Danielle Livneh","Lionel Robert 0001",1
"Danny Yuxing Huang","Abhishek Kumar",1
"Danny Yuxing Huang","Alex C. Snoeren",1
"Danny Yuxing Huang","Damon McCoy",1
"Danny Yuxing Huang","Doug Grundman",1
"Danny Yuxing Huang","Elie Bursztein",1
"Danny Yuxing Huang","Kirill Levchenko",1
"Danny Yuxing Huang","Kurt Thomas",1
"Danny Yuxing Huang","Periwinkle Doerfler",1
"Danny Yuxing Huang","Sadia Afroz",1
"Dapeng Dong","John Herbert",1
"Daqing Zhang 0001","Xiaojuan Ma",1
"Daria Stepanova 0001","Ian Horrocks",1
"Daria Stepanova 0001","Peer Kröger",1
"Daria Stepanova 0001","Raffaello Lepratti",1
"Daria Stepanova 0001","Steffen Lamparter",1
"Darin McBeath","Ron Daniel Jr.",1
"Dario García-García","Jiebo Luo",1
"Dario García-García","Jungseock Joo",1
"Dario García-García","Manohar Paluri",1
"Darlan Arruda","Nazim H. Madhavji",2
"Darren Jian","Rui Xu",1
"Darren Jian","Wei Dai",1
"Darren Jian","Ying Liu",1
"Dat Ba Nguyen","Gerhard Weikum",1
"Dat Ba Nguyen","Martin Theobald",1
"Dat Tien Nguyen","Hassan Sajjad",1
"Dat Tien Nguyen","Kamla Al-Mannai",1
"Dat Tien Nguyen","Muhammad Imran 0002",1
"Dat Tien Nguyen","Prasenjit Mitra",1
"Dat Tien Nguyen","Shafiq R. Joty",1
"David Adamson","Elijah Mayfield",1
"David Adamson","Shayne Miel",1
"David Baasch","Aakanksha Singh",1
"David Baasch","Adam Gray",1
"David Baasch","Brittni Ballard",1
"David Baasch","Leigh Plummer",1
"David Baasch","Mayanka Jha",1
"David Baasch","Namrata Walanj",1
"David Baasch","Tricia Glaser",1
"David Baasch","Zeynep Diker",1
"David Carmel","Alex Libov",2
"David Carmel","Ariel Raviv",2
"David Carmel","Idit Keidar",1
"David Carmel","Liane Lewin-Eytan",2
"David Carmel","Yoelle Maarek",2
"David García-Soriano","Francesco Gullo",1
"David García-Soriano","Nicolas Kourtellis",1
"David García-Soriano","Tamir Tassa",1
"David Glesser","Olivier Richard",1
"David Glesser","Yiannis Georgiou",1
"David Goldberg 0001","Andrew Trotman",1
"David Goldberg 0001","Wei Min",1
"David Goldberg 0001","Xiao Wang",1
"David Goldberg 0001","Zongru Wan",1
"David Hahn","Felix Naumann",1
"David Hahn","Marius Walter",1
"David Hallac","Jure Leskovec",2
"David Hallac","Sagar Vare",1
"David Hallac","Stephen P. Boyd",2
"David Hallac","Youngsuk Park",1
"David J. Keffer","Jack J. Dongarra",1
"David K. Becker","David K. Becker",2
"David K. Becker",NA,1
"David Lechevalier","Sanjay Jain 0003",1
"David Maimon","Andrew Fukuda",1
"David Maimon","Olga Babko-Malaya",1
"David Maimon","Rebecca Cathey",1
"David Maimon","Steve Hinton",1
"David Maimon","Taissa Gladkova",1
"David Mandell Freeman","David Mandell Freeman",2
"David Mandell Freeman",NA,1
"David Marn","Kamesh Munagala",1
"David Page","Peggy L. Peissig",1
"David Potere","David Potere",2
"David Potere",NA,1
"David Schoch","JungHwan Yang",1
"David Schoch","Sebastian Stier",1
"David Soergel","Cassandra Xia",1
"David Soergel","Jianwei Xie",1
"David Soergel","Martin Wicke",1
"David Soergel","Philipp Tucker",1
"David Soergel","Yuan Tang",1
"David Stück","Alessandro Epasto",1
"David Stück","Greg Ver Steeg",1
"David Stück","Haraldur Tómas Hallgrímsson",1
"David Stück","Luca Foschini",1
"Davide Balzarotti","Igor Santos",1
"Davis W. Blalock","John V. Guttag",1
"Dawei Yin","Jiliang Tang",1
"Dawei Yin","Mark A. Hasegawa-Johnson",1
"Dawei Yin","Thomas S. Huang",1
"Dawei Yin","Yi Chang 0001",1
"Dawei Zhou","Hanghang Tong",1
"Dawei Zhou","Hasan Davulcu",1
"Dawei Zhou","Jingrui He",1
"Dawei Zhou","Mehmet Yigit Yildirim",1
"Dawei Zhou","Scott Alcorn",1
"Dawei Zhou","Si Zhang",1
"Dazhi Yang","Allan N. Zhang",1
"Dazhi Yang","Jihoon Hong",1
"Dazhi Yang","Wenjing Yan",1
"De-Nian Yang","Hong-Han Shuai",1
"De-Nian Yang","Ming-Syan Chen",1
"De-Nian Yang","Wang-Chien Lee",1
"Debarun Bhattacharjya","Jeffrey O. Kephart",1
"Debarun Bhattacharjya","Jesus Rios",1
"Debarun Bhattacharjya","Ruben Rodriguez Torrado",1
"Debarun Bhattacharjya","Vijil Chenthamarakshan",1
"Debdipto Misra","Dhruv Mathrawala",1
"Debdipto Misra","Kyle Marshall",1
"Debdipto Misra","Shravan Kethireddy",1
"Debjyoti Paul","Feifei Li 0001",1
"Debjyoti Paul","Murali Krishna Teja",1
"Debjyoti Paul","Richie Frost",1
"Debjyoti Paul","Xin Yu",1
"Debmalya Panigrahi","Rina Panigrahy",1
"Deepak B. Hiremath","Sanjay Chaudhary",1
"Deepak Kumar 0006","Ariana Mirian",1
"Deepak Kumar 0006","J. Alex Halderman",1
"Deepak Kumar 0006","Joshua Mason",1
"Deepak Kumar 0006","Michael Bailey",1
"Deepak Kumar 0006","Zakir Durumeric",1
"Deepak Kumar 0006","Zane Ma",1
"Deepak Kumar 0008","Chetan Kumar",1
"Deepak Kumar 0008","Ming Shao",1
"Deepak S. Turaga","Hui Xiong 0001",1
"Deepigha Shree Vittal Babu","Suprio Ray",1
"Defu Lian","Kai Zheng 0001",1
"Defu Lian","Longbing Cao",1
"Defu Lian","Rui Liu",1
"Defu Lian","Xing Xie 0001",1
"Defu Lian","Yong Ge",1
"Dejian Yang","Chaozhuo Li",1
"Dejian Yang","Senzhang Wang",1
"Dejian Yang","Xiaoming Zhang 0001",1
"Dejian Yang","Zhoujun Li",1
"Dejing Dou","Daniel Lowd",1
"Demetrio Condello","Alberto Falzone",2
"Demetrio Condello","Andrea Luciani",2
"Denis Baylor","Akshay Naresh Modi",1
"Denis Baylor","Chiu Yuen Koo",1
"Denis Baylor","Chuan Yu Foo",1
"Denis Baylor","Clemens Mewald",1
"Denis Baylor","Eric Breck",1
"Denis Baylor","Heng-Tze Cheng",1
"Denis Baylor","Jarek Wilkiewicz",1
"Denis Baylor","Levent Koc 0001",1
"Denis Baylor","Lukasz Lew",1
"Denis Baylor","Martin Wicke",1
"Denis Baylor","Martin Zinkevich",1
"Denis Baylor","Mustafa Ispir",1
"Denis Baylor","Neoklis Polyzotis",1
"Denis Baylor","Noah Fiedel",1
"Denis Baylor","Salem Haykal",1
"Denis Baylor","Steven Euijong Whang",1
"Denis Baylor","Sudip Roy 0002",1
"Denis Baylor","Sukriti Ramesh",1
"Denis Baylor","Vihan Jain",1
"Denis Baylor","Xin Zhang",1
"Denis Baylor","Zakaria Haque",1
"Denis Helic","Mark A. Musen",1
"Denis Helic","Markus Strohmaier",1
"Denis Lukovnikov","Asja Fischer",1
"Denis Lukovnikov","Jens Lehmann 0001",1
"Denis Lukovnikov","Sören Auer",1
"Dennis M. M. Schunselaar","Hajo A. Reijers",1
"Dennis M. M. Schunselaar","Henrik Leopold",1
"Dennis Wei","Dmitriy A. Katz-Rogozhnikov",1
"Dennis Wei","Emily Ray",1
"Dennis Wei","Gigi Y. Yuen-Reed",1
"Dennis Wei","Jingwei Yang",1
"Dennis Wei","Kevin N. Tran",1
"Dennis Wei","Moninder Singh",1
"Dennis Wei","Vijay Iyengar",1
"Deovrat Kakde","Arin Chaudhuri",1
"Depeng Jin","Ben Y. Zhao",2
"Derrick C. Spell","Bahador Nooraei",1
"Derrick C. Spell","Daniel Kirsche",1
"Derrick C. Spell","Jae Young Chung",1
"Derrick C. Spell","James C. Gibson",1
"Derrick C. Spell","Ling-Yong Wang",1
"Derrick C. Spell","Richard T. Shomer",1
"Derrick C. Spell","Xiao-Han T. Zeng",1
"Derwin Lawson","Justin Zhan",1
"Derwin Lawson","Shahram Latifi",1
"Derwin Lawson","Stone Li",1
"Derwin Lawson","Tiffany Zhan",1
"Desislava Hristova","Anastasios Noulas",1
"Desislava Hristova","Cecilia Mascolo",1
"Dharmashankar Subramanian","Debarun Bhattacharjya",1
"Dharmashankar Subramanian","Jeffrey O. Kephart",1
"Dharmashankar Subramanian","Jesus Rios",1
"Dharmashankar Subramanian","Ruben Rodriguez Torrado",1
"Dharmashankar Subramanian","Vijil Chenthamarakshan",1
"Dheeraj Kumar","Satish V. Ukkusuri",1
"Dhruv Arya","Ganesh Venkataraman",1
"Dhruv Mathrawala","Shravan Kethireddy",1
"Dhruv Nair","Hendrik F. Hamann",1
"Dhruv Nair","Nigel Hinds",1
"Dhruv Nair","Norma Sosa",1
"Dhruv Nair","Ramachandran Muralidhar",1
"Di Jin","Dan Goldwasser",1
"Di Niu","Kunfeng Lai",1
"Di Niu","Linglong Kong",1
"Di Niu","Yu Xu",1
"Di Wang","Dimitrios Lymberopoulos",1
"Di Wang","Jie Liu 0001",1
"Di Wang","Julian J. McAuley",1
"Di Wang","Justin Rao",1
"Di Wang","Matt Taddy",1
"Di Wang","Matthew Goldman",1
"Di Yao","Chao Zhang 0014",1
"Di Yao","Jian-Hui Huang",1
"Di Yao","Jingping Bi",1
"Diego Furtado Silva","Anthony J. Bagnall",1
"Diego Furtado Silva","Eamonn J. Keogh",1
"Diego Furtado Silva","François Petitjean",1
"Diego Furtado Silva","Germain Forestier",1
"Diego Granziol","Stephen J. Roberts",1
"Diego Marron","Albert Bifet",1
"Diego Marron","Eduard Ayguadé",1
"Diego Marron","Jesse Read",1
"Diego Marron","José R. Herrero",1
"Dietrich Rebholz-Schuhmann","Ratnesh Sahay",1
"Dijana Kosmajac","Vlado Keselj",1
"Dilip Krishnan","D. Sculley",1
"Dilip Krishnan","Daniel Newburger",1
"Dilip Krishnan","Josh Livni",1
"Dilip Krishnan","Ryan Poplin",1
"Dilip Krishnan","Tiantian Zha",1
"Dimitar Dimitrov","Florian Lemmerich",1
"Dimitar Dimitrov","Markus Strohmaier",1
"Dimitar Dimitrov","Philipp Singer",1
"Dimitri Van Landuyt","Ansar Rafique",1
"Dimitri Van Landuyt","Wouter Joosen",1
"Dimitri Vorona","Alfons Kemper",1
"Dimitri Vorona","Thomas Neumann 0001",1
"Dimitri Zarzhitsky","Elliott Skomski",1
"Dimitri Zarzhitsky","Mathew Thomas",1
"Dimitrios Lymberopoulos","Julian J. McAuley",1
"Dimitrios Papaspyros","Giannis Tsapelas",1
"Dimitrios Papaspyros","Spyros Mouzakitis",1
"Dimitrios Rafailidis","Fabio Crestani",1
"Dimitrios Tsoumakos","Nectarios Koziris",1
"Dimitrios Zissis","Dimitrios Papaspyros",1
"Dimitrios Zissis","Evmorfia Biliri",1
"Dimitrios Zissis","Giannis Tsapelas",1
"Dimitrios Zissis","Spyros Mouzakitis",1
"Dimitris Serbos","Evaggelia Pitoura",1
"Dimitris Serbos","Nikos Mamoulis",1
"Dimitris Serbos","Panayiotis Tsaparas",1
"Dimitris Serbos","Shuyao Qi",1
"Dinesh C. Verma","Alan Cullen",1
"Dinesh C. Verma","Geeth de Mel",1
"Dinesh C. Verma","Graham A. Bent",1
"Dingqi Yang","Daqing Zhang 0001",1
"Dingqi Yang","Tianben Wang",1
"Dingqi Yang","Xiao Han 0001",1
"Dingqi Yang","Xiaojuan Ma",1
"Dingwen Tao","Franck Cappello",1
"Dingwen Tao","Sheng Di",1
"Dingwen Tao","Zizhong Chen",1
"Dipti Shankar","Dhabaleswar K. Panda",1
"Divanshu Garg","Cayden Meyer",1
"Divanshu Garg","Reuben Kan",1
"Divyansh Agarwal","Megha Arora",1
"Divyansh Agarwal","Niharika Sachdeva",1
"Divyansh Agarwal","Ponnurangam Kumaraguru",1
"Diyi Yang","Robert E. Kraut",1
"Diyi Yang","Zheng Yao",1
"Dmitriy A. Katz-Rogozhnikov","Gigi Y. Yuen-Reed",1
"Dmitriy A. Katz-Rogozhnikov","Jingwei Yang",1
"Dmitriy A. Katz-Rogozhnikov","Kevin N. Tran",1
"Dmytro Karamshuk","Dongwon Lee 0001",1
"Dmytro Karamshuk","Nishanth Sastry",1
"Dolière Francis Somé","Nataliia Bielova",1
"Dolière Francis Somé","Tamara Rezk",1
"Dominic Seyler","ChengXiang Zhai",1
"Dominic Seyler","Shubhra Kanti Karmaker Santu",1
"Dominik Kowald","Elisabeth Lex",1
"Dominik Kowald","Subhash Chandra Pujari",1
"Dominik Mautz","Christian Böhm",2
"Dominik Mautz","Claudia Plant",2
"Dominik Mautz","Wei Ye 0001",1
"Dominik Slezak","Agnieszka Chadzynska-Krasowska",1
"Dominik Slezak","Joel Holland",1
"Dominik Slezak","Marcin Perkowski",1
"Dominik Slezak","Marcin S. Szczuka",1
"Dominik Slezak","Piotr Synak",1
"Dominik Slezak","Rick Glick",1
"Domitille Couloumb","Ayush Garg 0004",1
"Domitille Couloumb","Charbel El Kaed",1
"Domitille Couloumb","Chris Healey",1
"Domitille Couloumb","Jonathan Healey",1
"Domitille Couloumb","Stuart Sheehan",1
"Don Libes","David Lechevalier",1
"Don Libes","Sanjay Jain 0003",1
"Donald D. Cowan","Bruce MacVicar",1
"Donald D. Cowan","Bryan Smale",1
"Donald D. Cowan","Douglas W. Mulholland",1
"Donald D. Cowan","Fred McGarry",2
"Donald D. Cowan","Kyle Young",1
"Donald D. Cowan","Paulo S. C. Alencar",1
"Donald D. Cowan","Ryan Erb",1
"Donald D. Cowan","Simon Courtenay",1
"Donald D. Cowan","Stephen Murphy",1
"Donatella Firmani","Caterina Mordente",1
"Donatella Firmani","Maurizio Patrignani",1
"Donatella Firmani","Riccardo Torlone",1
"Dong An","Liangcai Gao",1
"Dong An","Runtao Liu",1
"Dong An","Zhi Tang",1
"Dong An","Zhuoren Jiang",1
"Dong Chen 0010","David E. Irwin 0001",1
"Dong Hyun Kim","Hwanjo Yu",1
"Dong Hyun Kim","Jinoh Oh",1
"Dong Wang 0002","Hao Zheng",1
"Dong Wang 0002","Qi Li 0016",1
"Dong Wang 0002","Xin Mu",1
"Dong Wang 0002","Yang Zhang 0031",2
"Dong Woo Kim","Garnet J. Vaz",1
"Dong Yu","Holakou Rahmanian",1
"Dong Yu","Yi Zhang",1
"Dong Yuan","Chunyan Miao",1
