"from","to","weight"
"Blaise Agüera y Arcas","Blaise Agüera y Arcas",2
"Blaise Agüera y Arcas",NA,1
"Bo-Wen Zhang","Fang Zhou",1
"Bo-Wen Zhang","Hai-Xia Man",1
"Bo-Wen Zhang","Xu-Cheng Yin",1
"Bo Beth Sun","Aleksandr Fritz",1
"Bo Beth Sun","Anthony F. Breitzman",1
"Bo Beth Sun","Brendan Armstrong",1
"Bo Beth Sun","Brennan Ringel",1
"Bo Beth Sun","Eric Zielonka",1
"Bo Beth Sun","Jason Snouffer",1
"Bo Beth Sun","Jean Kirschner",1
"Bo Beth Sun","Kimberly Davis",1
"Bo Beth Sun","Matthew Schofield",1
"Bo Beth Sun","Shen-Shyang Ho",1
"Bo Chen","Cuiping Li",1
"Bo Chen","Fengmei Jin",1
"Bo Chen","Guojie Song",1
"Bo Chen","Hong Chen 0001",1
"Bo Chen","Xianming Wang",1
"Bo Chen","Yutao Zhang",1
"Bo Dong","Bhavani M. Thuraisingham",1
"Bo Dong","Latifur Khan",1
"Bo Dong","Md Shihabul Islam",1
"Bo Dong","Swarup Chandra",1
"Bo Hu","Cagri Ozcaglar",1
"Bo Hu","Krishnaram Kenthapadi",1
"Bo Hu","Qi Guo",1
"Bo Hu","Sahin Cem Geyik",1
"Bo Hu","Xianren Wu",1
"Bo Jin 0001","Chuanren Liu",1
"Bo Jin 0001","Haoyu Yang",1
"Bo Jin 0001","Jianing Tong",1
"Bo Jin 0001","Leilei Sun",1
"Bo Jin 0001","Yue Qu",1
"Bo Li","Hosein Nourani",1
"Bo Li","Le Jia",1
"Bo Li","Omid Sarbishei",1
"Bo Li","Tristan Glatard",1
"Bo Liu","Juan Qin",1
"Bo Liu","Wei Qi",1
"Bo Qiao","Dongmei Zhang",1
"Bo Song","Congfu Xu",1
"Bo Song","Erjia Yan",1
"Bo Song","Wei Quan",1
"Bo Song","Xiaohua Hu 0001",1
"Bo Song","Xin Yang",1
"Bo Song","Yi Cao",1
"Bo Tang","Beihong Jin",1
"Bo Tang","Hongyin Tang",1
"Bo Tang","Suvash Sharma",1
"Bo Tang","Tingjian Ge",1
"Bo Tang","Xinzhou Dong",1
"Bo Tang 0016","Chuan Yang",1
"Bo Tang 0016","Jian Zeng",1
"Bo Tang 0016","Long Xiang",1
"Bo Wu","Kaipeng Liu",1
"Bo Xu","Bin Liang",1
"Bo Xu","Deqing Yang",1
"Bo Xu","Luyang Huang",1
"Bo Xu","Wei Wang 0009",1
"Bo Xu","Yanghua Xiao",1
"Bo Xu","Zheng Luo",1
"Bo Zhao","Burkay Orten",1
"Bo Zhao","John Egan",1
"Bo Zhao","Koichiro Narita",1
"Bo Zhao 0016","Hai Jin 0001",1
"Bo Zhao 0016","Hao Zhao",1
"Bo Zhao 0016","Xiaoming Fu 0001",1
"Bo Zhao 0016","Xiaoming Yao",1
"Bo Zhao 0016","Xinggang Wang",1
"Bo Zhao 0016","Zhenxuan Wang",1
"Bo Zhao 0016","Zhou Zhuang",1
"Bo Zong","Guofei Jiang",1
"Bo Zong","Haifeng Chen",2
"Bo Zong","Hui Zhang",1
"Bo Zong","Lu-An Tang",1
"Bo Zong","Wei Wang 0010",1
"Bo Zong","Yinghui Wu",1
"Bob van de Velde","Evangelos Kanoulas",1
"Bob Vanderheyden","Ying Xie",1
"Bochao Liu","Haoyu Liu",1
"Bochao Liu","Kun Gai",1
"Bochao Liu","Peng Sun",1
"Bochao Liu","Pengtao Yi",1
"Bochao Liu","Sui Huang",1
"Bochao Liu","Xiaoqiang Zhu",1
"Bochao Liu","Yu Zhang",1
"Bochao Liu","Zhiqiang Zhang 0011",1
"Bogdan Hoanca","Christina McDowell Marinchak",1
"Bogdan Hoanca","Edward Forrest",1
"Bogdan State","Karthik Subbian",1
"Bogdan State","Lada A. Adamic",1
"Boguslaw Obara","Georgios Theodoropoulos 0001",1
"Boguslaw Obara","Ibad Kureshi",1
"Bokai Cao","Philip S. Yu",2
"Bokyoon Na","Geoffrey C. Fox",1
"Bolin Ding","Kui Ren 0001",1
"Bolin Ding","Zhan Qin",1
"Bolong Zheng","Kai Zheng 0001",1
"Bolong Zheng","Quoc Viet Hung Nguyen",1
"Bonnie J. Dorr","Yorick Wilks",1
"Booz Allen Hamilton","Jared Sylvester",1
"Booz Allen Hamilton","Mark McLean",1
"Boris Kovalerchuk","Nathan Neuhaus",1
"Boris Motik","Egor V. Kostylev",1
"Boris Perez","Andrés Moreno",1
"Boris Perez","César Figueroa",1
"Boris Perez","María-Del-Pilar Villamil",1
"Boris Sharchilev","Andrey Yu. Rumyantsev",1
"Boris Sharchilev","Denis Ozornin",1
"Boris Sharchilev","Maarten de Rijke",1
"Boris Sharchilev","Michael Roizner",1
"Boris Sharchilev","Pavel Serdyukov",1
"Borja Calvo","Arantza Illarramendi",1
"Borja Diez","Alfredo Goñi",1
"Borja Diez","Arantza Illarramendi",2
"Borja Diez","Borja Calvo",1
"Borja Diez","José Miguel Blanco",1
"Botao Peng","Panagiota Fatourou",1
"Botao Peng","Themis Palpanas",1
"Bowen Du","Qian Tao",1
"Bowen Du","Wenjun Zhou 0001",1
"Bowen Du","Yongxin Tong",1
"Bowen Du","Zimu Zhou",1
"Boxiang Dong","Ting Yu",1
"Boxiang Dong","Wendy Hui Wang",1
"Boxiang Dong","Zhan Qin",1
"Boxin Du","Hanghang Tong",1
"Boyan Kolev","Dennis E. Shasha",1
"Boyan Kolev","Esther Pacitti",1
"Boyan Kolev","Oleksandra Levchenko",1
"Boyan Kolev","Patrick Valduriez",1
"Boyan Kolev","Pavlos Kranas",1
"Boyan Kolev","Ricardo Jiménez-Peris",1
"Boyan Kolev","Ricardo Vilaça",1
"Boyan Kolev","Rui C. Gonçalves",1
"Boyang Liu","Jiayu Zhou",1
"Boyang Liu","Pang-Ning Tan",1
"Boyo Chen","Buo-Fu Chen",1
"Boyo Chen","Hsuan-Tien Lin",1
"Boyuan Guan","Liting Hu",1
"Boyuan Guan","Pinchao Liu",1
"Boyuan Guan","William Escudero",1
"Bracha Shapira","Lior Rokach",1
"Bradley E. Iott","Ana Baylin",1
"Bradley E. Iott","Philippa Clarke",1
"Bradley E. Iott","Robert Goodspeed",1
"Bradley E. Iott","Tiffany C. Veinot",1
"Bradley E. Iott","Veronica J. Berrocal",1
"Bradley W. Settlemyer","David Richard Montoya",1
"Brandon Perry","Arild Waaler",1
"Brandon Perry","David Cameron",1
"Brandon Perry","Roar Fjellheim",1
"Branislav Kveton","Hoa T. Vu",1
"Branislav Kveton","Razvan C. Bunescu",1
"Branislav Kveton","S. Muthukrishnan",2
"Branislav Kveton","Vishwa Vinay",1
"Branislav Kveton","Yikun Xian",1
"Branislav Kveton","Zheng Wen",1
"Brendan Armstrong","Anthony F. Breitzman",1
"Brendan Armstrong","Jason Snouffer",1
"Brendan Armstrong","Jean Kirschner",1
"Brendan Armstrong","Kimberly Davis",1
"Brendan Armstrong","Shen-Shyang Ho",1
"Brennan Cain","Dustin Richmond",1
"Brennan Cain","Indira Avendano",1
"Brennan Cain","Ryan Kastner",1
"Brennan Cain","Zain Merchant",1
"Brennan Ringel","Anthony F. Breitzman",1
"Brennan Ringel","Brendan Armstrong",1
"Brennan Ringel","Jason Snouffer",1
"Brennan Ringel","Jean Kirschner",1
"Brennan Ringel","Kimberly Davis",1
"Brennan Ringel","Shen-Shyang Ho",1
"Brett Wujek","Joshua Griffin",1
"Brett Wujek","Yan Xu",1
"Brian C. Keegan","Brian C. Keegan",2
"Brian C. Keegan","Saiph Savage",1
"Brian C. Keegan",NA,1
"Brian Isle","Tyler Smith",1
"Brian Johnston","Pankaj Srivastava",1
"Brian L. Egleston","Slobodan Vucetic",1
"Brian M. Sadler","Jiawei Han 0001",2
"Brian M. Sadler","Michelle Vanni",1
"Brian Mayer","Miao Song 0007",1
"Brian Mayer","Michael Mollenhauer",1
"Brian Mayer","Mohammad Raihanul Islam",1
"Brian Mayer","Naren Ramakrishnan",1
"Brian Mayer","Sanket Lokegaonkar",1
"Brian McCarthy","Brian Zylich",1
"Brian McCarthy","Elke A. Rundensteiner",1
"Brian McCarthy","Huy Quoc Tran",1
"Brian McCarthy","Lane Harrison",1
"Brian McCarthy","Sanjay K. Sahoo",1
"Brian McCarthy","Suranjan De",1
"Brian Zylich","Elke A. Rundensteiner",1
"Brian Zylich","Lane Harrison",1
"Brian Zylich","Sanjay K. Sahoo",1
"Brian Zylich","Suranjan De",1
"Brit Youngmann","David Arkadir",1
"Brit Youngmann","Elad Yom-Tov",2
"Brit Youngmann","Gal Zeevi",1
"Bruno Crispo","Engin Kirda",1
"Bruno Crispo","William K. Robertson",1
"Bruno Ribeiro 0001","Hao Ding",1
"Bryan H. Wodi","Alfredo Cuzzocrea",1
"Bryan Hooi","Amritanshu Pandey",1
"Bryan Hooi","Christos Faloutsos",1
"Bryan Hooi","Dhivya Eswaran",1
"Bryan Hooi","Larry T. Pileggi",1
"Bryan Hooi","Leman Akoglu",1
"Bryan Hooi","Marko Jereminov",1
"Bryan Perozzi","Muhao Chen",1
"Bryan Perozzi","Steven Skiena",1
"Bryan Tower","Christopher M. White",1
"Bryan Tower","Darren Edge",1
"Bryan Tower","Duane Hadfield",1
"Bud Mishra","Daniele Ramazzotti",1
"Buo-Fu Chen","Hsuan-Tien Lin",1
"Burak Kolukisa","Atilla Aral",1
"Burak Kolukisa","Burcu Bakir-Gungor",1
"Burak Kolukisa","Gokhan Goy",1
"Burak Kolukisa","Hilal Hacilar",1
"Burak Kolukisa","Mustafa Kus",1
"Burak Kolukisa","Vehbi Cagri Gungor",1
"Burcu Bakir-Gungor","Atilla Aral",1
"Burcu Bakir-Gungor","Vehbi Cagri Gungor",1
"Burkay Orten","John Egan",1
"Buyue Qian","Ian Davidson",1
"Byron J. Gao","Jose A. Lopez",1
"Byung H. Park","Christian Engelmann",1
"Byungju Kim","Hwanjo Yu",1
"Byungkook Oh","Kyong-Ho Lee",1
"Byungkook Oh","Seungmin Seo",1
"Caetano Traina Jr.","Marcos V. N. Bedo",1
"Cagri Ozcaglar","Krishnaram Kenthapadi",1
"Cagri Ozcaglar","Sahin Cem Geyik",1
"Cagri Ozcaglar","Xianren Wu",1
"Caitlin Gray","Giang T. Nguyen 0003",1
"Caitlin Gray","Lewis Mitchell",1
"Caitlin Gray","Nigel G. Bean",1
"Caitlin Kuhlman","Diana Doherty",1
"Caitlin Kuhlman","Elke A. Rundensteiner",1
"Caitlin Kuhlman","Goutham Deva",1
"Caitlin Kuhlman","Lane Harrison",1
"Caitlin Kuhlman","Malika Nurbekova",1
"Caitlin Kuhlman","MaryAnn Van Valkenburg",1
"Caitlin Kuhlman","Zarni Phyo",1
"Caitlin N. Dreisbach","Jessica Keim-Malpass",1
"Caitlin N. Dreisbach","Laura E. Barnes",1
"Calvin S. H. Hoi","Adam G. M. Pazdor",1
"Calvin S. H. Hoi","Alfredo Cuzzocrea",1
"Calvin S. H. Hoi","Bryan H. Wodi",1
"Cameron Musco","Charalampos E. Tsourakakis",1
"Cameron Musco","Christopher Musco",1
"Can Chen","Changying Du",1
"Can Chen","Hao Wang 0005",1
"Can Chen","Hongzhi Yin",1
"Can Kavaklioglu","Ayse Basar",2
"Caner Gocmen","Andrii Korotkov",1
"Caner Gocmen","Ethan Fang",1
"Caner Gocmen","Kapil Goenka",1
"Caner Gocmen","Sherry Chen",1
"Carl Leichter","Katrin Franke",1
"Carl Yang","Jiawei Han 0001",1
"Carl Yang","Luo Jie",1
"Carl Yang","Xiaolin Shi",1
"Carlos Aguirre","Avishek Bose",1
"Carlos Aguirre","William H. Hsu",1
"Carlos Castillo 0001","Adriano Fazzone",1
"Carlos Castillo 0001","Evimaria Terzi",1
"Carlos Castillo 0001","Jeremy Boy",1
"Carlos Castillo 0001","Kush R. Varshney",1
"Carlos Castillo 0001","Mauro Sozio",1
"Carlos Castillo 0001","Stefano Leonardi",1
"Carlos Lucena","Donald D. Cowan",2
"Carmen Vaca","Edgar Izquierdo",1
"Carmen Vaca","Eduardo Cruz",1
"Carmen Vaca","Juan Carlos Bustamante 0003",1
"Carmen Velez Vega","Akram Alshawabkeh",2
"Carmen Velez Vega","Zaira Rosario",2
"Carson D. Sestili","Javier A. Vazquez-Trejo",1
"Carson D. Sestili","Matthew E. Gaston",1
"Carson K. Leung","Adam G. M. Pazdor",1
"Carson K. Leung","Alfredo Cuzzocrea",1
"Carson K. Leung","Bryan H. Wodi",1
"Carson K. Leung","Calvin S. H. Hoi",1
"Casey Fiesler","Jed R. Brubaker",1
"Casey Fiesler","Jialun Aaron Jiang",1
"Casey Fiesler","Joshua McCann",1
"Casey Fiesler","Kyle Frye",1
"Casey Lorenzen","Jason King",1
"Casey Lorenzen","Rajeev Agrawal",1
"Catherine Cerulli","Amen Ptah",1
"Catherine Cerulli","Deepak Pandita",1
"Catherine Cerulli","Henry A. Kautz",1
"Catiuscia Melle","Giovanni Aloisio",1
"Cecilia Mascolo","Zhongxiang Zhao",1
"Cengiz Pehlevan","Dmitri B. Chklovskii",1
"Chad Kenney","Adria Finch",1
"Chad Kenney","Andrew Maxwell",1
"Chad Kenney","Joe Zuckerbraun",1
"Chad Kenney","Rayid Ghani",1
"Chad Kenney","Sam Edelstein",1
"Chad Marston","Jean-François Puget",1
"Chad Zanocco","Jonathan J. Halama",1
"Chae-Soo Kim","Seung-Beom Son",1
"Chaitanya Manapragada","Geoffrey I. Webb",1
"Chaitanya Manapragada","Mahsa Salehi",1
"Chanchal K. Roy","Kevin A. Schneider",1
"Chandra Mouli Madhav Kotteti","Lijun Qian",1
"Chandra Mouli Madhav Kotteti","Xishuang Dong",1
"Chandrasekar Vuppalapati","Anitha Ilapakurti",1
"Chang Xu 0002","Chao Xu 0006",1
"Chang Xu 0002","Dacheng Tao",1
"Chang Xu 0002","Jiayan Qiu",1
"Changchun Li","Chenliang Li",1
"Changchun Li","Jihong Ouyang",1
"Changchun Li","Jinjin Chi",1
"Changde Du","Chen Zhang",1
"Changde Du","Hao Wang",1
"Changde Du","Xingyu Xie",1
"Changgee Chang","Qi Long",1
"Changgee Chang","Yize Zhao",1
"Changhua Pei","Wenwu Ou",1
"Changhua Pei","Xiaobo Wang",1
"Changji Shi","Ajith Muralidharan",1
"Changji Shi","Curtis Wang",1
"Changji Shi","P. J. Xiao",1
"Changji Shi","Rómer Rosales",1
"Changji Shi","Shaunak Chatterjee",1
"Changji Shi","Shipeng Yu",1
"Changji Shi","Zhongen Tao",1
"Changjie Fan","Zhou Zhao",1
"Changqing Luo","Pan Li 0001",1
"Changqing Luo","Weixian Liao",1
"Changying Du","Changde Du",1
"Changying Du","Chen Zhang",1
"Changying Du","Hao Wang",1
"Changying Du","Hao Wang 0005",1
"Changying Du","Hongzhi Yin",1
"Changying Du","Xingyu Xie",1
"Chanhee Woo","Sejoon Lim",1
"Chantat Eksombatchai","Charles Sugnet",1
"Chantat Eksombatchai","Jerry Zitao Liu",1
"Chantat Eksombatchai","Jure Leskovec",1
"Chantat Eksombatchai","Mark Ulrich",1
"Chantat Eksombatchai","Pranav Jindal",1
"Chantat Eksombatchai","Rahul Sharma 0001",1
"Chantat Eksombatchai","Yuchen Liu",1
"Chanwit Kongthong","Jeedapa Kaiyasuan",1
"Chanwit Kongthong","Nattaya Khongsoontornjaroen",1
"Chanwit Kongthong","Panu Srestasathiern",1
"Chanwit Kongthong","Peerapon Vateekul",1
"Chanwit Kongthong","Siam Lawawirojwong",1
"Chanwit Kongthong","Siwapon Srisonphan",1
"Chao Chen 0016","Hansu Gu",1
"Chao Chen 0016","Li Shang",1
"Chao Chen 0016","Ning Gu",1
"Chao Chen 0016","Qin Lv",1
"Chao Chen 0016","Stephen M. Chu",1
"Chao Chen 0016","Tun Lu",1
"Chao Gao","Furqan Baig",1
"Chao Gao","Fusheng Wang 0001",1
"Chao Gao","Hoang Vo",1
"Chao Gao","Yangyang Zhu",1
"Chao Huang 0001","Junbo Zhang",1
"Chao Huang 0001","Louis Faust",1
"Chao Huang 0001","Lu Yu 0006",1
"Chao Huang 0001","Nitesh V. Chawla",3
"Chao Huang 0001","Xiangliang Zhang 0001",1
"Chao Huang 0001","Yu Zheng",1
"Chao Jiang","Dejing Dou",1
"Chao Jiang","Pengwei Wang",1
"Chao Jiang","Ruoming Jin",1
"Chao Tian","Yu Zheng 0004",1
"Chao Wang 0086","Enhong Chen",1
"Chao Wang 0086","Qi Liu 0003",1
"Chao Wu 0001","Douglas McIlwraith",1
"Chao Wu 0001","Fei Wu",1
"Chao Wu 0001","Shengwen Yang",1
"Chao Wu 0001","Tong Chen 0006",1
"Chao Wu 0001","Yike Guo",1
"Chao Xu 0006","Dacheng Tao",1
"Chao Zhang 0014","Ang Guo",1
"Chao Zhang 0014","Brian M. Sadler",2
"Chao Zhang 0014","Chin-Yew Lin",1
"Chao Zhang 0014","Depeng Jin",1
"Chao Zhang 0014","Fanchao Meng",1
"Chao Zhang 0014","Fangbo Tao",1
"Chao Zhang 0014","Funing Sun",1
"Chao Zhang 0014","Heng Ji",1
"Chao Zhang 0014","Jiaming Shen",1
"Chao Zhang 0014","Jiawei Han 0001",5
"Chao Zhang 0014","Lifu Huang",1
"Chao Zhang 0014","Meng Jiang 0001",1
"Chao Zhang 0014","Michelle T. Vanni",1
"Chao Zhang 0014","Michelle Vanni",1
"Chao Zhang 0014","Xiang Ren 0001",1
"Chao Zhang 0014","Xinhe Geng",1
"Chao Zhang 0014","Xiusi Chen",1
"Chaobo Shen","Jiaying Xu",1
"Chaobo Shen","Jing Xiao 0006",1
"Chaobo Shen","Liang Xu",1
"Chaobo Shen","Mei Han",1
"Chaochao Chen 0001","Jun Zhou 0011",2
"Chaochao Chen 0001","Le Song",1
"Chaochao Chen 0001","Longfei Li",1
"Chaochao Chen 0001","Peilin Zhao",1
"Chaochao Chen 0001","Xiaolong Li 0005",2
"Chaochao Chen 0001","Xinxing Yang",1
"Chaochao Chen 0001","Ziqi Liu",1
"Chaomin Shen","Chenxiao Zhao",1
"Chaomin Shen","Guixu Zhang",1
"Chaomin Shen","Mixue Yu",1
"Chaomin Shen","Yaxin Peng",1
"Chaoqi Yang","Guihai Chen",1
"Chaoqi Yang","Hengrui Zhang",1
"Chaoqi Yang","Paul Weng",1
"Chaoqi Yang","Xiaofeng Gao",1
"Chaoqun Hong","Liang Chen",1
"Chaoqun Hong","Yong Xie",1
"Chaoyue Niu","Fan Wu 0006",1
"Chaoyue Niu","Guihai Chen",1
"Chaoyue Niu","Shaojie Tang",1
"Chaoyue Niu","Xiaofeng Gao",1
"Chaoyue Niu","Zhenzhe Zheng",1
"Chaozhuo Li","Lei Zheng 0001",1
"Chaozhuo Li","Philip S. Yu",1
"Chaozhuo Li","Ruifeng Zheng",1
"Chaozhuo Li","Senzhang Wang",1
"Chaozhuo Li","Weichen Xu",1
"Chaozhuo Li","Weiqing Yang",1
"Chaozhuo Li","Xiaoming Zhang 0001",1
"Chaozhuo Li","Yanbo Liang",1
"Chaozhuo Li","Zhoujun Li",1
"Char Sample","Connie Justice",1
"Char Sample","Emily Darraj",1
"Charalampos Chelmis","Daphney-Stavroula Zois",1
"Charalampos Mavroforakis","Alina Ene",1
"Charalampos Mavroforakis","Evimaria Terzi",1
"Charbel El Kaed","Alexis Radisson",1
"Charbel El Kaed","François Delpech",1
"Charbel El Kaed","John Brodeur",1
"Charbel El Kaed","Victor Danilchenko",1
"Charles Chen","Branislav Kveton",1
"Charles Chen","Eunyee Koh",1
"Charles Chen","Hung Bui",1
"Charles Chen","Razvan C. Bunescu",1
"Charles Chen","Ryan A. Rossi",1
"Charles Chen","Sungchul Kim",1
"Charles Siegel","Abhinav Vishnu",1
"Charles Siegel","Nathan Oken Hodas",1
"Charles Sugnet","Jure Leskovec",1
"Charles Sugnet","Mark Ulrich",1
"Charles Sutton","James Geddes",1
"Charles Sutton","Rich Caruana",1
"Charles Sutton","Timothy Hobson",1
"Charlie K. Dagli","Cara Jones",1
"Charu C. Aggarwal","Bo Zong",1
"Charu C. Aggarwal","Dongjin Song",1
"Charu C. Aggarwal","Haifeng Chen",2
"Charu C. Aggarwal","Jiliang Tang",1
"Charu C. Aggarwal","Kai Zhang 0001",1
"Charu C. Aggarwal","Wei Wang 0010",2
"Chase Geigle","Hari Sundaram",1
"Chase Geigle","Jiahui Zheng",1
"Chase Geigle","Qingtao Hu",1
"Chen-Hung Wu","Frank Yang",1
"Chen-Hung Wu","Li Zhang",1
"Chen-Hung Wu","Spencer De Mars",1
"Chen-Hung Wu","Yitong Zhou",1
"Chen Avin","Avi Cohen",1
"Chen Avin","David Peleg",1
"Chen Avin","Pierre Fraigniaud",1
"Chen Avin","Zvi Lotker",1
"Chen Cai","Fang Chen 0001",1
"Chen Chen 0017","Xiaoyang Wang 0002",1
"Chen Chen 0017","Xuemin Lin 0001",1
"Chen Chen 0022","Hanghang Tong",1
"Chen Chen 0022","Lei Ying",1
"Chen Chen 0022","Ruiyue Peng",1
"Chen Chu","Beibei Xin",1
"Chen Chu","Chuanren Liu",1
"Chen Chu","Fengchao Peng",1
"Chen Chu","Jingren Zhou",1
"Chen Chu","Qiong Luo 0001",1
"Chen Chu","Remo Rohs",1
"Chen Chu","Zhao Li",1
"Chen Gao","Yong Li 0008",1
"Chen Li 0027","Mahboob Qaosar",1
"Chen Li 0027","Minjia He",1
"Chen Li 0027","Saleh Ahmed",1
"Chen Li 0027","Yasuhiko Morimoto",1
"Chen Lin","Weipeng Lin",1
"Chen Luo","Anshumali Shrivastava",2
"Chen Luo","Haifeng Chen",1
"Chen Luo","Jieping Ye",1
"Chen Luo","Lu-An Tang",1
"Chen Luo","Zhengzhang Chen",1
"Chen Luo","Zhichun Li",2
"Chen Ma","Qinglong Wang",1
"Chen Ma","Xue Liu 0001",1
"Chen Ma","Yingxue Zhang",1
"Chen Wang 0008","Jie Yin",1
"Chen Wang 0008","Kai Lu",1
"Chen Wang 0008","Liming Zhu",1
"Chen Yang 0009","Xiaofeng Meng 0001",1
"Chen Yang 0009","Zhihui Du",1
"Chen Zhang","Can Chen",1
"Chen Zhang","Changying Du",1
"Chen Zhang","Hao Wang",1
"Chen Zhang","Hao Wang 0005",1
"Chen Zhang","Hongzhi Yin",1
"Chen Zhang","Yijun Wang",1
"Chen Zhao","Takehito Utsuro",1
"Chen Zhao","Wenbin Niu",1
"Chen Zhao","Yasuhide Kawada",1
"Chen Zhao","Youchao Lin",1
"Chen Zheng","Hainan Ye",1
"Chen Zheng","Jianfeng Zhan",1
"Chen Zheng","Lei Wang 0004",1
"Chen Zheng","Lixin Zhang 0002",1
"Chen Zheng","Sally A. McKee",1
"Cheng-Te Li","Jun Pang 0001",1
"Cheng-Te Li","Michael Backes 0001",1
"Cheng Cao","Chen Luo",1
"Cheng Cao","James Caverlee",1
"Cheng Cao","Kai Zhang 0001",1
"Cheng Cao","Lu-An Tang",2
"Cheng Cao","Wei Cheng 0002",1
"Cheng Cao","Zhengzhang Chen",1
"Cheng Cao","Zhichun Li",2
"Cheng Deng","Heng Huang",1
"Cheng Li 0012","Fei Wu 0001",1
"Cheng Li 0012","Marc Najork",1
"Cheng Li 0012","Michael Bendersky",1
"Cheng Li 0012","Nadav Golbandi",1
"Cheng Li 0012","Qiaozhu Mei",2
"Cheng Li 0012","Xiaoxiao Guo",1
"Cheng Luo 0001","Min Zhang 0006",1
"Cheng Luo 0001","Shaoping Ma",1
"Cheng Zheng","Bo Zong",1
"Cheng Zheng","Charu C. Aggarwal",1
"Cheng Zheng","Dongjin Song",1
"Cheng Zheng","Haifeng Chen",1
"Cheng Zheng","Wei Cheng 0002",1
"Cheng Zheng","Wei Wang 0010",1
"Chengcheng Shao","Alessandro Flammini",1
"Chengcheng Shao","Filippo Menczer",1
"Chengcheng Shao","Giovanni Luca Ciampaglia",1
"Chengfei Liu","Feng Zhu",1
"Chenglin Miao","Aidong Zhang",1
"Chenglin Miao","Bolin Ding",1
"Chenglin Miao","Jing Gao 0004",2
"Chenglin Miao","Kui Ren 0001",1
"Chenglin Miao","Lu Su",3
"Chenglin Miao","Mengdi Huai",1
"Chenglin Miao","Qi Li 0012",2
"Chenglin Miao","Qiuling Suo",1
"Chenglin Miao","Wenjun Jiang",1
"Chenglin Miao","Yaliang Li",1
"Chenglin Miao","Zhan Qin",1
"Chenglin Wu","Yu Xu",1
"Chengru Song","Han Li",2
"Chengru Song","Han Zhu",1
"Chengru Song","Jun Wang 0012",1
"Chengru Song","Junqi Jin",1
"Chengru Song","Kun Gai",2
"Chengru Song","Weinan Zhang 0001",1
"Chengru Song","Xiao Ma",1
"Chengru Song","Yanghui Yan",1
"Chengru Song","Ying Fan",1
"Chengxi Ye","Chinmaya Devaraj",1
"Chengxi Ye","Cornelia Fermüller",1
"Chengxi Ye","Michael Maynord",1
"Chengxi Ye","Yiannis Aloimonos",1
"Chengxi Zang","Peng Cui 0001",1
"Chengxi Zang","Wenwu Zhu 0001",1
"Chengxiang Zhai","Qiaozhu Mei",1
"Chengyao Chen","Ke Zhang",1
"Chengyao Chen","Wenjie Li 0002",2
"Chengyao Chen","Yu Lei 0004",1
"Chenhao Tan","Chenhao Tan",2
"Chenhao Tan","Fei Wu 0001",1
"Chenhao Tan","Hao Peng",1
"Chenhao Tan","Noah A. Smith",1
"Chenhao Tan","Yafeng Li",1
"Chenhao Tan","Yueting Zhuang",1
"Chenhao Tan",NA,1
"Chenhao Xie 0002","Yanghua Xiao",1
"Chenjuan Guo","Bin Yang 0002",1
"Chenjuan Guo","Christian S. Jensen",1
"Chenliang Li","Donghong Ji",1
"Chenwei Ran","Jianyong Wang 0001",1
"Chenwei Ran","Wei Shen 0004",1
"Chenwei Zhang","Lixin Cui",1
"Chenwei Zhang","Lu Bai 0001",1
"Chenwei Zhang","Nan Du",1
"Chenwei Zhang","Philip S. Yu",4
"Chenwei Zhang","Shen Wang 0005",1
"Chenwei Zhang","Wei Fan 0001",1
"Chenwei Zhang","Yaliang Li",1
"Chenxiao Jin","Bo Liu",1
"Chenxiao Jin","Juan Qin",1
"Chenxiao Jin","Wei Qi",1
"Chenxiao Wang","Laurent d'Orazio",1
"Chenxiao Wang","Le Gruenwald",1
"Chenxiao Wang","Zach Arani",1
"Chenxiao Zhao","Guixu Zhang",1
"Chenxiao Zhao","Yaxin Peng",1
"Chenyan Xiong","Maosong Sun",1
"Chenyan Xiong","Zhiyuan Liu 0001",1
"Chenyi Zhuang","Qiang Ma 0001",1
"Chhaya Choudhary","Anderson C. A. Nascimento",1
"Chhaya Choudhary","Bin Yu",1
"Chhaya Choudhary","Martine De Cock",1
"Chhaya Choudhary","Vadym Tymchenko",1
"Chi-Te Wang","Feng-Chuan Lin",1
"Chi-Te Wang","Shih-Hau Fang",1
"Chi-Yu Liu","Chengbin Jia",1
"Chi Wang 0001","Kaushik Chakrabarti",1
"Chi Zhang","Chetan Gupta 0001",1
"Chi Zhang","Kosta Ristovski",1
"Chia-An Yu","Ching-Lun Tai",1
"Chia-An Yu","Tak-Shing Chan",1
"Chia-An Yu","Yi-Hsuan Yang",1
"Chia-Che Li","Jerry Chun-Wei Lin",1
"Chia-Che Li","Shyue-Liang Wang",1
"Chia-Ping Tsai","Andy R. K. Chang",1
"Chia-Ping Tsai","Hung-Chang Hsiao",1
"Chia-Ping Tsai","Michael Hsu",1
"Chia-Ping Tsai","Yu-Chang Chao",1
"Chiara Pastrello","Christos Faloutsos",1
"Chiara Pastrello","Igor Jurisica",1
"Chiara Pastrello","Max Kotlyar",1
"Chieh Wu","Akram Alshawabkeh",1
"Chieh Wu","April Z. Gu",1
"Chieh Wu","Carmen Velez Vega",1
"Chieh Wu","David R. Kaeli",1
"Chieh Wu","Ingrid Y. Padilla",1
"Chieh Wu","Jennifer G. Dy",1
"Chieh Wu","John Meeker",1
