"from","to","weight"
"William Escudero","Liting Hu",1
"William Frederick","Greg Jansen",1
"William Frederick","Michael Kurtz",1
"William Frederick","Noah Dibert",1
"William Frederick","Richard Marciano",1
"William Frederick","Tammie Nelson",1
"William Frederick","Will Thomas",1
"William Herlands","Andrew Gordon Wilson",1
"William Herlands","Daniel B. Neill",1
"William Herlands","Edward McFowland III",1
"William J. Buchanan","Naghmeh Moradpoor",1
"William J. Tolone","Ashish Mahabal",1
"William J. Tolone","Isaac Cho",1
"William J. Tolone","Mohammed Elshambakey",1
"William J. Tolone","S. George Djorgovski",1
"William J. Zayas","Yesem Kurt-Peker",1
"William L. Hamilton","Dan Jurafsky",1
"William L. Hamilton","Jure Leskovec",2
"William Underwood","Aakanksha Singh",1
"William Underwood","Connor Mullane",1
"William Underwood","David Weintrop",1
"William Underwood","Michael Kurtz",1
"William Underwood","Mohammad Hanaee",1
"William Underwood","Richard Marciano",1
"William Underwood","Zayden Tethong",1
"William Yang Wang","Elizabeth M. Belding",1
"Wojciech Chaber","Dominik Slezak",1
"Wojciech Chaber","Iwona Szymusik",1
"Wojciech Chaber","Jadwiga Sosnowska",1
"Wojciech Chaber","Joanna Fedorowicz",1
"Wojciech Chaber","Karol Zaleski",1
"Wojciech Chaber","Lukasz Milobedzki",1
"Wojciech Chaber","Tomasz Penza",1
"Wolfgang Gatterbauer","Alessandra Sala",1
"Wolfgang Gatterbauer","Mirek Riedewald",1
"Wolfgang Gatterbauer","Patrick K. Nicholson",1
"Woojeong Jin","U Kang",1
"Wush Chi-Hsuan Wu","Mi-Yen Yeh",1
"Wush Chi-Hsuan Wu","Ming-Syan Chen",1
"Wutao Lin","Mingming Sun",1
"Wutao Lin","Ping Li 0001",1
"Wutao Lin","Yue Feng",1
"Xavier Andrade","Carmen Vaca",1
"Xavier Andrade","Eduardo Cruz",1
"Xavier Andrade","Fabricio Layedra",1
"Xi (Stephen) Chen","Arun Sacheti",1
"Xi (Stephen) Chen","Jiapei Huang",1
"Xi (Stephen) Chen","Meenaz Merchant",1
"Xi (Stephen) Chen","Ye Wu",1
"Xi Chen","Jefrey Lijffijt",1
"Xi Chen","Tijl De Bie",1
"Xi Chen 0049","Krishnaram Kenthapadi",1
"Xi Chen 0049","Liang Zhang 0021",1
"Xi Chen 0049","Yiqun Liu 0010",1
"Xi Yang","Min Chi",1
"Xi Yang","Yuan Zhang",1
"Xi Zhang 0008","Binxing Fang",1
"Xi Zhang 0008","Fangwei Zhang",1
"Xia Hu","James Caverlee",1
"Xia Hu","Jian Pei",1
"Xia Hu","Juhua Hu",1
"Xia Hu","Lanjun Wang",1
"Xian Li","Chaobo Shen",1
"Xian Li","Jiaying Xu",1
"Xian Li","Jing Xiao 0006",1
"Xian Li","Liang Xu",1
"Xian Li","Mei Han",1
"Xian Li","Shaofeng Lu",1
"Xian Li","Xianxian Chen",1
"Xian Li","Xiaowen Ruan",1
"Xian Wu","Baoxu Shi",1
"Xian Wu","Chao Huang 0001",1
"Xian Wu","Louis Faust",1
"Xian Wu","Nitesh V. Chawla",1
"Xian Wu","Yuxiao Dong",1
"Xiancai Tian","Baihua Zheng",1
"Xiang Cheng 0003","Sen Su",1
"Xiang Cheng 0003","Shuguang Zhu",1
"Xiang Li","Anxiang Zeng",1
"Xiang Li","Guozheng Li",1
"Xiang Li","Han Li",1
"Xiang Li","Jie He",1
"Xiang Li","Kun Gai",1
"Xiang Li","Luo Si",1
"Xiang Li","Pengye Zhang",1
"Xiang Li","Wenwu Ou",1
"Xiang Li 0067","Ben Kao",1
"Xiang Li 0067","Martin Ester",1
"Xiang Li 0067","Siqiang Luo",1
"Xiang Liu","Baijian Yang",1
"Xiang Liu","Tonglin Zhang",1
"Xiang Ren 0001","Brian M. Sadler",1
"Xiang Ren 0001","Chao Zhang 0014",1
"Xiang Ren 0001","Chin-Yew Lin",1
"Xiang Ren 0001","Heng Ji",1
"Xiang Ren 0001","Jiawei Han 0001",3
"Xiang Ren 0001","Lifu Huang",1
"Xiang Ren 0001","Michelle T. Vanni",1
"Xiang Ren 0001","Wenqi He",1
"Xiang Ren 0001","Xinhe Geng",1
"Xiang Ren 0001","Yu Zhang 0044",1
"Xiang Wang 0010","Fuli Feng",1
"Xiang Wang 0010","Liqiang Nie",1
"Xiang Wang 0010","Tat-Seng Chua",1
"Xiang Wang 0010","Xiangnan He 0001",1
"Xiangbin Yan","Yangchun Ma",1
"Xiangliang Zhang 0001","Evangelos Kanoulas",1
"Xiangliang Zhang 0001","Nitesh V. Chawla",1
"Xiangliang Zhang 0001","Zhaochun Ren",1
"Xiangnan He 0001","Fuli Feng",1
"Xiangnan He 0001","Li Xiong 0001",1
"Xiangnan He 0001","Liqiang Nie",2
"Xiangnan He 0001","Tat-Seng Chua",2
"Xiangnan He 0001","Xu Chen 0017",1
"Xiangnan He 0001","Yiqun Liu 0001",1
"Xiangnan He 0001","Zheng Qin",1
"Xiangnan Kong","Aditya Arora",1
"Xiangnan Kong","Elke A. Rundensteiner",1
"Xiangnan Kong","Jihane Zouaoui",1
"Xiangnan Kong","Jinhong Mi",1
"Xiangnan Kong","Philip S. Yu",1
"Xiangnan Kong","Shanshan Li",1
"Xiangnan Kong","Yangyong Zhu",1
"Xiangnan Ren","Guohui Xiao 0001",1
"Xiangnan Ren","Hubert Naacke",1
"Xiangnan Ren","Olivier Curé",1
"Xiangqun Chen","Jason I. Hong",1
"Xiangqun Chen","Yuvraj Agarwal",1
"Xiangsheng Li","Jiaxin Mao",1
"Xiangsheng Li","Min Zhang 0006",1
"Xiangsheng Li","Shaoping Ma",1
"Xiangsheng Li","Yiqun Liu 0001",1
"Xiangsheng Li","Zexue He",1
"Xiangxiang Xu 0001","Hae Young Noh",1
"Xiangxiang Xu 0001","Lin Zhang 0001",1
"Xiangxiang Xu 0001","Pei Zhang 0001",1
"Xiangxiang Xu 0001","Yue Wang",1
"Xiangying Jiang","Hagit Shatkay",1
"Xiangyu Li","Akram Alshawabkeh",1
"Xiangyu Li","April Z. Gu",1
"Xiangyu Li","Carmen Velez Vega",1
"Xiangyu Li","Chieh Wu",1
"Xiangyu Li","David R. Kaeli",1
"Xiangyu Li","Guangyu Li",1
"Xiangyu Li","Ingrid Y. Padilla",1
"Xiangyu Li","Jennifer G. Dy",1
"Xiangyu Li","John Meeker",1
"Xiangyu Li","José Cordero",1
"Xiangyu Li","Sheikh Mokhlesur Rahman",1
"Xiangyu Li","Zaira Rosario",1
"Xiangyu Zhao","Dawei Yin",1
"Xiangyu Zhao","Jiliang Tang",1
"Xiangyu Zhao","Liang Zhang",1
"Xiangyu Zhao","Long Xia",1
"Xiangyu Zhao","Zhuoye Ding",1
"Xianming Wang","Cuiping Li",1
"Xianming Wang","Fengmei Jin",1
"Xianming Wang","Guojie Song",1
"Xianming Wang","Hong Chen 0001",1
"Xianming Wang","Yutao Zhang",1
"Xianren Wu","Krishnaram Kenthapadi",1
"Xianren Wu","Sahin Cem Geyik",1
"Xianxian Chen","Chaobo Shen",1
"Xianxian Chen","Jiaying Xu",1
"Xianxian Chen","Jing Xiao 0006",1
"Xianxian Chen","Liang Xu",1
"Xianxian Chen","Mei Han",1
"Xiao-Tong Yu","Chi-Te Wang",1
"Xiao-Tong Yu","Feng-Chuan Lin",1
"Xiao-Tong Yu","Ji-Ying Chen",1
"Xiao-Tong Yu","Shih-Hau Fang",1
"Xiao-Tong Yu","Yi-Te Hsu",1
"Xiao-Tong Yu","Zhezhuang Xu",1
"Xiao-Tong Yuan","Heng Huang",1
"Xiao-Tong Yuan","Songcan Chen",1
"Xiao Bai 0002","Adwait Ratnaparkhi",1
"Xiao Bai 0002","Aldi Tjahjadi",1
"Xiao Bai 0002","Andy Feng",1
"Xiao Bai 0002","Erik Ordentlich",1
"Xiao Bai 0002","Jian Yang",1
"Xiao Bai 0002","Reena Somvanshi",1
"Xiao Bai 0002","Yuanyuan Zhang",1
"Xiao Chen","David B. Lobell",1
"Xiao Chen","Jeremy Weinstein",1
"Xiao Chen","Marshall Burke",1
"Xiao Chen","Pascaline Dupas",1
"Xiao Chen","Stefano Ermon",1
"Xiao Huang 0001","Jundong Li",1
"Xiao Huang 0001","Xia Hu",1
"Xiao Liang","Baiyun Chen",1
"Xiao Liang","Guoyin Wang 0001",1
"Xiao Liang","Qun Liu",1
"Xiao Liang","Shuyin Xia",1
"Xiao Liang","Yunsheng Liu",1
"Xiao Lin 0002","Jian Pei",1
"Xiao Lin 0002","Junzhou Huang",1
"Xiao Lin 0002","Min Zhang 0006",1
"Xiao Lin 0002","Peilin Zhao",1
"Xiao Lin 0002","Wenpeng Zhang 0003",1
"Xiao Lin 0002","Wenwu Zhu 0001",1
"Xiao Liu","Dongkuan Xu",1
"Xiao Liu","Haifeng Chen",1
"Xiao Liu","Wei Cheng 0002",1
"Xiao Liu","Xiang Zhang 0001",1
"Xiao Ma","Eric Chien",1
"Xiao Ma","Han Li",1
"Xiao Ma","Junqi Jin",1
"Xiao Ma","Kun Gai",1
"Xiao Ma","Leslie Park",1
"Xiao Ma","Megan Cackett",1
"Xiao Ma","Mor Naaman",1
"Xiao Ma","Yanghui Yan",1
"Xiao Qin 0003","Andrew Schade",1
"Xiao Qin 0003","Brian McCarthy",1
"Xiao Qin 0003","Brian Zylich",1
"Xiao Qin 0003","Elke A. Rundensteiner",1
"Xiao Qin 0003","Huy Quoc Tran",1
"Xiao Qin 0003","Lane Harrison",1
"Xiao Qin 0003","Sanjay K. Sahoo",1
"Xiao Qin 0003","Suranjan De",1
"Xiao Wang 0017","Jian Pei",1
"Xiao Wang 0017","Philip S. Yu",1
"Xiao Wang 0017","Wenwu Zhu 0001",3
"Xiao Wang 0017","Xuanrong Yao",1
"Xiao Zhang","Najmeh Miramirkhani",1
"Xiao Zhang","Nick Nikiforakis",1
"Xiao Zhou","Anastasios Noulas",1
"Xiao Zhou","Cecilia Mascolo",1
"Xiao Zhou","Zhongxiang Zhao",1
"Xiaobo Wang","Zhifang Sui",1
"Xiaochuan Ni 0001","Manish Malik",1
"Xiaochuan Ni 0001","Qifa Ke",1
"Xiaodan Liang","Kathleen M. Carley",1
"Xiaodan Liang","Miaofeng Liu",1
"Xiaodan Liang","Weimin Zheng",1
"Xiaodan Liang","Yufeng Ouyang",1
"Xiaodong Zhang","Hai Jin 0001",1
"Xiaodong Zhang","Zhifeng Bao",1
"Xiaofang Chen","Guoyin Wang 0001",1
"Xiaofang Chen","Tao Sang",1
"Xiaofang Chen","Zhong Zou",1
"Xiaofei Sun","Bryan Perozzi",1
"Xiaofei Sun","Muhao Chen",1
"Xiaofei Sun","Steven Skiena",1
"Xiaofei Sun","Yingtao Tian",1
"Xiaofei Zhu","Jiafeng Guo",1
"Xiaofei Zhu","Jiangwu Long",1
"Xiaofei Zhu","Khoi Duy Vo",1
"Xiaofeng Ding","Hai Jin 0001",1
"Xiaofeng Ding","Xiaodong Zhang",1
"Xiaofeng Ding","Zhifeng Bao",1
"Xiaofeng Gao","Guihai Chen",2
"Xiaofeng Gao","Paul Weng",1
"Xiaofeng He","Hongyuan Zha",1
"Xiaofeng Meng 0001","Zhihui Du",1
"Xiaofeng Ren","Rong Jin",1
"Xiaofeng Yang","Alessandra Sala",1
"Xiaofeng Yang","Deepak Ajwani",1
"Xiaofeng Yang","Mirek Riedewald",1
"Xiaofeng Yang","Patrick K. Nicholson",1
"Xiaofeng Yang","Wolfgang Gatterbauer",1
"Xiaohua Hu 0001","Erjia Yan",1
"Xiaohuan Zhou","Fuzheng Zhang",1
"Xiaohuan Zhou","Guangzhong Sun",1
"Xiaohuan Zhou","Xing Xie 0001",1
"Xiaohuan Zhou","Zhongxia Chen",1
"Xiaohui Yu 0001","Jianyong Wang 0001",1
"Xiaojian Wang","Junjie Wu 0001",1
"Xiaojun Chen 0006","Dan He",1
"Xiaojun Chen 0006","Feiping Nie 0001",1
"Xiaojun Chen 0006","Joshua Zhexue Huang",1
"Xiaojun Chen 0006","Min Yang 0007",1
"Xiaojun Chen 0006","Weijun Hong",1
"Xiaokai Wei","Jiannong Cao 0001",1
"Xiaokai Wei","Philip S. Yu",1
"Xiaokang Yang","Hongyuan Zha",1
"Xiaoli Li 0013","Jun Huan",1
"Xiaolin Shi","Jiawei Han 0001",1
"Xiaolin Shi","Luo Jie",1
"Xiaolong Jin","Xueqi Cheng",1
"Xiaolong Jin","Yuanzhuo Wang",1
"Xiaolong Li 0005","Jingli Fang",1
"Xiaolong Li 0005","Le Song",1
"Xiaolong Li 0005","Quan Yu",1
"Xiaolong Li 0005","Yanming Fang",1
"Xiaolong Li 0005","Yuan (Alan) Qi",1
"Xiaomin Zhu 0001","Bokai Cao",1
"Xiaomin Zhu 0001","Philip S. Yu",1
"Xiaoming Yao","Hai Jin 0001",1
"Xiaoming Yao","Xiaoming Fu 0001",1
"Xiaoming Yao","Xinggang Wang",1
"Xiaoming Zhang 0001","Feiran Huang",1
"Xiaoming Zhang 0001","Yanbo Liang",1
"Xiaoming Zhang 0001","Zhoujun Li",2
"Xiaoqian Hu","Junjie Wu 0002",1
"Xiaoqian Wang","Heng Huang",1
"Xiaoqiang Zhu","Chengru Song",1
"Xiaoqiang Zhu","Han Li",1
"Xiaoqiang Zhu","Han Zhu",1
"Xiaoqiang Zhu","Junqi Jin",1
"Xiaoqiang Zhu","Kun Gai",2
"Xiaoqiang Zhu","Xiao Ma",1
"Xiaoqiang Zhu","Yanghui Yan",1
"Xiaoqiang Zhu","Ying Fan",1
"Xiaoqiang Zhu","Yu Zhang",1
"Xiaoqin Zhang 0002","Di Wang 0008",1
"Xiaoqin Zhang 0002","Jie Hu",1
"Xiaoqin Zhang 0002","Nannan Gu",1
"Xiaoqin Zhang 0002","Qianqian Liu",1
"Xiaoqin Zhang 0002","Tianhao Wang 0006",1
"Xiaoshi Zhong","Erik Cambria",1
"Xiaowei Yan","Christopher deFilippi",1
"Xiaowei Yan","Jimeng Sun",1
"Xiaowei Yan","Walter F. Stewart",1
"Xiaowen Ruan","Chaobo Shen",1
"Xiaowen Ruan","Jiaying Xu",1
"Xiaowen Ruan","Jing Xiao 0006",1
"Xiaowen Ruan","Liang Xu",1
"Xiaowen Ruan","Mei Han",1
"Xiaowen Ruan","Shaofeng Lu",1
"Xiaowen Ruan","Xianxian Chen",1
"Xiaoxiao Guo","Qiaozhu Mei",1
"Xiaoxun Zhang","Jian Xu",1
"Xiaoxun Zhang","Kun Gai",1
"Xiaoyan Liang","Hongwu Qin",1
"Xiaoyan Liang","Jianwu Wang",1
"Xiaoyan Liang","Jing Li",1
"Xiaoyan Liang","Yuxiang Mu",1
"Xiaoyang Wang 0002","Xuemin Lin 0001",1
"Xiaoyi Lu","Dhabaleswar K. Panda",1
"Xiaoyi Lu","Dipti Shankar",1
"Xiaoyi Lu","Haiyang Shi",1
"Xiaoyong Du 0001","Chuanfei Xu",1
"Xiaoyong Du 0001","Yi Chang 0001",1
"Xiaoyong Li 0003","Jirui Li",1
"Xiaoyong Li 0003","Ning Guo",1
"Xiaoyong Li 0003","Yunquan Gao",1
"Xiaoyu Liu","Qi Zhang 0001",1
"Xiaoyu Liu","Shunda Pan",1
"Xiaoyu Liu","Xuanjing Huang",1
"Xiaoyu Liu","Yu-Gang Jiang",1
"Xiaoyu Xiong","Haitao Yu 0003",1
"Xiaozhong Liu","Luo Si",1
"Xijun Li","Di Chen",1
"Xijun Li","Jia Zeng",2
"Xijun Li","Jianguo Yao",2
"Xijun Li","Mingxuan Yuan",2
"Xikun Zhang 0001","Jiawei Han 0001",1
"Xikun Zhang 0001","Jing Gao 0004",1
"Xikun Zhang 0001","Meng Qu",1
"Xikun Zhang 0001","Timothy P. Hanratty",1
"Ximing Li","Changchun Li",1
"Ximing Li","Chenliang Li",1
"Ximing Li","Jihong Ouyang",1
"Ximing Li","Jinjin Chi",1
"Xin Guo 0006","Bandeep Singh",1
"Xin Guo 0006","Deng Cai 0001",1
"Xin Guo 0006","Jiajun Bu",1
"Xin Guo 0006","Martin Ester",1
"Xin Guo 0006","Yu Zhu",1
"Xin Guo 0006","Ziyu Guan",1
"Xin Liang 0001","Allen McPherson",1
"Xin Liang 0001","Dingwen Tao",1
"Xin Liang 0001","Franck Cappello",2
"Xin Liang 0001","Hanqi Guo 0001",1
"Xin Liang 0001","James Paul Ahrens",1
"Xin Liang 0001","Li-Ta Lo",1
"Xin Liang 0001","Patricia Grubel",1
"Xin Liang 0001","Paul Bryant",1
"Xin Liang 0001","Shaomeng Li",1
"Xin Liang 0001","Sheng Di",1
"Xin Liang 0001","Sihuan Li",1
"Xin Liang 0001","Timothy Randles",1
"Xin Liang 0001","Zizhong Chen",3
"Xin Liu 0002","Weizhao Chen",1
"Xin Luna Dong","Feifei Li 0001",1
"Xin Luna Dong","Xin Luna Dong",2
"Xin Luna Dong",NA,1
"Xin Luo 0006","Xin-Shun Xu",1
"Xin Luo 0006","Ye Wu",1
"Xin Shen","Can Wang 0001",1
"Xin Shen","Hongxia Yang",1
"Xin Shen","Jiajun Bu",1
"Xin Shen","Martin Ester",1
"Xin Shen","Weizhao Xian",1
"Xin Shen","Zhongyao Wang",1
"Xin Wang","Mingming Sun",1
"Xin Wang","Ping Li 0001",1
"Xin Wang","Yue Feng",1
"Xin Wang 0019","Can Wang 0001",1
"Xin Wang 0019","Chun Chen 0001",1
"Xin Wang 0019","Jiajun Bu",1
"Xin Wang 0019","Jianwei Zhang",1
"Xin Wang 0019","Martin Ester",2
"Xin Wang 0019","Pinggang Yu",1
"Xin Wang 0019","Wenwu Zhu 0001",1
"Xin Yang","Congfu Xu",1
"Xin Yang","Yi Cao",1
"Xing Gao","Wei Dong 0006",1
"Xing Gao","Wenli Ji",1
"Xing Gao","Yao Deng",1
"Xing Gao","Yongjun Li 0006",1
"Xing Xie","Lei Chen 0002",1
"Xing Xie 0001","Guangzhong Sun",1
"Xing Xie 0001","Guoping Hu",1
"Xing Xie 0001","Minyi Guo",2
"Xing Xie 0001","Zhenhui Li",1
"Xingbang Liu","Ádám D. Lelkes",1
"Xingbang Liu","Anja Gruenheid",1
"Xingbang Liu","Cong Yu 0001",1
"Xingbang Liu","Flip Korn",1
"Xingbang Liu","Jiawei Han 0001",1
"Xingfen Wang","Xiangbin Yan",1
"Xingfen Wang","Yangchun Ma",1
"Xinggang Wang","Hai Jin 0001",1
"Xinggang Wang","Xiaoming Fu 0001",1
"Xingyu Xie","Chen Zhang",1
"Xingyu Xie","Hao Wang",1
"Xinhe Geng","Chin-Yew Lin",1
"Xinhe Geng","Heng Ji",1
"Xinhe Geng","Jiawei Han 0001",1
"Xinhe Geng","Lifu Huang",1
"Xinjiang Wang","Ping Luo 0002",1
"Xinli Yu","Bo Song",1
"Xinli Yu","Erjia Yan",1
"Xinli Yu","Wei Quan",1
"Xinli Yu","Xiaohua Hu 0001",1
"Xinli Yu","Yuan Ling",1
"Xinxin Li","Brooke Cowan",1
"Xinxin Li","Shervin Minaee",1
"Xinxing Yang","Jun Zhou 0011",1
"Xinxing Yang","Le Song",1
"Xinxing Yang","Xiaolong Li 0005",1
"Xinyan Zhao","Ana Baylin",1
"Xinyan Zhao","Bradley E. Iott",1
"Xinyan Zhao","Deahan Yu",1
"Xinyan Zhao","Iris N. Gomez-Lopez",1
"Xinyan Zhao","Jin Xiu Lu",1
"Xinyan Zhao","Philippa Clarke",1
"Xinyan Zhao","Robert Goodspeed",1
"Xinyan Zhao","Tiffany C. Veinot",1
"Xinyan Zhao","Veronica J. Berrocal",1
"Xinyang Yi","Ed H. Chi",1
"Xinyang Yi","Jilin Chen",1
"Xinyang Yi","Lichan Hong",1
"Xinyu Chen","James Paul Ahrens",1
"Xinyu Chen","Li-Ta Lo",1
"Xinyu Chen","Qiang Guan",1
"Xinyu Chen","Simon Su",1
"Xinyu Chen","Trilce Estrada",1
"Xinyu Chen","Zhengyong Ren",1
"Xinyue Liu","Philip S. Yu",1
"Xinyue Liu","Xiangnan Kong",1
"Xinzhou Dong","Beihong Jin",1
"Xinzhou Dong","Tingjian Ge",1
"Xisen Jin","Dawei Yin",1
"Xisen Jin","Hongshen Chen",1
"Xisen Jin","Shangsong Liang",1
"Xisen Jin","Wenqiang Lei",1
"Xisen Jin","Yihong Zhao 0002",1
"Xisen Jin","Zhaochun Ren",1
"Xishuang Dong","Lijun Qian",1
"Xiujun Chen","Hao Wang 0003",1
"Xiujun Chen","Jian Xu",1
"Xiujun Chen","Kun Gai",1
"Xiujun Chen","Qing Tan",1
"Xiujun Chen","Xiaoxun Zhang",1
"Xiujun Chen","Xun Yang",1
"Xiusi Chen","Brian M. Sadler",1
"Xiusi Chen","Jiaming Shen",1
"Xiusi Chen","Jiawei Han 0001",1
"Xiusi Chen","Meng Jiang 0001",1
"Xiusi Chen","Michelle Vanni",1
"Xiuwen Yi","Junbo Zhang",1
"Xiuwen Yi","Tianrui Li",1
"Xiuwen Yi","Yu Zheng 0004",1
"Xiuwen Yi","Zhaoyuan Wang",1
"Xu-Cheng Yin","Fang Zhou",1
"Xu-Cheng Yin","Hai-Xia Man",1
"Xu Chen 0017","Li Xiong 0001",1
"Xu Chen 0017","Liu Yang 0005",1
"Xu Chen 0017","Qingyao Ai",1
"Xu Chen 0017","W. Bruce Croft",1
"Xu Chen 0017","Zheng Qin",1
"Xu Chi","Jing Zeng",1
"Xu Chi","Song Junxian",1
"Xu Liu","Jonathan Loo",1
"Xu Zheng","Bo Wu",1
"Xu Zheng","Kaipeng Liu",1
"Xuan-Hong Dang","Ambuj K. Singh",1
"Xuan-Hong Dang","Omid Askarisichani",1
"Xuan-Hong Dang","Petros Zerfos",2
"Xuan-Hong Dang","Raji Akella",1
"Xuan-Hong Dang","Somaieh Bahrami",1
"Xuan-Hong Dang","Vadim Sheinin",1
"Xuan Lu","Huoran Li",1
"Xuan Lu","Qiaozhu Mei",1
"Xuan Lu","Wei Ai",1
"Xuan Lu","Xuanzhe Liu",1
"Xuan Wu","Leman Akoglu",1
"Xuan Wu","Lingxiao Zhao",1
"Xuanhui Wang","Cheng Li 0012",1
"Xuanhui Wang","Marc Najork",1
"Xuanhui Wang","Michael Bendersky",1
"Xuanhui Wang","Nadav Golbandi",1
"Xuanhui Xu","Zheng Wang",1
"Xuanrong Yao","Wenwu Zhu 0001",1
"Xuchao Zhang","Chang-Tien Lu",1
"Xuchao Zhang","Wenmo Kong",1
"Xuchao Zhang","Zitong Sheng",1
"Xudong Liu","Shihan Su",1
"Xudong Pan","Duocai Wu",1
"Xudong Pan","Pearl Pu",1
"Xue Liu","Wei Xu",1
"Xuedong Huang 0001","Xuedong Huang 0001",2
"Xuedong Huang 0001",NA,1
"Xuewen Chen","Jieping Ye",1
"Xuewen Chen","Matthew S. Nokleby",1
"Xueying Bai","Hongning Wang",1
"Xueying Bai","Parikshit Sondhi",1
"Xueying Bai","Yuling Shi",1
"Xueying Bai","Zhenrui Wang",1
"Xuguang Duan","Jian-Guang Lou",1
"Xuguang Duan","Wenwu Zhu 0001",1
"Xuguang Duan","Yong Cao",1
"Xuguang Duan","Yue Wang",1
"Xuhui Chen","Changqing Luo",1
"Xuhui Chen","Jinlong Ji",1
"Xuhui Chen","Pan Li 0001",2
"Xuhui Chen","Weixian Liao",1
"Xujiang Zhao","Feng Chen 0001",1
"Xujiang Zhao","Jin-Hee Cho",1
"Xulei Yang","Li Wang 0057",1
"Xulei Yang","Sin G. Teo",1
"Xulei Yang","Steven C. H. Hoi",1
"Xulei Yang","Vijay Chandrasekhar 0001",1
"Xulei Yang","Zeng Zeng",1
"Xumin Chen","Lingling Yi",1
"Xumin Chen","Peng Cui 0001",1
"Xumin Chen","Shiqiang Yang",1
"Xuming Lin","Ruifang Liu",1
"Xuming Lin","Yiwei Li",1
"Xun Yang","Hao Wang 0003",1
"Xun Yang","Jian Xu",1
"Xun Yang","Kun Gai",1
"Xun Yang","Qing Tan",1
"Xun Yang","Xiaoxun Zhang",1
"Xun Zhang","Lin Zhao",1
"Xun Zhou","Tianbao Yang",1
"Xunyun Liu","Aaron Harwood",1
"Xunyun Liu","Shanika Karunasekera",1
"Xuping Huang","Xuping Huang",2
"Xuping Huang",NA,1
"Ya Xu","Shaochen Huang",1
"Ya Xu","Weitao Duan",1
"Ya Zhang","Jun Wang 0012",1
"Ya Zhang","Yong Yu 0001",1
"Yabo Ni","Anxiang Zeng",1
"Yabo Ni","Dan Ou",1
"Yabo Ni","Luo Si",1
"Yabo Ni","Shichen Liu",1
"Yabo Ni","Wenwu Ou",1
"Yabo Ni","Xiang Li",1
"Yadan Luo","Cong Zhao",1
"Yadan Luo","Yang Yang 0002",1
"Yadan Luo","Zi Huang",1
"Yadan Luo","Ziwei Wang",1
"Yafei Zhao","Dan Chen",1
"Yafei Zhao","Yao Peng",1
"Yafei Zhao","Yining Lin",1
"Yafei Zhao","Yongjie Shi",1
"Yaguang Li","Cyrus Shahabi",1
"Yaguang Li","Jieping Ye",1
"Yaguang Li","Kun Fu",1
"Yaguang Li","Yan Liu 0002",1
"Yaguang Li","Zheng Wang",1
"Yaguang Liu","Lisa Singh",1
"Yaguang Liu","Nathan Schneider",1
"Yaguang Liu","Yifang Wei",1
"Yakov Babichenko","Moshe Tennenholtz",1
"Yakov Babichenko","Oren Dean",1
"Yali Gao","Jirui Li",1
"Yali Gao","Ning Guo",1
"Yali Gao","Xiaoyong Li 0003",1
"Yali Gao","Yunquan Gao",1
"Yali Wan","Huan Liu 0001",1
"Yali Wan","Yi Chang 0001",1
"Yaliang Li","Aidong Zhang",1
"Yaliang Li","Bolin Ding",1
"Yaliang Li","Chenglin Miao",1
"Yaliang Li","Fenglong Ma",1
"Yaliang Li","Jing Gao 0004",2
"Yaliang Li","Kui Ren 0001",1
"Yaliang Li","Lu Su",3
"Yaliang Li","Nan Du",1
"Yaliang Li","Philip S. Yu",1
"Yaliang Li","Qi Li 0012",1
"Yaliang Li","Qiuling Suo",1
"Yaliang Li","Wei Fan 0001",1
"Yaliang Li","Zhan Qin",1
"Yan Feng","Can Wang 0001",1
"Yan Feng","Chun Chen 0001",1
"Yan Feng","Martin Ester",1
"Yan Feng","Sheng Zhou",1
"Yan Gao","Ajith Muralidharan",1
"Yan Gao","Changji Shi",1
"Yan Gao","Curtis Wang",1
"Yan Gao","Jinyun Yan",1
"Yan Gao","P. J. Xiao",1
"Yan Gao","Rómer Rosales",1
"Yan Gao","Shaunak Chatterjee",1
"Yan Gao","Shipeng Yu",1
"Yan Gao","Viral Gupta",1
"Yan Gao","Zhongen Tao",1
"Yan Grunenberger","Jeremy Blackburn",1
"Yan Grunenberger","Matteo Varvello",1
"Yan Li","Cindy X. Chen",1
"Yan Li","Tingjian Ge",1
"Yan Li 0052","Jieping Ye",1
"Yan Luo","Hang Liu",1
"Yan Wang","Arun Sacheti",1
"Yan Wang","Jiapei Huang",1
"Yan Wang","Li Huang",1
"Yan Wang","Linjun Yang",1
"Yan Wang","Meenaz Merchant",1
"Yan Wang","Pavel Komlev",1
"Yan Wang","Xi (Stephen) Chen",1
"Yan Wang","Ye Wu",1
"Yan Xiao","Jiafeng Guo",1
"Yan Xiao","Jun Xu 0001",1
"Yan Xiao","Xueqi Cheng",1
"Yan Xiao","Yanyan Lan",1
"Yan Yin","Chunjie Luo",1
"Yan Yin","Jianfeng Zhan",1
"Yan Yin","Jinheng Li",1
"Yan Yin","Lei Wang 0004",1
"Yan Zhang 0036","Defu Lian",1
"Yan Zhang 0036","Guowu Yang",1
"Yan Zhang 0036","Haoyu Wang",1
"Yan Zhang 0036","Hongzhi Yin",1
"Yan Zhang 0036","Ivor W. Tsang",1
"Yan Zhao 0008","Bolong Zheng",1
"Yan Zhao 0008","Kai Zheng 0001",1
"Yan Zhao 0008","Quoc Viet Hung Nguyen",1
