"from","to","weight"
"Pablo Barrio 0002","Oksana Yakhnenko",1
"Pablo Mandiola","Bartosz J. Bonczak",1
"Pablo Mandiola","Constantine E. Kontokosta",1
"Pablo Mandiola","Cyrus Blankinship",1
"Paige Maas","Paige Maas",2
"Paige Maas",NA,1
"Palakorn Achananuparp","Ee-Peng Lim",1
"Palakorn Achananuparp","Steven C. H. Hoi",1
"Pan Hu","Boris Motik",1
"Pan Hu","Ian Horrocks",1
"Pan Hu","Jacopo Urbani",1
"Pan Hui 0001","Jukka Manner",1
"Pan Li 0005","Donald Metzler",1
"Pan Li 0005","Xuanhui Wang",1
"Pan Li 0005","Zhen Qin 0002",1
"Pan Liu","Donghui Yan",1
"Pan Pan","Changxu Wang",1
"Pan Pan","Jianmin Wu",1
"Pan Pan","Kang Zhao",1
"Pan Pan","Rong Jin",2
"Pan Pan","Yanhao Zhang",1
"Pan Pan","Yinghui Xu",2
"Pan Pan","Yingya Zhang",1
"Pan Pan","Yun Zheng",2
"Pan Wang","Changgong Zhang",1
"Pan Wang","Chunyan Miao",1
"Pan Wang","Lizhen Cui",1
"Pan Wang","Peiran Ren",1
"Pan Wang","Xuansong Xie",1
"Pan Zhou","Xiwu Gu",1
"Pan Zhou","Yuchong Hu",1
"Panagiotis Deligiannis","Christos Tryfonopoulos",1
"Panagiotis Deligiannis","Theodore Dalamagas",1
"Panagiotis Papadopoulos","Evangelos P. Markatos",1
"Panagiotis Papadopoulos","Nicolas Kourtellis",1
"Panagiotis Tampakis","Christos Doulkeridis",1
"Panagiotis Tampakis","Nikos Pelekis",1
"Panagiotis Tampakis","Yannis Theodoridis",1
"Panayiotis Smeros","Carlos Castillo 0001",1
"Panayiotis Smeros","Karl Aberer",1
"Pangfeng Liu","Jan-Jan Wu",1
"Panote Siriaraya","Chonho Lee",1
"Panote Siriaraya","Shinji Shimojo",1
"Panote Siriaraya","Takashi Yoshikawa",1
"Panote Siriaraya","Yukiko Kawai",1
"Panpan Wang","Liangzhu Ge",1
"Panpan Wang","Yazhou Zhang",1
"Panpan Wang","Yuexian Hou",1
"Panpan Wang","Zhao Li",1
"Panpan Xu","Huamin Qu",1
"Panpan Xu","Liu Ren",1
"Panpan Zhang","Hui Xiong 0001",1
"Panpan Zhang","Jianguo Duan",1
"Panpan Zhang","Xinjiang Lu",1
"Panpan Zheng","Qinghua Li",1
"Panpan Zheng","Xintao Wu",1
"Paolo Bajardi","André Panisson",1
"Paolo Ceravolo","Ernesto Damiani",1
"Paolo Ceravolo","Rino Finazzo",1
"Paolo Dragone","Mounia Lalmas",1
"Paolo Dragone","Rishabh Mehrotra",1
"Paolo Rosso","Bin Li",1
"Paolo Rosso","Dingqi Yang",1
"Paolo Rosso","Philippe Cudré-Mauroux",2
"Paolo Sottovia","Antonio Maccioni",1
"Paolo Sottovia","Francesco Guerra 0001",2
"Paolo Sottovia","Matteo Interlandi",1
"Paolo Sottovia","Yannis Velegrakis",1
"Parag Paul","Manas Sharma",1
"Parameswaran Raman","Hyokun Yun",1
"Parameswaran Raman","S. V. N. Vishwanathan",1
"Parameswaran Raman","Shin Matsushima",1
"Parameswaran Raman","Sriram Srinivasan 0004",1
"Parameswaran Raman","Xinhua Zhang",1
"Paramita Mirza","Gerhard Weikum",1
"Parfait Bemarisika","André Totohasina",1
"Parikshit Ram","Kaushik Sinha",1
"Parisa Kaghazgaran","Fred Morstatter",1
"Parisa Kaghazgaran","James Caverlee",3
"Parisa Kaghazgaran","Majid Alfifi",2
"Paritosh Malaviya","Anurag Gupta",1
"Paritosh Malaviya","Kannan Achan",1
"Paritosh Malaviya","Kushal Bhatt",1
"Paritosh Malaviya","Mridul Jain",1
"Parshan Pakiman","Ranganathan Chandrasekaran",1
"Parshan Pakiman","Rick Abens",1
"Parshan Pakiman","Selvaprabu Nadarajah",1
"Pascal Paschos","Chung Ng",1
"Patricia Callejo","Ángel Cuevas",1
"Patricia Callejo","Arturo Azcorra",1
"Patricia Callejo","Mikko Kotila",1
"Patricia Callejo","Pelayo Vallina",1
"Patricia Callejo","Rubén Cuevas",1
"Patrick Carrington","Cameron Cassidy",1
"Patrick Carrington","Jeffrey P. Bigham",1
"Patrick Carrington","Kris M. Kitani",1
"Patrick Carrington","Meredith Ringel Morris",1
"Patrick Sheehan","Brent J. Hecht",1
"Patrick Titzler","Frederick R. Reiss",1
"Patrick Titzler","Hong Xu 0003",1
"Patrick Titzler","Vijay Bommireddipalli",1
"Patrick Titzler","Xin Wu",1
"Patrik Hilber","Ebrahim Shayesteh",1
"Patrik Hilber","Per Westerlund",1
"Patrik Hilber","Ryutaro Ichise",1
"Paul Cuddihy","Jenny Weisenberg Williams",1
"Paul Cuddihy","Joseph Vinciquerra",1
"Paul Cuddihy","Justin Gambone",1
"Paul Cuddihy","Laura Dial",1
"Paul Cuddihy","Timothy Hanlon",1
"Paul Cuddihy","Vipul Gupta",1
"Paul Finglas","Barbara Korousic-Seljak",1
"Paul Finglas","Drago Torkar",1
"Paul Finglas","Karin Zimmerman",1
"Paul Finglas","Lada Timotijevic",1
"Paul Finglas","Pieter van't Vee",1
"Paul Klein","Peter Mountney",1
"Paul Klein","Sebastien Piat",1
"Paul Klein","Simone Severini",1
"Paul Koch","Rich Caruana",1
"Paul Koch","Urszula Chajewska",1
"Paul Koch","Yin Lou",1
"Paul Lu","Emma McDonald",1
"Paul Lu","Owen Randall",1
"Paul Maxwell","Elie Alhajjar",1
"Paul Maxwell","Nathaniel D. Bastian",1
"Paul Murley","Andrew Miller 0001",1
"Paul Murley","Charles Lever",1
"Paul Murley","Joshua Mason",1
"Paul Murley","Manos Antonakakis",1
"Paul Murley","Michael Bailey",1
"Paul Murley","Nikita Borisov",1
"Paul Rad","H. Raghav Rao 0001",1
"Paul Rad","Rohit Valecha",1
"Paul W. Wilson","Amy W. Apon",1
"Paul Weng","Guihai Chen",2
"Paul Weng","Han Gao",1
"Paula J. Fedorka-Cray","Rada Chirkova",1
"Paula Lauren","Paul Watta",1
"Paulo Orenstein","Judah Cohen",1
"Paulo Orenstein","Karl Pfeiffer",1
"Paulo Orenstein","Lester Mackey",1
"Paulo S. C. Alencar","Carlos Lucena",2
"Paulo S. C. Alencar","Don Cowan",1
"Paulo S. C. Alencar","Donald D. Cowan",2
"Pavel A. Dmitriev","Somit Gupta",1
"Pavel A. Dmitriev","Xin Fu",1
"Pawan Goyal","Animesh Mukherjee 0001",1
"Pawel M. Morkisz","Debojyoti Dutta",1
"Payton Linton","Alina Lazar",1
"Payton Linton","Deborah A. Agarwal",1
"Payton Linton","Devarshi Ghoshal",1
"Payton Linton","Gilberto Zonta Pastorello",1
"Payton Linton","Kesheng Wu",1
"Payton Linton","Lavanya Ramakrishnan",1
"Payton Linton","Ludovico Bianchi",1
"Payton Linton","William Melodia",1
"Pedro Cárdenas","Boguslaw Obara",1
"Pedro Cárdenas","Georgios Theodoropoulos 0001",1
"Pedro Cárdenas","Ibad Kureshi",1
"Pedro Henrique Migliatti","Kamal Singh",1
"Pedro Henrique Migliatti","Omar Qawasmeh",1
"Pedro Henrique Migliatti","Pierre Maret",1
"Pedro Henrique Migliatti","Vincent Lully",1
"Pedro J. Caraballo","György J. Simon",1
"Pedro J. Caraballo","Vipin Kumar",1
"Pedro Silva 0007","Alexandru Costan",1
"Pedro Silva 0007","Gabriel Antoniu",1
"Pei-Chi Wang","Cheng-Te Li",1
"Pei-Xun Wang","Che-Chia Chang",1
"Pei-Xun Wang","Chia-Hu Chang",1
"Pei-Xun Wang","Hsuan Chiu",1
"Pei-Xun Wang","Tzu-Hao Huang",1
"Pei-Xun Wang","Wen-Qian Chen",1
"Pei-Xun Wang","Yu-Hsuan Huang",1
"Pei-Xun Wang","Yuchun Lai",1
"Pei-Yu Hou","Andrew Rindos",1
"Pei-Yu Hou","Jing Ao",1
"Pei-Yu Hou","Paula J. Fedorka-Cray",1
"Pei-Yu Hou","Rada Chirkova",1
"Pei-Yu Hou","Shivaramu Keelara",1
"Pei-Zhen Li","Chang-Dong Wang",1
"Pei-Zhen Li","Jian-Huang Lai",1
"Pei-Zhen Li","Ling Huang",1
"Pei Guo","Chen Liuy",1
"Pei Guo","Jianwu Wang",1
"Pei Guo","Yan Tang",1
"Pei Yang 0001","Hanghang Tong",1
"Pei Yang 0001","Jingrui He",1
"Pei Yang 0001","Qi Tan",1
"Peichang Shi","Aryya Gangopadhyay",1
"Peichang Shi","Brenda Blunt",1
"Peichang Shi","Carolyn Owens",1
"Peichang Shi","Christine Grogan",1
"Peichen Ho","Jason S. Chang",1
"Peichen Ho","Li-Guang Chen",1
"Peifeng Yin","Lei Huang",1
"Peifeng Yin","Mu Qiao",1
"Peifeng Yin","Shubhi Asthana",1
"Peifeng Yin","Sunhwan Lee",1
"Peifeng Yin","Taiga Nakamura",1
"Peijiang Zhao","Koji Zettsu",1
"Peilin Wu","Haojin Zhu",1
"Peilin Wu","Jinlei Li",1
"Peilin Wu","Yan Meng",1
"Peilin Zhao","Jiayu Zhou",1
"Peilin Zhao","Panos Kalnis",1
"Peilin Zhao","Shuo Shang",1
"Peilin Zhao","Xin Gao 0001",1
"Peilin Zhao","Yong Liu 0020",1
"Peiran Ren","Chunyan Miao",1
"Peiran Ren","Lizhen Cui",1
"Peiran Ren","Xuansong Xie",1
"Peiran Yao","Bin Shao",1
"Peiran Yao","Jie Zhang",1
"Peiran Yao","Kuansan Wang",1
"Peiran Yao","Rui Li",1
"Peiran Yao","Xiaotao Gu",1
"Peiran Yao","Yan Wang",1
"Peiran Zhang","Hongbo Zhu",1
"Peiran Zhang","Yihui Yang",1
"Peixuan Chen","Peng Cui 0001",1
"Pelayo Vallina","Ángel Cuevas",1
"Pelayo Vallina","Arturo Azcorra",1
"Pelayo Vallina","Mikko Kotila",1
"Pelayo Vallina","Rubén Cuevas",1
"Peng Chen","Alexander G. Hauptmann",1
"Peng Chen","Guoliang Kang",1
"Peng Chen","Wenhe Liu",1
"Peng Cui 0001","Chaoming Song",1
"Peng Cui 0001","Chengxi Zang",2
"Peng Cui 0001","Fei Wang 0001",3
"Peng Cui 0001","Hongxia Yang",1
"Peng Cui 0001","Huan Liu 0001",1
"Peng Cui 0001","Jian Pei",2
"Peng Cui 0001","Jie Tang 0001",1
"Peng Cui 0001","Jundong Li",1
"Peng Cui 0001","Le Song",1
"Peng Cui 0001","Lei Li",1
"Peng Cui 0001","Philip S. Yu",1
"Peng Cui 0001","Renzhe Xu",1
"Peng Cui 0001","Tianyang Zhang",1
"Peng Cui 0001","Wenwu Zhu 0001",7
"Peng Cui 0001","Yihao Liu",1
"Peng Cui 0001","Yishi Lin",1
"Peng Cui 0001","Yuxiao Dong",1
"Peng Dai","Liefeng Bo",1
"Peng Han","Jiayu Zhou",1
"Peng Han","Panos Kalnis",1
"Peng Han","Peilin Zhao",1
"Peng Han","Peng Yang",1
"Peng Han","Shuo Shang",1
"Peng Han","Xin Gao 0001",1
"Peng Han","Yong Liu 0020",1
"Peng He","Guihai Chen",1
"Peng He","Han Gao",1
"Peng He","Paul Weng",1
"Peng Jiang","Azadeh Moghtaderi",1
"Peng Jiang","Fengjie Alex Li",1
"Peng Jiang","Gann Bierner",1
"Peng Jiang","Ruhan Wang",1
"Peng Jiang","Yingrui Yang",1
"Peng Jiang 0003","Wenwu Ou",1
"Peng Jiang 0003","Yongfeng Zhang",1
"Peng Kang","Xue Liu",1
"Peng Shu","Xiaoyan Zhu 0001",1
"Peng Sun","Gang Zhao",1
"Peng Sun","Jiahui Li",1
"Peng Tian","Deniz Erdogmus",1
"Peng Tian","Jayashree Kalpathy-Cramer",1
"Peng Tian","Jennifer G. Dy",1
"Peng Tian","John Peter Campbell",1
"Peng Tian","Michael F. Chiang",1
"Peng Tian","Stratis Ioannidis",1
"Peng Tian","Susan Ostmo",1
"Peng Tian","Yuan Guo",1
"Peng Wang","Jiang Xu",1
"Peng Wang","Jieping Ye",1
"Peng Wang","Zang Li",1
"Peng Wu","Chao Chen",1
"Peng Wu","Qichao Que",1
"Peng Wu","Shaoliang Nie",1
"Peng Wu","Youlin Li",1
"Peng Yang","Jiayu Zhou",1
"Peng Yang","Panos Kalnis",1
"Peng Yang","Peilin Zhao",1
"Peng Yang","Shuo Shang",1
"Peng Yang","Xin Gao 0001",1
"Peng Yang","Yong Liu 0020",1
"Peng Zhao 0006","Yuan Jiang 0001",1
"Peng Zhao 0006","Zhi-Hua Zhou",1
"Pengcheng Xie","Haiyang Yu",1
"Pengcheng Xie","Hui Li",1
"Pengcheng Xie","Zequan Chen",1
"Pengfei Jiao","Dongxiao He",1
"Pengfei Jiao","Françoise Fogelman-Soulié",1
"Pengfei Jiao","Liang Yang 0002",1
"Pengfei Jiao","Yuxiao Huang",1
"Pengfei Li 0005","Gang Pan 0001",1
"Pengfei Li 0005","Gang Zheng",1
"Pengfei Li 0005","Hua Lu 0001",1
"Pengfei Li 0005","Long Yang",1
"Pengfei Li 0005","Qian Zheng",1
"Pengfei Wang 0008","Le Wu",1
"Pengfei Wang 0008","Rui Bo",1
"Pengfei Wang 0008","Xiaolin Li",1
"Pengfei Wang 0008","Yuanchun Zhou",1
"Pengfei Wei","Yiping Ke",1
"Pengjie Ren","Christof Monz",1
"Pengjie Ren","Jun Ma 0001",2
"Pengjie Ren","Maarten de Rijke",3
"Pengjie Ren","Zhaochun Ren",2
"Pengjie Ren","Zhumin Chen",2
"Pengpeng Zhao","Hui Xiong 0001",1
"Pengpeng Zhao","Jiajie Xu 0001",1
"Pengpeng Zhao","Victor S. Sheng",1
"Pengpeng Zhao","Xiaofang Zhou 0001",1
"Pengpeng Zhao","Yanchi Liu",1
"Pengpeng Zhao","Zhiming Cui",1
"Pengrui Hui","Jiaming Huang",1
"Pengrui Hui","Long Zhang",1
"Pengrui Hui","Mengchen Zhao",1
"Pengxin Ji","Jian Wen",1
"Pengxin Ji","Philip S. Yu",2
"Pengxin Ji","Sen Su",2
"Pengyang Wang","Hui Xiong 0001",2
"Pengyang Wang","Xiaolin Li",2
"Pengyang Wang","Yanjie Fu",1
"Pengyang Wang","Yu Zheng 0004",1
"Pengyu Zhao","Chunli Zhang",1
"Pengyu Zhao","Kaigui Bian",1
"Pengyu Zhao","Kecheng Xiao",1
"Pengyu Zhao","Wei Yan 0007",1
"Pengyun Wang","Jianfeng Zhang",1
"Pengyun Wang","Lujia Pan",1
"Per Westerlund","Ebrahim Shayesteh",1
"Periwinkle Doerfler","Angelika Moscicki",1
"Periwinkle Doerfler","Damon McCoy",1
"Periwinkle Doerfler","Juri Ranieri",1
"Periwinkle Doerfler","Kurt Thomas",1
"Periwinkle Doerfler","Maija Marincenko",1
"Periwinkle Doerfler","Yu Jiang",1
"Pete Burnap","Matthew L. Williams",1
"Pete Burnap","Wafa Alorainy",1
"Pete Luferenko","Artidoro Pagnoni",1
"Pete Luferenko","Gal Oshri",1
"Pete Luferenko","Gani Nazirov",1
"Pete Luferenko","Ivan Matantsev",1
"Pete Luferenko","Jignesh Parmar",1
"Pete Luferenko","Justin Ormont",1
"Pete Luferenko","Markus Weimer",1
"Pete Luferenko","Mohammad Zeeshan Siddiqui",1
"Pete Luferenko","Prabhat Roy",1
"Pete Luferenko","Sergiy Matusevych",1
"Pete Luferenko","Shahab Moradi",1
"Pete Luferenko","Shauheen Zahirazami",1
"Pete Luferenko","Yiwen Zhu",1
"Peter Bailey","Christopher H. Lin",1
"Peter Bailey","Milad Shokouhi",1
"Peter Bailey","Susan T. Dumais",1
"Peter Baumann 0001","Dimitris Bellos",1
"Peter Baumann 0001","Stefan Wiehle",1
"Peter Brusilovsky","Jordan Barria-Pineda",1
"Peter Desnoyers","Orran Krieger",1
"Peter Gronvall","Haozhen Zhao",1
"Peter H. Beckman","Wei-keng Liao",1
"Peter H. Beckman","Zhengchun Liu",1
"Peter J. Liu","Mohammad Saleh",1
"Peter Lee","Peter Lee",2
"Peter Lee",NA,1
"Peter M. Small","H. Andrew Schwartz",1
"Peter Panfilov","Natalya Bakhtadze",1
"Peter Schneider","Peter Schneider",2
"Peter Schneider",NA,1
"Peter Snyder","Andrius Aucinas",1
"Peter Snyder","Benjamin Livshits",1
"Peter Triantafillou","Frank E. Pollick",1
"Peter Urbanetz","Chris Giblin",1
"Peter Urbanetz","Daniel Bauer",1
"Peter Urbanetz","Florian Froese",1
"Peter Urbanetz","Luis Garcés-Erice",1
"Peter Urbanetz","Sasa Tomic",1
"Petra Selmer","Peter T. Wood",1
"Petre Lameski","Ace Dimitrievski",1
"Petre Lameski","Cas Apanowicz",1
"Petre Lameski","Marek Grzegorowski",1
"Petteri Nurmi","Jukka Manner",1
"Petteri Nurmi","Pan Hui 0001",1
"Petteri Nurmi","Sasu Tarkoma",1
"Phanwadee Sinthong","Michael J. Carey 0001",1
"Philip Derbeko","Ehud Gudes",1
"Philip Derbeko","Shlomi Dolev",1
"Philip Lazos","Foluso Ogunlana",1
"Philip Lazos","Paolo Serafino",1
"Philip S. Yu","Ann B. Ragin",1
"Philip S. Yu","Haisheng Li 0002",1
"Philip S. Yu","Jie Zhu",1
"Philip S. Yu","Tianyi Tao",1
"Philip S. Yu","Wei Wang",1
"Philip S. Yu","Yanfang Ye",1
"Philip S. Yu","Yangyong Zhu",2
"Philip S. Yu","Zhoujun Li",2
"Philip T. G. Jackson","Andrew Stephen McGough",1
"Philip T. G. Jackson","Boguslaw Obara",1
"Philip T. G. Jackson","Georgios Theodoropoulos 0001",1
"Philip T. G. Jackson","Ibad Kureshi",1
"Philip T. G. Jackson","John Brennan",1
"Philipe F. Melo","Fabrício Benevenuto",2
"Philipe F. Melo","Gustavo Resende",1
"Philipe F. Melo","Hugo Sousa",1
"Philipe F. Melo","Johnnatan Messias",2
"Philipe F. Melo","Jussara M. Almeida",2
"Philipe F. Melo","Kiran Garimella",1
"Philipe F. Melo","Marisa Vasconcelos",1
"Philipp Blandfort","Chris Kedzie",1
"Philipp Blandfort","Desmond Upton Patton",1
"Philipp Blandfort","Fei-Tzin Lee",1
"Philipp Blandfort","Kathleen R. McKeown",1
"Philipp Blandfort","Michael B. Gaskell",1
"Philipp Blandfort","Rossano Schifanella",1
"Philipp Blandfort","Shih-Fu Chang",1
"Philipp Blandfort","Siddharth Varia",1
"Philipp Blandfort","Surabhi Bhargava",1
"Philipp Blandfort","Svebor Karaman",1
"Philipp Blandfort","William R. Frey",1
"Philipp Christmann","Abdalghani Abujabal",1
"Philipp Christmann","Gerhard Weikum",1
"Philipp Christmann","Jyotsna Singh",1
"Philipp Christmann","Rishiraj Saha Roy",1
"Philipp Ross","André Luckow",1
"Philippe Faverdin","Alexandre Termier",1
"Philippe Fournier-Viger","Matin Pirouz",1
"Philippe Fournier-Viger","Shyue-Liang Leon Wang",1
"Philippe Fournier-Viger","Tomasz Wiktorski",1
"Philippe Fournier-Viger","Tzung-Pei Hong",1
"Philippe Fournier-Viger","Youcef Djenouri",1
"Philippe Skolka","Cristian-Alexandru Staicu",1
"Philippe Skolka","Michael Pradel",1
"Phuong-Binh Vo","Koji Zettsu",1
"Phuong-Binh Vo","Minh-Son Dao",1
"Phuong-Binh Vo","Trong-Dat Phan",1
"Pierre-Loic Maisonneuve","Jean-Marc Petit",1
"Pierre-Loic Maisonneuve","Vasile-Marian Scuturici",1
"Pierre Laperdrix","Alexandros Kapravelos",1
"Pierre Laperdrix","Nick Nikiforakis",1
"Pierrick Robic-Butez","Thu Yein Win",1
"Pieter van't Vee","Karin Zimmerman",1
"Piji Li","Lidong Bing",1
"Piji Li","Wai Lam",1
"Piji Li","Zihao Wang",1
"Piljae Im","Gautam S. Thakur",1
"Piljae Im","Jibonananda Sanyal",1
"Piljae Im","Kuldeep R. Kurte",1
"Piljae Im","Melissa Allen-Dumas",1
"Pin-Yu Chen","Sijia Liu 0001",1
"Pin Ni","Gangmin Li",4
"Pin Ni","Jiayi Zhu",3
"Pin Ni","Junkun Peng",3
"Pin Ni","Xuming Bai",4
"Pin Ni","Yuming Li",3
"Pin Ni","Zhenjin Dai",4
"Pinar Barlas","Jahna Otterbacher",2
"Pinar Barlas","Kyriakos Kyriakou",1
"Pinar Barlas","Styliani Kleanthous",2
"Pinar Kahraman","Joost Bosman 0001",1
"Pinar Karagoz","Ismail Hakki Toroslu",1
"Pinar Tözün","C. Mohan 0001",1
"Pinar Tözün","Christian Garcia-Arellano",1
"Pinar Tözün","Guy M. Lohman",1
"Pinar Tözün","Hamid Pirahesh",1
"Pinar Tözün","René Müller 0001",1
"Pinar Tözün","Richard Sidle",1
"Pinar Tözün","Ronen Grosman",1
"Pinar Tözün","Vijayshankar Raman",1
"Pinar Tözün","Yingjun Wu",1
"Ping Li 0001","Haifeng Wang",1
"Ping Yang 0002","Shiyong Lu",1
"Ping Zhang 0016","Daby Sow",1
"Ping Zhang 0016","Kenney Ng",1
"Ping Zhong","Yanyan Wang",1
"Ping Zhong","Zhanhuai Li",1
"Ping Zhong","Zhaoqiang Chen",1
"Pinghua Xu","Bo Du 0001",1
"Pinghua Xu","Jia Wu 0001",1
"Pinghua Xu","Wenbin Hu",1
"Pinghui Wang","Chenxu Wang",1
"Pinghui Wang","John C. S. Lui",1
"Pinghui Wang","Qiaozhu Zhai",1
"Pinghui Wang","Xiaohong Guan",1
"Pinghui Wang","Yiyan Qi",1
"Pinghui Wang","Yuanming Zhang",1
"Pingzhong Tang","Fuzhen Zhuang",1
"Pingzhong Tang","Qing He 0003",1
"Pinkesh Badjatiya","Manish Gupta 0001",1
"Pinkesh Badjatiya","Vasudeva Varma",1
"Piotr Sapiezynski","Alan Mislove",1
"Piotr Sapiezynski","Elissa M. Redmiles",1
"Piotr Sapiezynski","Krishna P. Gummadi",1
"Piotr Sapiezynski","Michelle L. Mazurek",1
"Piotr Sapiezynski","Oana Goga",1
"Pipei Huang","Andreas Pfadler",1
"Pipei Huang","Binqiang Zhao",1
"Pipei Huang","Chao Li",1
"Pipei Huang","Cheng Guo",1
"Pipei Huang","Dik Lun Lee",1
"Pipei Huang","Fei Sun 0001",1
"Pipei Huang","Guoliang Kang",1
"Pipei Huang","Huan Zhao",1
"Pipei Huang","Jiaming Xu",1
"Pipei Huang","Qiwei Chen",1
"Pipei Huang","Wei Li",1
"Pipei Huang","Xin Guo",1
"Piyush Yadav","Edward Curry",1
"Pol Santamaria","Ane Beatriz Eguzkitza",1
"Pol Santamaria","Guillaume Houzeaux",1
"Pol Santamaria","Jesús Labarta",1
"Pol Santamaria","Jordi Torres",1
"Pol Santamaria","Raül Sirvent",1
"Pol Santamaria","Yolanda Becerra",1
"Polina Rozenshtein","Aristides Gionis",1
"Pong Eksombatchai","Chuck Rosenberg",1
"Pong Eksombatchai","Jure Leskovec",1
"Pooja Bhagat","Anna Feldman",1
"Pooja Bhagat","Aparna S. Varde",1
"Poonam Goyal","Achal Agarwal",1
"Poonam Goyal","Kirti Singh Rathore",1
"Poonam Goyal","Nischay Singh",1
"Pooran Memari","Mathieu Brédif",1
"Pooran Memari","Murat Yirci",1
"Porter Jenkins","Ahmad Farag",1
"Porter Jenkins","Fei Wu 0007",1
"Porter Jenkins","Hua Wei 0001",1
"Porter Jenkins","Suhang Wang",1
"Porter Jenkins","Zhenhui Li",2
"Prabhat Mishra 0002","Amogha D. ShanBhag",1
"Prabhat Mishra 0002","Joy Bose",1
"Prabhat Mishra 0002","Suresh Kumar Gudla",1
"Prabhat Roy","Markus Weimer",1
"Prabhat Roy","Mohammad Zeeshan Siddiqui",1
"Prabhat Roy","Shauheen Zahirazami",1
"Prabhat Roy","Yiwen Zhu",1
"Pradeeban Kathiravelu","Ashish Sharma",1
"Pradeeban Kathiravelu","Tushar Aggarwal",1
"Pradeeban Kathiravelu","Yusuf Nadir Saghar",1
"Pradipta De","Sandip Chakraborty",1
"Pradyumna Prakhar Sinha","Debanjan Mahata",1
"Pradyumna Prakhar Sinha","Huan Liu 0001",1
"Pradyumna Prakhar Sinha","Rajiv Ratn Shah",1
"Pradyumna Prakhar Sinha","Ramit Sawhney",1
"Pradyumna Prakhar Sinha","Rohan Mishra",1
"Pragati Awasthi","Jerzy Bala",1
"Pragati Awasthi","Sebastian Carter",1
"Prajwal Singhania","Animesh Mukherjee 0001",1
"Prajwal Singhania","Pawan Goyal",1
"Prajwal Singhania","Suman Kalyan Maity",1
"Prakhar Sharma","Alex Shelkovnykov",1
"Prakhar Sharma","Erik Buchanan",1
"Prakhar Sharma","Yiming Ma",1
"Pranav Maneriker","Srinivasan Parthasarathy 0001",1
"Pranjul Yadav","Chandan K. Reddy",1
"Pranjul Yadav","György J. Simon",1
"Pranjul Yadav","Khoa D. Doan",1
"Pranjul Yadav","M. Regina Castro",1
"Pranjul Yadav","Michael S. Steinbach",1
"Pranjul Yadav","Pedro J. Caraballo",1
"Pranjul Yadav","S. Sathiya Keerthi",1
"Pranjul Yadav","Vipin Kumar",1
"Prarthana Padia","Aaron Harwood",1
"Prarthana Padia","Amila Silva",1
"Prarthana Padia","Jeffrey Chan",1
"Prarthana Padia","Kwan Hui Lim 0001",1
"Prasad Pradip Joshi","ChengXiang Zhai",1
"Prasanna Balaprakash","Alok N. Choudhary",1
"Prasanna Balaprakash","Ankit Agrawal",1
"Prasanna Balaprakash","Richard Archibald",1
"Prasanna Balaprakash","Wei-keng Liao",1
"Prasanna Umar","Anna Cinzia Squicciarini",1
"Prasanna Umar","Sarah Michele Rajtmajer",1
"Prasha Shrestha","Dustin Arendt",1
"Prasha Shrestha","Suraj Maharjan",1
"Prasha Shrestha","Svitlana Volkova",1
"Prashant J. Shenoy","Subhransu Maji",1
"Prashant Ramanathan","Bradley C. Turnbull",1
"Prashant Ramanathan","Brendan M. Collins",1
"Prashant Ramanathan","Huizhong Duan",1
"Prashant Ramanathan","Nick Barrow-Williams",1
"Prashant Ramanathan","Qing Zhang",1
"Prashant Ramanathan","Shulin Yang",1
"Prashant Ramanathan","Tao Xu",1
"Prashant Ramanathan","Thomas Legrand",1
"Prathamesh Deshpande","Sunita Sarawagi",1
"Pratyush Yadav","Nargis Pervin",1
"Pratyush Yadav","Nikhila Remala",1
"Pravallika Devineni","Bill Kay",1
"Pravallika Devineni","Catherine D. Schuman",1
"Pravallika Devineni","Derek C. Rose",1
"Pravallika Devineni","J. Travis Johnston",1
"Pravallika Devineni","Maryam Parsa",1
"Pravallika Devineni","Robert M. Patton",1
"Pravallika Devineni","Thomas E. Potok",1
"Praveen Chandar","Brian St. Thomas",1
"Praveen Chandar","Christine Hosey",1
"Praveen Chandar","Jean Garcia-Gathright",1
"Prem Gali","Bartley Richardson",1
"Prem Gali","Bhargav Suryadevara",1
"Prem Gali","Bianca Rhodes",1
"Prithwish Chakraborty","Faisal Farooq",1
"Priyanka Nigam","Ankit Shingavi",1
"Priyanka Nigam","Bing Yin",1
"Priyanka Nigam","Choon Hui Teo",1
"Priyanka Nigam","Hao Gu",1
"Priyanka Nigam","Vihan Lakshman",1
"Priyanka Nigam","Vijai Mohan",1
"Priyanka Nigam","Weitian Allen Ding",1
"Priyanka Nigam","Yiwei Song",1
"Prosper Kandabongee Yeng","Bian Yang",1
"Prosper Kandabongee Yeng","Einar Arthur Snekkenes",1
"Pruthviraj Venkatesh","Durvasula V. L. N. Somayajulu",1
"Pruthviraj Venkatesh","P. Radha Krishna",1
"Przemek Gajda","Alexandrin Popescul",1
"Przemek Gajda","Marc Najork",1
"Przemek Gajda","Mike Bendersky",1
"Przemek Gajda","Robin Dua",1
"Przemek Gajda","Sergey Novikov",1
"Przemyslaw A. Grabowicz","David Jurgens",1
"Przemyslaw A. Grabowicz","Fabian Flöck",1
"Przemyslaw A. Grabowicz","Timo Hartmann",1
"Pulasthi Wickramasinghe","Ahmet Uyar",1
"Pulasthi Wickramasinghe","Chathura Widanage",1
