"from","to","weight"
"Maulin Dalal","Piyush Jha",1
"Maulin Dalal","Sajan Shah",1
"Mauro Coletto","Claudio Lucchese",1
"Mauro Coletto","Fabrizio Silvestri",1
"Mauro Coletto","Luca Maria Aiello",1
"Mauro Gomez","Eduard Ayguadé",1
"Mauro Gomez","Jonatan Poveda",1
"Mauro Gomez","Jordi Torres",1
"Mauro Gomez","Marc Elena",1
"Mauro Gomez","Mouna Makni",1
"Mauro Tortonesi","Larisa Shwartz",1
"Max Ferguson","David Dornfeld",1
"Max Ferguson","Jinkyoo Park",1
"Max Ferguson","Kincho H. Law",1
"Max Ferguson","Raunak Bhinge",1
"Max Ferguson","Yung-Tsun Tina Lee",1
"Max Menenberg","Hari P. Udyapuram",1
"Max Menenberg","Sohini Roychowdhury",1
"Max Menenberg","Srinagesh Gavirneni",1
"Max Menenberg","Surya Pathak",1
"Maziyar Boustani","Paul M. Ramirez",1
"Maziyar Boustani","Paul Zimdars",1
"Maziyar Boustani","Sujen Shah",1
"Md. Mustafizur Rahman","Hongning Wang",1
"Md. Saiful Islam 0003","Chengfei Liu",1
"Md. Saiful Islam 0003","J. Wenny Rahayu",1
"Md. Saiful Islam 0003","Tarique Anwar",1
"Md. Shiblee Sadik","Eleazar Leal",1
"Md. Shiblee Sadik","Le Gruenwald",1
"Md. Wasi-ur-Rahman","Dhabaleswar K. Panda",1
"Md. Wasi-ur-Rahman","Xiaoyi Lu",1
"Megha Arora","David García 0001",1
"Megha Arora","Luciano Gallegos",1
"Megha Arora","Ponnurangam Kumaraguru",1
"Mehdi Kargar","Jaroslaw Szlichta",1
"Mehdi Kargar","Lukasz Golab",1
"Mehdi Sadri","Sharad Mehrotra",1
"Mehdi Sadri","Yaming Yu",1
"Mehrdad Farajtabar","Le Song",1
"Mehrdad Farajtabar","Manuel Gomez-Rodriguez",1
"Mehrdad Yazdani","Bryn C. Taylor",1
"Mehrdad Yazdani","Ilkay Altintas",1
"Mehrdad Yazdani","Jessica Block",1
"Mehrdad Yazdani","Justine W. Debelius",1
"Mehrdad Yazdani","Larry Smarr",1
"Mehrdad Yazdani","Mai H. Nguyen",1
"Mehrdad Yazdani","Rob Knight",1
"Mehrdad Yazdani","Weizhong Li",1
"Mehrisadat Makki Alamdari","Fang Chen 0001",1
"Mehrisadat Makki Alamdari","Peter Runcie",1
"Mehrisadat Makki Alamdari","Wei Liu 0007",1
"Mehrisadat Makki Alamdari","Yang Wang 0002",1
"Mei Li","Chang-Dong Wang",1
"Mei Saouk","Akrivi Vlachou",1
"Mei Saouk","Christos Doulkeridis",1
"Mei Saouk","Kjetil Nørvåg",1
"Meichun Hsu","Jiawei Han 0001",1
"Meichun Hsu","Malú Castellanos",1
"Meike Klettke","Manuel Shenavai",1
"Meike Klettke","Stefanie Scherzinger",1
"Meike Klettke","Uta Störl",1
"Meisam Fathi Salmi","Kaibo Wang",1
"Meisam Fathi Salmi","Rubao Lee",1
"Meisam Fathi Salmi","Xiaodong Zhang 0001",1
"Meisam Fathi Salmi","Yin Huai",1
"Melanie Herschel","Ioana Manolescu",1
"Melanie Herschel","Soudip Roy Chowdhury",1
"Melanie Schnittger","Abid Hussain",1
"Melanie Schnittger","Benjamin Flesch",1
"Melanie Schnittger","Mats Ekran",1
"Melanie Schnittger","Niels Buus Lassen",1
"Melanie Schnittger","Raghava Rao Mukkamala",1
"Melanie Schnittger","Ravi Vatrapu",1
"Melody Moh","Teng-Sheng Moh",1
"Meng Jiang 0001","Christos Faloutsos",1
"Meng Jiang 0001","Jiawei Han 0001",1
"Meng Qu","Clare R. Voss",1
"Meng Qu","Heng Ji",1
"Meng Qu","Hui Xiong 0001",1
"Meng Qu","Jiawei Han 0001",1
"Mengbai Xiao","Mian Dong",1
"Mengbai Xiao","Ming Zhang",1
"Mengbai Xiao","Songqing Chen",1
"Mengbai Xiao","Xin Li 0078",1
"Mengbai Xiao","Zhan Ma",1
"Mengbai Xiao","Zhenhua Li 0001",1
"Menghao Zhang","Fuzhen Zhuang",1
"Menghao Zhang","Naiwang Guo",1
"Menghao Zhang","Philip S. Yu",1
"Mengmeng Liu","Bistra Dilkina",1
"Mengran Wang","Negin Askarzadeh",1
"Mengran Wang","Xiaomeng Liang",1
"Mengting Wan","Bo Zhao 0001",1
"Mengting Wan","Jiawei Han 0001",1
"Mengting Wan","Jing Gao 0004",1
"Mengting Wan","Lance M. Kaplan",1
"Mengting Wan","Xiangyu Chen",1
"Mengwen Liu","ChengXiang Zhai",1
"Mengyi Liu","Peng Shu",1
"Merine Thomas","Arun Vachher",1
"Merine Thomas","John Duprey",1
"Merine Thomas","Kajsa Anderson",1
"Merine Thomas","Mark Vedder",1
"Merine Thomas","Ramdev Wudali",1
"Merine Thomas","Robert Martin",1
"Merine Thomas","Russ Kociuba",1
"Merine Thomas","Sameena Shah",1
"Merine Thomas","Steven Pomerville",1
"Merine Thomas","William Keenan",1
"Merlijn Sebrechts","Bruno Volckaert",1
"Merlijn Sebrechts","Filip De Turck",1
"Merlijn Sebrechts","Gregory van Seghbroeck",1
"Merlijn Sebrechts","Sander Borny",1
"Merlijn Sebrechts","Thomas Vanhove",1
"Merlijn Sebrechts","Tim Wauters",1
"Merve Mutlu","Erdogan Dogdu",1
"Merve Mutlu","Kasim Oztoprak",1
"Mian Dong","Songqing Chen",1
"Mian Dong","Zhan Ma",1
"Mian Dong","Zhenhua Li 0001",1
"Mianwei Zhou","Changsung Kang",1
"Mianwei Zhou","Chikashi Nobata",1
"Mianwei Zhou","Hongbo Deng",1
"Mianwei Zhou","Hua Ouyang",1
"Mianwei Zhou","Jean-Marc Langlois",1
"Mianwei Zhou","Jianhui Chen",1
"Mianwei Zhou","Philip S. Yu",1
"Mianwei Zhou","Sihong Xie",1
"Mianwei Zhou","Yi Chang 0001",2
"Miao Li","Gao Cong",1
"Miao Li","Ge Yu 0001",1
"Miao Li","Lisi Chen",1
"Miao Li","Yu Gu 0002",1
"Miaoqiang Su","Gang Yang",1
"Miaoqiang Su","Wei You",1
"Miaoqiang Su","Wenchang Shi",1
"Michael A. Madaio","Bistra Dilkina",1
"Michael A. Madaio","Duen Horng Chau",1
"Michael A. Madaio","Matthew Hinds-Aldrich",1
"Michael A. Madaio","Oliver L. Haimson",1
"Michael A. Madaio","Shang-Tse Chen",1
"Michael A. Madaio","Wenwen Zhang",1
"Michael A. Madaio","Xiang Cheng 0002",1
"Michael A. Matheson","Ramakrishnan Kannan",1
"Michael A. Matheson","Seung-Hwan Lim",1
"Michael A. Schuh","Rafal A. Angryk",2
"Michael Axtmann","Alexander Noe",1
"Michael Axtmann","Emanuel Jöbstl",1
"Michael Axtmann","Huyen Chau Nguyen",1
"Michael Axtmann","Matthias Stumpp",1
"Michael Axtmann","Peter Sanders 0001",1
"Michael Axtmann","Sebastian Lamm",1
"Michael Axtmann","Sebastian Schlag",1
"Michael Axtmann","Tobias Sturm",1
"Michael Bentley","Soumya Batra",1
"Michael Borokhovich","Alexandros G. Dimakis",1
"Michael Caldwell","David Page",1
"Michael Caldwell","Peggy L. Peissig",1
"Michael Caldwell","Ron M. Stewart",1
"Michael F. Ringenburg","James Demmel",1
"Michael F. Ringenburg","Jatin Chhugani",1
"Michael F. Ringenburg","Jey Kottalam",1
"Michael F. Ringenburg","Jialin Liu 0002",1
"Michael F. Ringenburg","Jim Harrell",1
"Michael F. Ringenburg","Jiyan Yang",1
"Michael F. Ringenburg","Kristyn J. Maschhoff",1
"Michael F. Ringenburg","Lisa Gerhardt",1
"Michael F. Ringenburg","Michael W. Mahoney",1
"Michael F. Ringenburg","Prabhat",1
"Michael F. Ringenburg","Pramod Sharma",1
"Michael F. Ringenburg","Shane Canon",1
"Michael F. Ringenburg","Venkat Krishnamurthy",1
"Michael Färber 0001","Achim Rettinger",1
"Michael Georgescu","Igor Mezic",2
"Michael Georgescu","Sophie Loire",1
"Michael Gertz 0001","Jürgen Hesser",1
"Michael J. Anderson","Javier S. Turek",1
"Michael J. Anderson","Jeremy R. Manning",1
"Michael J. Anderson","Jonathan D. Cohen 0003",1
"Michael J. Anderson","Kai Li 0001",1
"Michael J. Anderson","Kenneth A. Norman",1
"Michael J. Anderson","Mihai Capota",1
"Michael J. Anderson","Narayanan Sundaram",1
"Michael J. Anderson","Nicholas B. Turk-Browne",1
"Michael J. Anderson","Peter J. Ramadge",1
"Michael J. Anderson","Po-Hsuan Chen",1
"Michael J. Anderson","Theodore L. Willke",2
"Michael J. Anderson","Xia Zhu",1
"Michael J. Anderson","Yida Wang",1
"Michael J. Muller","Mikhil Masli",1
"Michael J. Muller","N. Sadat Shami",1
"Michael J. Muller","Werner Geyer",1
"Michael L. Mayo","Thang N. Dinh",1
"Michael L. Rilee","Amidu Oloso",1
"Michael L. Rilee","Hongfeng Yu",1
"Michael L. Rilee","Kwo-Sen Kuo",1
"Michael L. Rilee","Paul G. Brown",1
"Michael L. Rilee","Thomas L. Clune",1
"Michael Matheson","Sreenivas Sukumar",1
"Michael Requa","Ben Cotton",1
"Michael Requa","Garrison Vaughan",1
"Michael Requa","John David",1
"Michael Schueppert","Jack Saalweachter",1
"Michael Schueppert","Mayur Thakur",1
"Michael Shallcross","Michael Shallcross",2
"Michael Shallcross",NA,1
"Michael Stonebraker","Dong Deng",1
"Michael Stonebraker","Michael L. Brodie",1
"Michael Thompson","James Bost",1
"Michael Thompson","Javier Tejedor-Sojo",1
"Michael Thompson","Jimeng Sun",1
"Michael Völske","Benno Stein 0001",1
"Michael Völske","Steve Göring",1
"Michael W. Mahoney","Prabhat",1
"Michael Wojnowicz","Ben Cruz",1
"Michael Wojnowicz","Brian Wallace",1
"Michael Wojnowicz","Caleb Crable",1
"Michael Wojnowicz","Jay Luan",1
"Michael Wojnowicz","Matt Wolff",1
"Michael Wojnowicz","Xuan Zhao",1
"Michal Owsiak","Alessandro D'Anca",1
"Michal Owsiak","Davide Salomoni",1
"Michal Owsiak","Dean N. Williams",1
"Michal Owsiak","Germán Moltó",1
"Michal Owsiak","Giacinto Donvito",1
"Michal Owsiak","Giovanni Aloisio",1
"Michal Owsiak","Ignacio Blanquer",1
"Michal Owsiak","Marco Fargetta",1
"Michal Owsiak","Mário David",1
"Michal Owsiak","Miguel Caballer",1
"Michal Owsiak","Riccardo Bruno",1
"Michal Owsiak","Roberto Barbera",1
"Michal Owsiak","V. Anantharaj",1
"Michal Owsiak","Z. Shaheen",1
"Michalis Vazirgiannis","Yang Yang 0009",1
"Michele Samorani","Colin Bellinger",1
"Michele Samorani","Farrukh Ahmed",1
"Michele Samorani","Osmar R. Zaïane",2
"Michinori Nakata","Chenxi Liu",1
"Michinori Nakata","Hiroshi Sakai",1
"Midhun Gundapuneni","Bivas Mitra",1
"Midhun Gundapuneni","Sayan Pathak",1
"Miguel Angel Alcobendas Lisbona","Kuang-chih Lee",1
"Miguel Angel Alcobendas Lisbona","Sheide Chammas",1
"Miguel Caballer","Davide Salomoni",1
"Miguel Caballer","Dean N. Williams",1
"Miguel Caballer","Germán Moltó",1
"Miguel Caballer","Giacinto Donvito",1
"Miguel Caballer","Giovanni Aloisio",1
"Miguel Caballer","Ignacio Blanquer",1
"Miguel Caballer","Mário David",1
"Miguel Caballer","Roberto Barbera",1
"Miguel Caballer","V. Anantharaj",1
"Miguel G. Xavier","César A. F. De Rose",1
"Miguel G. Xavier","Fabian Lorenzo",1
"Miguel G. Xavier","Kassiano J. Matteussi",1
"Mihai Capota","Javier S. Turek",1
"Mihai Capota","Jeremy R. Manning",1
"Mihai Capota","Jonathan D. Cohen 0003",1
"Mihai Capota","Kai Li 0001",1
"Mihai Capota","Kenneth A. Norman",1
"Mihai Capota","Michael J. Anderson",1
"Mihai Capota","Narayanan Sundaram",1
"Mihai Capota","Nicholas B. Turk-Browne",1
"Mihai Capota","Peter J. Ramadge",1
"Mihai Capota","Po-Hsuan Chen",1
"Mihai Capota","Theodore L. Willke",2
"Mihai Capota","Xia Zhu",1
"Mihai Capota","Yida Wang",1
"Mihai Lupu","Allan Hanbury",3
"Mihai Lupu","Andreas Rauber",1
"Mihai Lupu","Evangelos Kanoulas",1
"Mihai Lupu","Guido Zuccon",1
"Mihai Lupu","João R. M. Palotti",1
"Mihajlo Grbovic","Gavin Owens",1
"Mihajlo Grbovic","Nemanja Djuric",1
"Mihajlo Grbovic","Vladan Radosavljevic",1
"Mika Rautiainen","Jukka Riekki",1
"Mika Rautiainen","Mikko Pyykkönen",1
"Mike D'Arcy","Alexis Rodriguez",1
"Mike D'Arcy","Arthur W. Toga",1
"Mike D'Arcy","Benjamin D. Heavner",1
"Mike D'Arcy","Carl Kesselman",1
"Mike D'Arcy","Carole A. Goble",1
"Mike D'Arcy","Eric W. Deutsch",1
"Mike D'Arcy","Ian T. Foster",1
"Mike D'Arcy","Ivo D. Dinov",1
"Mike D'Arcy","Kristi Clark",1
"Mike D'Arcy","Nathan D. Price 0001",1
"Mike D'Arcy","Ravi K. Madduri",1
"Mike D'Arcy","Stian Soiland-Reyes",1
"Mike Lakoju","Alan Serrano",1
"Mikhil Masli","Werner Geyer",1
"Mikko Pyykkönen","Jukka Riekki",1
"Milad Makkie","Binbin Lin",2
"Milad Makkie","Ian Davidson",1
"Milad Makkie","Jieping Ye",2
"Milad Makkie","Mojtaba Sedigh Fazli",1
"Milad Makkie","Shannon Quinn",3
"Milad Makkie","Tianming Liu",3
"Milad Makkie","Xiang Li 0001",2
"Milad Shokouhi","Nick Craswell",1
"Milad Shokouhi","Umut Ozertem",1
"Milinda Pathirage","Geoffrey C. Fox",1
"Miller Ferreira","Fabrício Benevenuto",1
"Miller Ferreira","Filipe Nunes Ribeiro",1
"Milton Halem","Shujia Zhou",1
"Milton Halem","Yaacov Yesha",1
"Min-Hee Jang","Christos Faloutsos",1
"Min-Hee Jang","Jiwoon Ha",1
"Min-Hee Jang","Sang-Wook Kim",1
"Min-Hee Jang","U Kang",1
"Min-Ling Zhang","Bin-Bin Zhou",1
"Min-Ling Zhang","Xu-Ying Liu",1
"Min-Yi Shen","Jisheng Wang",1
"Min Wu 0008","Peilin Zhao",1
"Min Wu 0008","Wei Chen",1
"Min Xie","Fanjiang Xu",1
"Min Xie","Hao Wang 0005",1
"Min Xie","Hongzhi Yin",1
"Min Xie","Sen Wang 0001",1
"Min Xie","Weitong Chen",1
"Min Zhang 0006","Hengliang Luo",1
"Min Zhang 0006","Shaoping Ma",2
"Min Zhang 0006","Yiqun Liu 0001",1
"Min Zhang 0006","Yue Yin",1
"Mina Ghashami","Edo Liberty",1
"Mina Ghashami","Jeff M. Phillips",1
"Ming Cheung","James She",1
"Ming Shao","Sheng Li 0001",1
"Ming Shao","Yun Fu 0001",1
"Ming Yang","Qiang Cheng",2
"Ming Yin","Jennifer Wortman Vaughan",1
"Ming Yin","Mary L. Gray",1
"Ming Yin","Siddharth Suri",1
"Ming Zhang","Mian Dong",1
"Ming Zhang","Songqing Chen",1
"Ming Zhang","Xin Li 0078",1
"Ming Zhang","Zhan Ma",1
"Ming Zhang","Zhenhua Li 0001",1
"Ming Zhang 0004","Qiaozhu Mei",1
"Mingdong Ou","Jian Pei",1
"Mingdong Ou","Peng Cui 0001",1
"Mingdong Ou","Wenwu Zhu 0001",1
"Mingdong Ou","Ziwei Zhang",1
"Mingfei Teng","Hui Xiong 0001",1
"Mingfei Teng","March Liao",1
"Mingfei Zhao","Xuren Zhou",1
"Mingkui Tan","Lina Yao",1
"Mingkui Tan","Qinfeng Shi",1
"Mingkui Tan","Quan Z. Sheng",1
"Minglei Li 0001","Chu-Ren Huang",1
"Mingsheng Long","Jianmin Wang 0001",1
"Mingsheng Long","Philip S. Yu",1
"Mingsheng Long","Qiang Yang 0001",1
"Mingxuan Yuan","Jia Zeng",2
"Mingxuan Yuan","Jianfeng Yan",1
"Mingxuan Yuan","Ke Deng",1
"Mingxuan Yuan","Lionel M. Ni",1
"Mingxuan Yuan","Tao Gu",1
"Mingxuan Yuan","Weixiong Rao",2
"Mingxuan Yuan","Yijian Zhu",1
"Mingxuan Yuan","Zhengqing Zhang",1
"Mingxuan Yue","Cyrus Shahabi",1
"Mingxuan Yue","Liyue Fan",1
"Minh-Tien Nguyen","Chien-Xuan Tran",1
"Minh-Tien Nguyen","Duc-Vu Tran",1
"Minh-Tien Nguyen","Minh-Le Nguyen",1
"Minh Huynh","Chunxiao Zhou",1
"Minjing Zhang","Naphtali Rishe",1
"Minjing Zhang","Shu-Ching Chen",1
"Minjing Zhang","Steven Luis",1
"Minseo Kang","Jae-Gil Lee 0001",1
"Minseo Kang","Sun-Bum Youn",1
"Minseo Kang","YongChul Kwon",1
"Minsu Park","Jonah Berger",1
"Minsu Park","Mor Naaman",1
"Minwei Feng","Bing Xiang",1
"Minwei Feng","Bowen Zhou",1
"Mirco Musolesi","Cecilia Mascolo",1
"Mirco Musolesi","Pietro Panzarasa",1
"Mirek Riedewald","Gerhard Weikum",1
"Mirela Madalina Botezatu","Dorothea Wiesmann",1
"Mirela Madalina Botezatu","Ioana Giurgiu",1
"Mirela Madalina Botezatu","Jasmina Bogojeska",1
"Miriam Marciel","Albert Banchs",1
"Miriam Marciel","Arturo Azcorra",1
"Miriam Marciel","Mohamed Ahmed",1
"Miriam Marciel","Roberto Gonzalez",1
"Miriam Marciel","Rubén Cuevas",1
"Miriam Marciel","Stefano Traverso",1
"Miriam Redi","Alejandro Jaimes",1
"Miriam Redi","Andrew Haines",1
"Miriam Redi","Jordi Vallmitjana",1
"Miriam Redi","Mounia Lalmas",1
"Mitchell A. Schepps","Tamara B. Harris",1
"Mitsuo Yoshida 0001","Fujio Toriumi",1
"Mitsuo Yoshida 0001","Hirotada Ohashi",1
"Mitul Tiwari","Rómer Rosales",1
"Mitul Tiwari","Souvik Ghosh",1
"Miyoung Han","Huayu Wu 0001",1
"Miyoung Han","Pierre Senellart",1
"Miyoung Han","Stéphane Bressan",1
"Mohamed A. Sharaf","Panos K. Chrysanthis",1
"Mohamed Ahmed","Arturo Azcorra",1
"Mohamed F. Ghalwash","Zoran Obradovic",1
"Mohamed Zaït","Andre Cavalheiro Menck",1
"Mohamed Zaït","Joseph Torres",1
"Mohamed Zaït","Vladimir Barrière",1
"Mohammad A. Tayebi","Robert Costanzo",1
"Mohammad Karami","Damon McCoy",1
"Mohammad Karami","Youngsam Park",1
"Mohammad Mahdi Ghassemi","Armineh Nourbakhsh",1
"Mohammad Mahdi Ghassemi","Rui Fang",1
"Mohammad Mahdi Ghassemi","Xiaomo Liu",1
"Mohammad Mahdi Kamani","Farshid Farhat",1
"Mohammad Mahdi Kamani","James Z. Wang",1
"Mohammad Mahdi Kamani","Stephen Wistar",1
"Mohammad Mehedy Masud","Abdel Rahman Al Harahsheh",1
"Mohammad Reza Karimi","Erfan Tavakoli",1
"Mohammad Reza Karimi","Le Song",1
"Mohammad Reza Karimi","Manuel Gomez-Rodriguez",1
"Mohammad Reza Karimi","Mehrdad Farajtabar",1
"Mohammad Shafahi","Hamideh Afsarmanesh",1
"Mohammad Shafahi","Leon Kempers",1
"Mohammad Taha Bahadori","Catherine Coffey",1
"Mohammad Taha Bahadori","Elizabeth Searles",1
"Mohammad Taha Bahadori","Hang Su",1
"Mohammad Taha Bahadori","James Bost",1
"Mohammad Taha Bahadori","Javier Tejedor-Sojo",1
"Mohammad Taha Bahadori","Jimeng Sun",2
"Mohammad Taha Bahadori","Michael Thompson",1
"Mohammed Korayem","David Lin",1
"Mohammed Korayem","Jiebo Luo",1
"Mohammed Korayem","Khalifeh AlJadda",1
"Mohan Krishnamoorthy","M. Omar Nachawati",1
"Mohan Krishnamoorthy","William Z. Bernstein",1
"Mohit Kumar","Vasudeva Varma",1
"Mohsen Amini Salehi","Vijay Raghavan 0001",1
"Mohsen Ebrahimi Moghaddam","Lyle H. Ungar",1
"Mohsen S. Sajadieh","Tan Wen Jun",1
"Moisés Henrique Ramos Pereira","Adriano César Machado Pereira",1
"Moisés Henrique Ramos Pereira","Daniel Hasan Dalip",1
"Moisés Henrique Ramos Pereira","Fabrício Benevenuto",1
"Moisés Henrique Ramos Pereira","Flávio Luis Cardeal Pádua",1
"Mojtaba Sedigh Fazli","Ian Davidson",1
"Mojtaba Sedigh Fazli","Jieping Ye",1
"Mojtaba Sedigh Fazli","Shannon Quinn",1
"Mojtaba Sedigh Fazli","Tianming Liu",1
"Momin M. Malik","Jürgen Pfeffer",1
"Mor Naaman","Deborah Estrin",1
"Mor Naaman","Jonah Berger",1
"Morteza Zihayat","Aijun An",1
"Morteza Zihayat","Yonggang Hu",1
"Morteza Zihayat","Zane Zhenhua Hu",1
"Mossaab Bagdouri","Mossaab Bagdouri",2
"Mossaab Bagdouri",NA,1
"Mostafa Dehghani 0001","Djoerd Hiemstra",1
"Mostafa Dehghani 0001","Hosein Azarbonyad",1
"Mostafa Dehghani 0001","Jaap Kamps",2
"Mostafa Dehghani 0001","Maarten Marx",1
"Mostafa Dehghani 0001","Samira Abnar",1
"Mostofa Ahsan","David W. Franzen",1
"Mostofa Ahsan","John Nowatzki",1
"Motoki Naruke","Gen Kobayashi",1
"Motoki Naruke","Kyoto Yono",1
"Motoki Naruke","Masanori Yamasaki",1
"Mouna Makni","Eduard Ayguadé",1
"Mu-Chu Lee","Chih-Jen Lin",1
"Mu Qiao","Ramani R. Routray",1
"Mu Qiao","Weisong Shi",1
"Mudhakar Srivatsa","Derya Cansever",1
"Mudhakar Srivatsa","Michelle Vanni",1
"Mudhakar Srivatsa","Sue Kase",1
"Mudhakar Srivatsa","Xifeng Yan",1
"Muhammad Atif","Surya Nepal",1
"Muhammad Bilal Zafar","Cristian Danescu-Niculescu-Mizil",1
"Muhammad Bilal Zafar","Krishna P. Gummadi",1
"Muhammad Kamran Lodhi","Ashfaq A. Khokhar",1
"Muhammad Kamran Lodhi","Diana J. Wilkie",1
"Muhammad Kamran Lodhi","Gail M. Keenan",1
"Muhammad Kamran Lodhi","Rashid Ansari",1
"Muhammad Kamran Lodhi","Yingwei Yao",1
"Muhammad R. Khan","Joshua E. Blumenstock",1
"Munmun De Choudhury","Benjamin Sugar",1
"Munmun De Choudhury","Ingmar Weber",1
"Munmun De Choudhury","Shagun Jhaver",1
"Murat Dundar","Mohammad Al Hasan",1
"Murat Sariyar","Dietmar Schielke",1
"Murat Sariyar","Johannes Klaus Fichte",1
"Murat Sariyar","Kismet Ekinci",1
"Murat Sariyar","Sebastian C. Semler",1
"Murat Sariyar","Thomas Zahn",1
"Mustafa Coskun","Ananth Grama",1
"Mustafa Coskun","Mehmet Koyutürk",1
"Mylene Simon","Carl G. Simon",1
"Mylene Simon","Joe Chalfoun",1
"Mylene Simon","Mary Brady",2
"Mylene Simon","Nathan Hotaling",1
"Mylene Simon","Nicholas Schaub",1
"Mylene Simon","Peter Bajcsy",1
"Mylene Simon","Piotr M. Szczypinski",1
"Mylene Simon","Ram D. Sriram",1
"Mylene Simon","Stephen J. Florczyk",1
"Myung-Hwan Jang","Jae-Geun Bang",1
"Myung-Hwan Jang","Sang-Wook Kim",1
"Myungha Jang","James Allan",1
"Myungha Jang","John Foley",1
"Myungha Jang","Shiri Dori-Hacohen",1
"Myunghwan Kim 0002","Mitul Tiwari",1
"Myunghwan Kim 0002","Rómer Rosales",1
"Myunghwan Kim 0002","Shaunak Chatterjee",1
"Myunghwan Kim 0002","Souvik Ghosh",1
"N. Olspert","J. Pelti",1
"N. Olspert","M. J. Kapyla",1
"N. Sadat Shami","Mikhil Masli",1
"N. Sadat Shami","Werner Geyer",1
"N. V. Vinodchandran","J. Smith",1
"Nabil Hossain","Ann Marie White",1
"Nabil Hossain","Henry A. Kautz",1
"Nabil Hossain","Jiebo Luo",1
"Nabil Hossain","Roghayeh Feizi",1
"Nabil Hossain","Tianran Hu",1
"Nada Basit","Abdeltawab M. Hendawi",1
"Nada Basit","Hao Wu",1
"Nada Basit","Haoran Liu",1
"Nada Basit","Jieming Bin",1
"Nada Basit","John A. Stankovic",1
"Nada Basit","Yijun He",1
"Nada Basit","Yutong Zhang",1
"Nagarajan Ranganathan","Srinivas Katkoori",1
"Nagendra Singh","Sreenivas Sukumar",1
"Naman Shah 0001","Harshil Shah",1
"Naman Shah 0001","Matthew Malensek",1
"Naman Shah 0001","Sangmi Lee Pallickara",1
"Naman Shah 0001","Shrideep Pallickara",1
"Namyong Park","Byungsoo Jeon",1
"Namyong Park","Jungwoo Lee",1
"Namyong Park","U Kang",1
"Nan Cao","Huamin Qu",1
"Nan Cao","Jia Zeng",1
"Nan Cao","Kate Ehrlich",1
"Nan Cao","Lionel M. Ni",1
"Nan Cao","Mingxuan Yuan",1
"Nan Cao","Norbou Buchler",1
"Nan Cao","Yu-Ru Lin",1
"Nan Du","Hanjun Dai",1
"Nan Du","Le Song",1
"Nan Du","Manuel Gomez-Rodriguez",1
"Nan Du","Philip S. Yu",1
"Nan Du","Rakshit Trivedi",1
"Nan Du","Utkarsh Upadhyay",1
"Nan Zeng","Hanyong Hao",1
"Nan Zhang","Anna Cinzia Squicciarini",1
"Nancy Fell","Mina Sartipi",1
"Nancy W. Grady","Nancy W. Grady",2
"Nancy W. Grady",NA,1
"Nando de Freitas","Nando de Freitas",2
"Nando de Freitas",NA,1
"Naoya Maruyama","Katsuki Fujisawa",1
"Naoya Maruyama","Satoshi Matsuoka",1
"Narayanan Sundaram","Jonathan D. Cohen 0003",1
"Narayanan Sundaram","Kai Li 0001",1
"Narayanan Sundaram","Nicholas B. Turk-Browne",1
"Narayanan Sundaram","Theodore L. Willke",1
"Nasser Alsaedi","Omer F. Rana",2
"Nasser Alsaedi","Pete Burnap",2
"Natalia Ruiz-Juri","Amanda Deering",1
"Natalia Ruiz-Juri","Amit Gupta",1
"Natalia Ruiz-Juri","Chandra Bhat",1
"Natalia Ruiz-Juri","Jackson Archer",1
"Natalia Ruiz-Juri","James Kuhr",1
"Natalia Ruiz-Juri","Kenneth Perrine",1
"Natalya Fridman Noy","Steven Euijong Whang",1
"Natalya Fridman Noy","Sunita Sarawagi",1
"Natalya Fridman Noy","Xiao Yu",1
"Natasa Milic-Frayling","Bojana Dalbelo Basic",1
"Nathan Ashcraft","Bennie Vorster",1
"Nathan Ashcraft","Edwin Weill",1
"Nathan Ashcraft","Emil Djerekarov",1
"Nathan D. Price 0001","Arthur W. Toga",1
"Nathan Hollcroft","Adam M. Alessio",1
"Nathan Hollcroft","Sohini Roychowdhury",1
"Nathan Hotaling","Carl G. Simon",1
"Nathan Hotaling","Nicholas Schaub",1
"Nathan Hotaling","Piotr M. Szczypinski",1
"Nathan Hotaling","Stephen J. Florczyk",1
"Nathan Liu","Suju Rajan",1
"Nathan M. De Lee","Martin A. Paegert",1
"Nathan Self","Achla Marathe",1
"Nathan Self","Alla Rozovskaya",1
"Nathan Self","Andy Doyle",1
"Nathan Self","Anil Vullikanti",1
"Nathan Self","Chang-Tien Lu",1
"Nathan Self","David Mares",1
"Nathan Self","Dipak K. Gupta",1
"Nathan Self","Graham Katz",1
"Nathan Self","Jaime Arredondo",1
"Nathan Self","Jose Cadena",1
"Nathan Self","Kristen Maria Summers",1
"Nathan Self","Liang Zhao 0002",1
"Nathan Self","Naren Ramakrishnan",1
"Nathaniel Huber-Fliflet","Haozhen Zhao",1
"Nathaniel Huber-Fliflet","Jianping Zhang",1
"Nathaniel Huber-Fliflet","Robert Keeling",1
"Navid Rekabsaz","Allan Hanbury",1
"Navid Rekabsaz","Guido Zuccon",1
"Navid Rekabsaz","Mihai Lupu",1
"Navneet Kapur","Bee-Chung Chen",1
"Navneet Kapur","Deepak Agarwal",1
"Navneet Kapur","Igor Perisic",1
"Navneet Kapur","Nikita I. Lytkin",1
"Nazli Goharian","Ophir Frieder",1
"Neel Choudhury","Yogesh Simmhan",1
"Neeta Pande","Shourya Roy",1
